Page ID,Page Name,Disclaimer,Amount Spent (HUF)
120370174702378,Magyarország Kormánya,Magyarország Kormánya,6573795
9844779306,Fidesz,Fidesz,2727579
178362315106,European Parliament,European Parliament,1399238
109637397268775,Nyugati Pályán,Splendidea Communications Kft,1103289
287770891404,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,870378
2168429696573513,Gál Erzsébet,HATVANONLINE,791381
1880809845328535,Dobrev Klára,DK Delegation of the Progressive Alliance of Socialists & Democrats in the European Parliament,703997
592204747588011,Momentum Mozgalom,Momentum Mozgalom,666172
115388925185513,Magyar Szocialista Párt,MSZP,593317
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,583632
100885331634501,EzaLényeg.hu - Heves,EzaLényeg.hu,494005
393705001216934,Dudás Róbert,Jobbik Magyarországért Mozgalom,451730
287770891404,Jobbik Magyarországért Mozgalom,Országgyűlés Hivatala Jobbik Frakció,438131
107898832590939,European Commission,European Commission,435128
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,433158
1408906262689093,Nyitrai Zsolt,Nyitrai Zsolt,382451
1880809845328535,Dobrev Klára,Demokratikus Koalíció,378638
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,367452
110313197104744,Szabad Városok,Mindenki Budapestért Egyesület,364182
100401808007704,EzaLényeg.hu,EzaLényeg.hu,363487
264517713636590,PestiSracok.hu,PestiSrácok.hu,361762
111663773711521,EzaLényeg.hu - Eger,EzaLényeg.hu,327043
1452981968275348,Eger Hírek,Eger Hírek,314145
781030738624077,Gyöngyösi Márton,Gyöngyösi Márton,276058
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,274924
47198507012,LMP - Magyarország Zöld Pártja,LMP - Lehet Más a Politika,266264
781150971947219,Jakab Péter,Országgyűlés Hivatala Jobbik Frakció,254712
430246420380967,Mirkóczki Ádám,Mirkóczki Ádám,237986
2087359184686210,Egységben A Városért,Egységben a Városért Egyesület,236226
100840181264829,Klausmann Viktor oldala,Viktor Klausmann,208846
100550117996815,Kazsu Attila oldala,Kazsu Attila,199912
230385242742,KDNP és Frakciója,KDNP frakció,171338
100299381703981,Pesti TV,PestiTV,159568
202099276507678,24.hu,24.hu,158531
326635018181862,Magyar Nemzet,Magyar Nemzet,157379
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,156018
438674070213065,Magyar Állampapír,Magyar Állampapír,155243
510019792386607,Emberi Erőforrások Minisztériuma,Emberi Erőforrások Minisztériuma,153918
164061553749320,Nemzeti Televízió,Alfahír Hírportál,153680
531037143654568,Horváth Laci,László Horváth,153212
545968535470048,Fülöp Henrik,These ads ran without a disclaimer,150535
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,148842
102159197929139,Terra Case,Görög Ádám,148117
208726209161904,Z. Kárpát Dániel,Országgyűlés Hivatala Jobbik Frakció,143144
104173410954523,Oroján Sándor,Oroján Sándor,142383
