Page ID,Page Name,Disclaimer,Amount Spent (HUF)
120370174702378,Magyarország Kormánya,Magyarország Kormánya,7603189
9844779306,Fidesz,Fidesz,3123485
178362315106,European Parliament,European Parliament,1671756
109637397268775,Nyugati Pályán,Splendidea Communications Kft,1333000
592204747588011,Momentum Mozgalom,Momentum Mozgalom,1318201
287770891404,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,949525
1880809845328535,Dobrev Klára,DK Delegation of the Progressive Alliance of Socialists & Democrats in the European Parliament,821378
115388925185513,Magyar Szocialista Párt,MSZP,782384
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,730416
1697376657149476,Dr.Szabó Ervin,Dr. Szabó Ervin,628932
287770891404,Jobbik Magyarországért Mozgalom,Országgyűlés Hivatala Jobbik Frakció,537113
107898832590939,European Commission,European Commission,534842
134984140045777,Stummer János,Országgyűlés Hivatala Jobbik Frakció,520958
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,508967
100401808007704,EzaLényeg.hu,EzaLényeg.hu,500643
1880809845328535,Dobrev Klára,Demokratikus Koalíció,435841
264517713636590,PestiSracok.hu,PestiSrácok.hu,418999
106836337350721,Dancsó Tibor,Dancsó Tibor,387084
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,383964
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,355880
781030738624077,Gyöngyösi Márton,Gyöngyösi Márton,353734
47198507012,LMP - Magyarország Zöld Pártja,LMP - Lehet Más a Politika,322656
781150971947219,Jakab Péter,Országgyűlés Hivatala Jobbik Frakció,319981
108713637342803,EzaLényeg.hu - Békéscsaba,EzaLényeg.hu,280610
157270314427371,Simonka György,Simonkáné Gábor Marianna,253767
311750812333479,Szarvas Péter,Szarvas Péter,243378
121758694531245,Rádió 1,Rádió 1,241019
101045421289534,Dinya Gábor Balázs Független Képviselőjelölt,Dinya Gábor Balázs,225977
114490623590809,EzaLényeg.hu - Viharsarok,EzaLényeg.hu,220062
326635018181862,Magyar Nemzet,Magyar Nemzet,203245
230385242742,KDNP és Frakciója,KDNP frakció,195738
202099276507678,24.hu,24.hu,191931
438674070213065,Magyar Állampapír,Magyar Állampapír,186408
510019792386607,Emberi Erőforrások Minisztériuma,Emberi Erőforrások Minisztériuma,185064
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,183717
1370610756389472,Tőzsdeikereskedés.hu,Tőzsdeikereskedés.hu Kft,179093
100299381703981,Pesti TV,PestiTV,176478
108346693873484,Győrffy Balázs,Balazs Gyorffy,175412
208726209161904,Z. Kárpát Dániel,Országgyűlés Hivatala Jobbik Frakció,174132
122702771108697,Magyar Hírlap,Magyar Hírlap Kiadói Kft.,173049
149061108240,Kocsis Máté,Kocsis Máté,162417
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,157980
164061553749320,Nemzeti Televízió,Alfahír Hírportál,157931
594088897289853,Alapjogokért Központ,Alapjogokért Központ,147007
1878531865537365,Kálmán Olga,Kálmán Olga Hivatalos oldala,146902
788960034452071,Potápi Árpád János,Potápi Árpád János,144713
128573907819549,Fekete-Győr András,Fekete-Győr András,142281
194652797324756,Bere Károly,Bere Károly,141655
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,139675
294815374340858,Donáth Anna,Donáth Anna - Momentum,138673
2158405567819066,Fülöp Attila,Fülöp Attila,131092
102159197929139,Terra Case,Görög Ádám,130129
44847086574,Amnesty International Magyarország,Amnesty International,121745
194652797324756,Bere Károly,These ads ran without a disclaimer,121439
244669668913278,Ökopolisz Alapítvány,Ökopolisz Alapítvány,121169
506348326210466,Ungár Péter,LMP - Lehet Más a Politika,119430
193702058028595,Lázár János hivatalos oldala,Lázár János hivatalos oldala,118618
421262681731198,Vasarnap.hu,Kovács K. Zoltán Alapítvány,116747
1425355697692924,Dr. Tóth Bertalan,MSZP,113026
348894675226407,Fetser János,Fetser János,110315
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,109279
554058754619723,IKEA,IKEA,105545
1406386486355924,Partizán,Gulyás Márton Ferenc,101961
