Page ID,Page Name,Disclaimer,Amount Spent (HUF)
157270314427371,Simonka György,Simonkáné Gábor Marianna,27348
115230488549915,Political Capital (HU),Political Capital (HU),26742
729627343834501,Kialo,These ads ran without a disclaimer,26695
1534911313439123,Ripost,Ripost,26564
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,26410
116573845044900,Playersroom,These ads ran without a disclaimer,26410
155560531137359,Dorosz Dávid,Párbeszéd Magyarországért,26382
1377431695828132,Nagy István,Dr. Nagy István,26256
253114601689663,Vasas Szakszervezeti Szövetség,Vasas Szakszervezeti Szövetség,26076
1621510344648033,Dr. Mihályi Mónika,These ads ran without a disclaimer,25541
610740558997110,Balczó Zoltán,Jobbik Magyarországért Mozgalom,25530
447556782025193,Magyar Munkáspárt,Magyar Munkáspárt,25362
122159141138679,Magyar Helsinki Bizottság / Hungarian Helsinki Committee,Magyar Helsinki Bizottság / Hungarian Helsinki Committee,25227
1394845114097364,Webproagency,These ads ran without a disclaimer,25000
184890488198962,Bana Tibor,Országgyűlés Hivatala Jobbik Frakció,24889
100145531349308,Kontrapro.hu,Kontrapro.hu Kft.,24158
734217673259088,Ujhelyi István dr.,These ads ran without a disclaimer,24128
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,23911
314501110585,Kék Vonal,Kék Vonal,23746
562712570560978,Azbej Tristan ن,Azbej Tristan,23558
128210328817041,NoMorePlastic,Dialogue Creatives,23557
206160682739388,Harrach Péter,Országgyűlés Hivatala KDNP frakció,23434
283605605855438,Új Március,El a kezekkel a Kádár-sírtól,23418
305113236215306,Tok-Shop.hu,These ads ran without a disclaimer,23303
164762586881530,Mága Zoltán hegedűművész,These ads ran without a disclaimer,23073
188002774639,Mesterházy Attila,Mesterházy Attila Csaba,23044
131797633528377,Jávor Benedek,Párbeszéd Magyarországért,22944
105284170883853,Kónyi-Kiss Botond önkormányzati képviselőjelölt,Dufka Gábor,22814
107753930573050,Egységben Gárdonyért,Sipos Gábor László,22659
490006464353222,Dr. Lukács László György,Jobbik Magyarországért Mozgalom,22443
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara - NAK,22419
153035221415533,angolnyelvtanitas.hu,These ads ran without a disclaimer,22189
112879632128020,Novák Előd,These ads ran without a disclaimer,21919
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,21736
108941857376911,Igen Szolidaritás,Igen Szolidaritás,21659
128210328817041,NoMorePlastic,These ads ran without a disclaimer,21137
555270698171873,Molnár Dániel,Momentum Mozgalom,21000
100711304847811,A szomszédja már tudja - Ön is tudja meg,Cseke István,20824
240147763965,Baráth András - Gerilla Önéletrajz,These ads ran without a disclaimer,20644
748348838626461,888.hu,888.hu,20596
210242349159177,EU-Solar 0 Forintos Villanyszámla Garanciával,These ads ran without a disclaimer,20590
92932085233,TASZ,TASZ,20483
267168140529488,György László,György László magánszemély,20290
1193391110688366,Highlights of Hungary,Highlights of Hungary,20237
164061553749320,Nemzeti Televízió,Kiegyensúlyozott Médiáért Alapítvány,20132
1408906262689093,Nyitrai Zsolt,Nyitrai Zsolt,19922
490006464353222,Dr. Lukács László György,Országgyűlés Hivatala Jobbik Frakció,19682
161957537171267,Schmidt Mária,Schmidt Mária,19607
206519396034626,agrotrend.hu,Agrotrend Média Kft.,19553
129875930406663,Udvari Kamaraszínház,Udvari Kamaraszínház,19457
168983076942790,CricksyDog,These ads ran without a disclaimer,19052
109637397268775,Nyugati Pályán,These ads ran without a disclaimer,19025
1439786569610603,Dr. Fekete Dávid,Fekete Dávid,19024
2309737912651039,Péterffy Attila,Péterffy Attila,18611
192540677451041,Gyémánt Út Buddhista Közösség,These ads ran without a disclaimer,18597
