Page ID,Page Name,Disclaimer,Amount Spent (HUF)
610740558997110,Balczó Zoltán,Jobbik Magyarországért Mozgalom,49816
164762586881530,Mága Zoltán hegedűművész,These ads ran without a disclaimer,49405
305113236215306,Tok-Shop.hu,These ads ran without a disclaimer,49318
329107800543535,Sneider Tamás,Jobbik Magyarországért Mozgalom,48858
721920367856863,Gödöllői Lokálpatrióta Klub,Bárdy Péter,48827
116528779745606,Balázs Ádám,Balázs Ádám,48824
112879632128020,Novák Előd,These ads ran without a disclaimer,48728
931186216990824,Bencsik János,Országgyűlés Hivatala Jobbik Frakció,48503
727549737336330,Fidesz Nagykáta,Fidesz Nagykáta,48281
107931057227686,Vajda Viktória,Momentum Mozgalom,48092
1534911313439123,Ripost,Ripost,48062
620030171664750,Mi Hazánk Mozgalom,These ads ran without a disclaimer,48023
856433318046663,Tekauer Norbert önkormányzati képviselő - VÉD egyesület,These ads ran without a disclaimer,47977
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,47871
103936480985864,Győri Enikő,Győri Enikő,47588
734217673259088,Ujhelyi István dr.,These ads ran without a disclaimer,47270
129875930406663,Udvari Kamaraszínház,Udvari Kamaraszínház,46885
2393883177340371,Momentum Gödöllő és környéke,Momentum Mozgalom,46786
1936388216579939,II. kerületi Fidesz,II. Kerületi Fidesz,46394
168983076942790,CricksyDog,These ads ran without a disclaimer,46177
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,46145
548834088783410,Kohut Ákos - Fót,Kohut Ákos Csaba,46000
560525343980775,Index.hu,Index.hu,45980
188002774639,Mesterházy Attila,Mesterházy Attila Csaba,45915
153035221415533,angolnyelvtanitas.hu,These ads ran without a disclaimer,45877
2309737912651039,Péterffy Attila,Péterffy Attila,45194
1468002833412477,A Polgári Mulató,Szamosi Tímea,45053
147547541961576,Council of the European Union,Council of the European Union,44606
729627343834501,Kialo,These ads ran without a disclaimer,44387
108572840503759,Szadai József,Szadai József,44291
161957537171267,Schmidt Mária,Schmidt Mária,44218
131797633528377,Jávor Benedek,Párbeszéd Magyarországért,44178
101920364522288,Fidesz Ladánybene,Bari Anita,44141
100905288315705,Jelen hetilap,Jelen hetilap,43844
489821711562618,Közösen a Városunkért Egyesület - Pomáz,Közösen a Városunkért Egyesület,43618
112989260080104,Baranyai Pál képviselőjelölt,Baranyai Örs Pál,43590
115388925185513,Magyar Szocialista Párt,These ads ran without a disclaimer,43502
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,43472
371736629638278,Fehér Zsolt,Jobbik Magyarországért Mozgalom,43294
1408906262689093,Nyitrai Zsolt,Nyitrai Zsolt,43119
103024827750491,Mi Várunk,Országgyűlés Hivatala Jobbik Frakció,42756
1926735160968885,Válasz Online,Válasz Online,42475
2024678420884437,Varga Judit,Varga Judit,42347
1218765861628546,Lengyel Péter,Lengyel Péter,42102
632165190315151,KDNP Budaörs,These ads ran without a disclaimer,42000
270300439972751,SZEMlélek,SZEMlélek,41929
240147763965,Baráth András - Gerilla Önéletrajz,These ads ran without a disclaimer,41853
1193902320622038,Dr. Bajkai István,Dr. Bajkai István,41793
991199740951500,Szcientológia Egyház,These ads ran without a disclaimer,41679
1372750529476614,Demeter Márta,Demeter Márta,41245
109413374263225,Kontra,Kontra,41089
459645007427483,Szűcs Gábor,Gábor Szűcs,41079
1855311791415561,Nurofen Magyarország,These ads ran without a disclaimer,40610
28312410177,World Food Programme,These ads ran without a disclaimer,40610
184890488198962,Bana Tibor,Országgyűlés Hivatala Jobbik Frakció,40348
434589719963221,Budakeszi Fidesz,Dr. Somogyi Farkas József,40098
490006464353222,Dr. Lukács László György,Jobbik Magyarországért Mozgalom,40055
128210328817041,NoMorePlastic,These ads ran without a disclaimer,39990
119810034720839,Manna,These ads ran without a disclaimer,39885
101638171217594,Legyen Vác a Dunakanyar fővárosa - Vásárhelyi Tamás hivatalos oldala,These ads ran without a disclaimer,39860
286931007596,SOS Gyermekfalvak,Berényi Károly Krisztián,39718
124400475625760,Horváth Bertold független polgármesterjelölt,Horváth Bertold József,39527
2875100582630649,30 éve szabadon,Közép- és Kelet-európai Történelem és Társadalom Kutatásáért Közalapítvány,39274
490030231058740,444,These ads ran without a disclaimer,39027
278992483155,Tordai Bence,Párbeszéd Magyarországért,38391
537817739693723,Brain Bar,Brain Bar,38124
212126705625642,Kocsis-Cake Olivio,Párbeszéd Magyarországért,37820
490006464353222,Dr. Lukács László György,Országgyűlés Hivatala Jobbik Frakció,37593
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara - NAK,37560
1702860229832138,Szigetszentmiklós város hivatalos oldala,Szigetszentmiklós város hivatalos oldala,37461
302852170136932,Bán Norbert,Jobbik Magyarországért Mozgalom,37382
2158405567819066,Fülöp Attila,These ads ran without a disclaimer,37322
149035118614177,Magyar Nemzeti Bank,These ads ran without a disclaimer,37301
363689640845908,"Mánya Zsolt, Önkormányzati Képviselő",Mánya Zsolt,37272
101834121646723,Kiss Balázs Imre,Kiss Balázs Imre,37003
103178591060867,Király Gábor Nagykovácsi képviselőjelölt,These ads ran without a disclaimer,36595
192540677451041,Gyémánt Út Buddhista Közösség,These ads ran without a disclaimer,36508
206519396034626,agrotrend.hu,Agrotrend Média Kft.,36492
141814862522641,Magyar Menedék,These ads ran without a disclaimer,36406
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,36310
103239714407730,Karácsony Ádám,Karácsony János Ádám,35747
109023280756491,Írdalá.hu,Nest Communications,35346
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,35028
354714318010652,Pogácsás Tibor,Pogácsás Tibor János,34494
111950033611721,Zöld népszavazás 2020,LMP - Lehet Más a Politika,34446
644188765772236,Löfler Dávid,Löfler Dávid,34175
887921287887805,Király Nóra,These ads ran without a disclaimer,34042
304242809601186,BP Shop,BP Shop,33873
114236027094531,Szedlák Attila,Szedlák Attila,33704
554566311285605,Első világháború,Első világháború,33680
302852170136932,Bán Norbert,These ads ran without a disclaimer,33546
