Page ID,Page Name,Disclaimer,Amount Spent (HUF)
120370174702378,Magyarország Kormánya,Magyarország Kormánya,14384341
664749840618152,Veres Pál,Függetlenek a Szinva Városáért Egyesület,12340656
9844779306,Fidesz,Fidesz,5759211
227990271950152,Koncz Zsófia,Koncz Zsófia,5243574
113132560042939,Alakszai Zoltán,Alakszai Zoltán,5032579
101132471267061,EzaLényeg.hu - Miskolc,EzaLényeg.hu,4465813
136489826373485,MINap Online l miskolci hírforrás,Miskolci Kommunikációs Nonprofit Kft.,3381419
178362315106,European Parliament,European Parliament,3182987
109637397268775,Nyugati Pályán,Splendidea Communications Kft,2523387
100401808007704,EzaLényeg.hu,EzaLényeg.hu,2143242
111194957256687,EzaLényeg.hu - Tiszaújváros,EzaLényeg.hu,2048971
287770891404,Jobbik Magyarországért Mozgalom,Országgyűlés Hivatala Jobbik Frakció,1895127
664749840618152,Veres Pál,These ads ran without a disclaimer,1862122
287770891404,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,1769217
1880809845328535,Dobrev Klára,DK Delegation of the Progressive Alliance of Socialists & Democrats in the European Parliament,1636012
592204747588011,Momentum Mozgalom,Momentum Mozgalom,1559086
110313197104744,Szabad Városok,Mindenki Budapestért Egyesület,1498365
115388925185513,Magyar Szocialista Párt,MSZP,1316792
781150971947219,Jakab Péter,Országgyűlés Hivatala Jobbik Frakció,1282878
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,1276830
280629919516454,Velünk a Város,Velünk a Város Lokálpatrióta Egyesület,1029171
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,992361
107898832590939,European Commission,European Commission,873870
325939024967025,1 PERC Miskolc,Miskolci Kommunikációs Nonprofit Kft.,836158
264517713636590,PestiSracok.hu,PestiSrácok.hu,830787
893935307435660,Bíró László,Bíró László,817407
326763130286,Borsod Online,Borsod Online,787324
1880809845328535,Dobrev Klára,Demokratikus Koalíció,703952
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,682704
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,682354
781030738624077,Gyöngyösi Márton,Gyöngyösi Márton,674516
483552231772101,Kriza Ákos,Kriza Ákos,623000
248172631940,Mandiner,Mandiner,593485
47198507012,LMP - Magyarország Zöld Pártja,LMP - Lehet Más a Politika,555986
326635018181862,Magyar Nemzet,Magyar Nemzet,554538
112214777204963,Tóth Ádám,Igen Szolidaritás,543304
208726209161904,Z. Kárpát Dániel,Országgyűlés Hivatala Jobbik Frakció,442545
230385242742,KDNP és Frakciója,KDNP frakció,422267
100299381703981,Pesti TV,PestiTV,412446
103902721368423,Drót.info,Drót.info,408646
277815522269442,IKSZ Miskolc,Ifjúsági Kereszténydemokrata Szövetség – Miskolc Városi Szervezete,388379
102201557828084,Bazin Levente,Bazin Levente,354912
202099276507678,24.hu,24.hu,350468
122702771108697,Magyar Hírlap,Magyar Hírlap Kiadói Kft.,344822
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,334995
510019792386607,Emberi Erőforrások Minisztériuma,Emberi Erőforrások Minisztériuma,334430
164061553749320,Nemzeti Televízió,Alfahír Hírportál,327904
438674070213065,Magyar Állampapír,Magyar Állampapír,323207
484474498993070,Eke István ÓZDI Programok,Sárosi-Kernya Izabella,316371
1425221564382928,Varga László,Varga László,314985
149061108240,Kocsis Máté,Kocsis Máté,314157
44847086574,Amnesty International Magyarország,Amnesty International,293312
1370610756389472,Tőzsdeikereskedés.hu,Tőzsdeikereskedés.hu Kft,290960
294815374340858,Donáth Anna,Donáth Anna - Momentum,289980
