Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
185797021504760,Kokoomus Jyväskylässä,Kokoomus Jyväskylässä,1322,35
126626144024824,Kuntaliitto - Kommunförbundet,Kuntaliitto,1317,16
189362187761641,Allianssi,Allianssi,1308,64
380793272085420,SDP Kuopio,SDP Kuopio,1300,29
249996288346690,Elite Alfred Berg,These ads ran without a disclaimer,1298,28
1964589417153542,Miikka-Markus,Leskinen Miikka-Markus,1295,11
73631194779,Viite - Tieteen ja teknologian vihreät,Viite - Tieteen ja teknologian vihreät,1294,21
194897307433,Oikeutta eläimille,Oikeutta eläimille,1294,8
208204825861892,Moderat Samling för Åland,Annette Holmberg-Jansson,1284,37
993610757425045,Mikko Kiesiläinen,These ads ran without a disclaimer,1280,3
1201709293325428,Jaana Ylitalo,Jaana Ylitalon eurovaalitukiryhmä,1280,25
276456079047756,Uudenmaan Vihreät,Oskari Sundström,1274,32
222702171440856,Atte Harjanne,Harjanne Atte Erik,1268,64
143817382342196,Helsingin Vihreät Nuoret,Helsingin Vihreät Nuoret ry,1268,33
342203589167219,"Petri Ovaska, kaupunginvaltuutettu, Järvenpää",Petri Ovaska,1265,209
445988248775782,Simo Grönroos,Gronroos Simo Juhani,1263,15
343089085765596,Nils Torvalds,Nils Torvalds,1263,29
121263927955067,Åländsk Center,Åländsk Center r.f.,1257,64
212257028078,Toisenlainen Lahja,Toisenlainen Lahja,1249,46
273737158343,Seta,Seta,1236,38
582690625407503,nopeet.fi,These ads ran without a disclaimer,1216,1
7180412111,HS – Helsingin Sanomat,These ads ran without a disclaimer,1211,36
271311152007,Plan International Suomi,These ads ran without a disclaimer,1210,18
1569715913292949,Susanna Kisner,Susanna Kisnerin tukiryhmä,1205,13
150370318339649,Eeva Kärkkäinen,Eeva Kärkkäinen,1188,81
364635700968341,Sami Säynevirta,SAYNEVIRTA SAMI-PEKKA,1185,2
109534497204474,S-Apteekki,S-ryhmä,1179,6
1701847076724726,"Opetus- ja koulutusalan ammattilainen, vahva vaikuttaja. Mika-Erik Walls.",Mika-Erik Walls,1173,11
345895801426,Finska Missionssällskapet,Finska Missionssällskapet,1166,118
410045932385582,Anna Mäkipää,Mäkipää Anna Marjatta,1162,16
338424506210174,Akseli Erkkilä - Aksu politiikassa,Akseli Erkkilä,1160,50
1719052128421999,Mikko Laakso,Laakso Mikko Matias,1149,42
1616917925281689,Otso Kivimäki,These ads ran without a disclaimer,1147,1
126626144024824,Kuntaliitto - Kommunförbundet,Selina Sassila,1142,6
221819714861099,Ole's,Ole's Fast Food,1120,62
107411124011805,Citymaalaiset,Mesenaatti.me,1110,37
2197170560364015,Kirsi-Kaisa Sinisalo,These ads ran without a disclaimer,1101,5
773492619380543,Kai Mykkänen,Kai Mykkänen,1098,37
608420329206042,Vantaan Kokoomus,Vantaan Kokoomus ry,1085,12
201647537374497,Mikko Ohela,Mikko Ohela,1085,19
180273268847212,Savo-Karjalan Kokoomus,Savo-Karjalan Kokoomus,1085,25
380462231997295,K-Supermarket,These ads ran without a disclaimer,1078,5
114243173290605,Turun ilmastojoukkue,Turun ilmastojoukkue,1071,8
2313503042310251,Jukka Linna,Jukka Linnan tukiyhdistys,1070,8
247410845719596,Stina Wahlsten,Wahlsten Stina Sofia,1066,15
1381042385477742,Obunden Samling,Obunden Samling på Åland r.f,1049,20
586576894800327,TEKin Nuoret,TEKin Nuoret,1047,36
221292842061953,Love my country,These ads ran without a disclaimer,1029,375
290501338278566,Anton Nilsson,Betalt av stödföreningen för Anton Nilsson,1026,44
109030124180046,Koura.fi,These ads ran without a disclaimer,1024,1
1953359384974745,Mielenterveyspooli,Mielenterveyspooli,1021,16
151086361568628,Duunitori,These ads ran without a disclaimer,1021,7
266912807301110,Petra Schulze Steinen,Schulze-Steinen Petra Elina Marjatta,1017,49
224910960981532,Kuntalehti,Kuntalehti,1016,9
302941236400380,Pakolaisneuvonta ry - Refugee Advice Centre,Pakolaisneuvonta ry,1012,40
922311201130062,Miapetra Kumpula-Natri,"European parliament, S&D-Group Finnish Delegation / Miapetra Kumpula-Natri",1011,4
2213255162086138,Riia Järvenpää,Riia Järvenpää,1007,50
355293015559347,Perussuomalaiset Etelä-Pohjanmaan piiri ry,Lauri Karppi,1006,12
619118744885450,Lauri Kaira,Lauri Kaira,1004,29
106745452698752,Radio Dei,Radio Dei,1003,25
922311201130062,Miapetra Kumpula-Natri,These ads ran without a disclaimer,1002,9
116940668479201,Heidi Hautala,Heidi Hautala,1002,54
371635287025743,Poliitikko Sami Yli-Rahnasto,Pohjanmaan Kokoomus ry,1000,3
121770557880568,Fennovoima,Virta Helsinki,1000,1
533381293400918,Thermia Lämpöpumput,These ads ran without a disclaimer,1000,1
100504890036389,Suomen kirjastoseura,Suomen kirjastoseura,1000,10
1602354766564898,Työehtoshoppailu,These ads ran without a disclaimer,1000,1
281523996677,Suomen Yrittäjät,These ads ran without a disclaimer,992,2
313219601021,Image,These ads ran without a disclaimer,992,1
1779172592405294,Yannick Lahti,Lahti Yannick Duncan Olavi,992,12
292971488047613,Vihreämpi planeetta,These ads ran without a disclaimer,991,17
679213362164973,Terra Cognita,Pietilainen Juha Kullervo,964,41
115751458577078,Anna Sirkiä,Anna Sirkiä,950,91
229433767936563,Lääkärit Ilman Rajoja,These ads ran without a disclaimer,939,1
205605269911704,Simon Granroth,Simon Granroth,938,54
216252411829518,Ari Wigelius,Ari Wigelius,931,23
166138101712022,Jari Vaalajoki Kuntavaaliehdokas 2021,Jari Vaalajoki,928,16
131394130277041,"System Freight, Inc.",These ads ran without a disclaimer,910,1
136656729733568,YIT Suomi,YIT Suomi,910,13
124896344209125,Kustannusosakeyhtiö Otava,These ads ran without a disclaimer,910,6
221851144497973,Porvoon Vihreät,Mika Varpio,909,21
145265965535213,Silja Borgarsdóttir Sandelin,Svenska folkpartiet i Finland - RKP,904,16
271861342932809,Dani Niskanen,Dani Niskanen,893,21
486402124878432,Helsingin Keskustanaiset,Laura Tolkkinen,892,6
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,887,10
122469187857284,Otto Meri,Otto Meri,887,28
169259633096409,Saariston Kaivonporaus I Skärgårdens Brunnsborrning,These ads ran without a disclaimer,886,2
479728068763468,Lahden Kokoomus,Lahden Kokoomus,877,33
203197030603239,8 Billion Trees,These ads ran without a disclaimer,875,29
121513551305779,FDUV,FDUV,874,50
174819292560785,Finlands svenska socialdemokrater - FSD,Finlands svenska socialdemokrater,872,42
370901253347,SOS-Lapsikylä,These ads ran without a disclaimer,864,8
208161109199484,Sadankomitea,Sadankomitea,861,8
172659206933,Svensk Ungdom - RKP-nuoret,Svensk Ungdom - RKP-nuoret,859,29
187533664613953,Ammattiliitto Pro,Ammattiliitto Pro,855,2
133067280099805,Baltic Sea Action Group,Baltic Sea Action Group,853,31
167964469897115,Suomen Ekonomit - Finlands Ekonomer,Suomen Ekonomit - Finlands Ekonomer,853,82
896155923814442,Elisa Gebhard,Elisa Gebhard,851,14
145401631365,SSAB,SSAB,850,3
307644883139,Keski-Suomen Keskusta,Keski-Suomen Keskusta,849,12
144821005614879,SFP i Nyland - RKP Uusimaa,Svenska folkpartiet i Nyland,845,41
36143771015,Calvin Klein,These ads ran without a disclaimer,843,2
108802189156584,Kyrkans Utlandshjälp,Kirkon Ulkomaanapu,838,24
729627343834501,Kialo,These ads ran without a disclaimer,830,313
1380023342235751,Janika Takatalo,Takatalo Janika Emmi Kristiina,820,31
204843542888775,Tampereen Vihreät,Tampereen Vihreät,818,74
186519195132281,Svenska Kvinnoförbundet i Sörnäs,Svenska Kvinnoförbundet i Sörnäs,811,56
285083938272584,Henrik Vuornos,Henrik Vuornos,809,22
181926121838325,Silvia Modig,These ads ran without a disclaimer,806,2
496691144178113,Lentovero Suomeen - Kansalaisaloite,These ads ran without a disclaimer,802,6
1605405449505136,Pauli Kiuru,Pauli Antero Kiuru,798,26
419858044714219,UKKO.fi,These ads ran without a disclaimer,794,1
115003815188638,HYAL,Roosa Kiiskilä,790,6
104546881024164,welluhamalainen,These ads ran without a disclaimer,790,7
271976800087258,Kieltolaki kumoon 2020,Suomen Kannabisyhdistys SKY ry,790,28
208619589270223,Nextory,These ads ran without a disclaimer,788,1
255097357943710,Tommi Mäki,Tommi Mäki,783,10
18919657783,Piraattipuolue,Piraattipuolue,780,4
286521901512868,Mikael Ropo,Ropo Mikael Leo Olavi,772,14
246435052396654,Feministinen puolue,Feministinen puolue,764,18
696021337144506,Mai Kivelä,Vasemmistoliiton eduskuntaryhmä,760,15
