"","x"
"5901","181031342395"
"5902","1810382922359585"
"5903","181058692757308"
"5904","1810675295919526"
"5905","181106108341"
"5906","181134666123439"
"5907","1811496865740516"
"5908","181152005947244"
"5909","1812249139094166"
"5910","1812336472182558"
"5911","181258078593934"
"5912","1812773342274486"
"5913","181281155612789"
"5914","181301191903126"
"5915","181375448581167"
"5916","181419098546246"
"5917","1814538581910749"
"5918","181486545375086"
"5919","181495788566504"
"5920","181507551866544"
"5921","1815509312018940"
"5922","1815604385432007"
"5923","181572105511783"
"5924","181649105761326"
"5925","1816589552003891"
"5926","1816645405314465"
"5927","181671561843670"
"5928","181697158534589"
"5929","181731341875035"
"5930","1817907038262002"
"5931","1818117818403890"
"5932","1818344011729113"
"5933","181856312265589"
"5934","181875741858432"
"5935","1819099895078637"
"5936","181934788601360"
"5937","1819425944973592"
"5938","181975318662681"
"5939","181984795173270"
"5940","1820081314962590"
"5941","182020622439174"
"5942","1820225841537128"
"5943","1820755878161766"
"5944","182076271831265"
"5945","182150885178243"
"5946","182166295552154"
"5947","182169668555722"
"5948","182204635125220"
"5949","1822569721291102"
"5950","182292369171741"
"5951","1822924664587917"
"5952","182334209061786"
"5953","182361448472601"
"5954","1824030487608162"
"5955","1824143601175874"
"5956","1824305601228429"
"5957","1824493401133190"
"5958","1825058021074039"
"5959","182527641885050"
"5960","182547951869517"
"5961","182580792863"
"5962","182588003457"
"5963","182595121869724"
"5964","1826012814160716"
"5965","182610765125197"
"5966","1827521430797186"
"5967","182797475074265"
"5968","182901465819365"
"5969","1829084614030388"
"5970","182914008446995"
"5971","1829725353928210"
"5972","182992248738147"
"5973","183009855056792"
"5974","183019125106776"
"5975","183031871858967"
"5976","183057491849178"
"5977","1830591737192332"
"5978","1830779073678772"
"5979","1830857323685198"
"5980","183087692172986"
"5981","183088062341632"
"5982","1831352797151874"
"5983","183142558400276"
"5984","183148710560"
"5985","183160728395595"
"5986","183174515027839"
"5987","183229488777389"
"5988","183239791815850"
"5989","1832404216799553"
"5990","1832468857072158"
"5991","183306471710137"
"5992","183312979158588"
"5993","1833156153628376"
"5994","183323781717322"
"5995","1833317433639258"
"5996","183335719038547"
"5997","183372748341662"
"5998","1834138080133957"
"5999","183421781700178"
"6000","183428138440391"
"6001","183454358333460"
"6002","1834548586875556"
"6003","1834557536829236"
"6004","1835016483424608"
"6005","1835241440058461"
"6006","183538275059926"
"6007","183575085437327"
"6008","1835947569789247"
"6009","183606805337609"
"6010","183607788350923"
"6011","1836437523049040"
"6012","1836494733099371"
"6013","183702711674959"
"6014","1837032266538257"
"6015","1837111936610064"
"6016","183728085015968"
"6017","1837359113195387"
"6018","1837372286577972"
"6019","183814781639846"
"6020","1838153449837012"
"6021","183826048364143"
"6022","1838315949778776"
"6023","1838439776484068"
"6024","1838954599722440"
"6025","183897515897176"
"6026","183900828466583"
"6027","1839476629666269"
"6028","1839699079632581"
"6029","183972195145117"
"6030","1840556626160902"
"6031","184083092114674"
"6032","1841762536142249"
"6033","1841876106118515"
"6034","184230034946078"
"6035","184270554952699"
"6036","184271430510"
"6037","1843056589285625"
"6038","184344858251677"
"6039","184347308564575"
"6040","184397788245817"
"6041","1844042729157346"
"6042","184436841621919"
"6043","1844392342447692"
"6044","184448072867"
"6045","184486438264739"
"6046","184509255778068"
"6047","184527058316756"
"6048","184553828329504"
"6049","184572898287456"
"6050","184578968224406"
"6051","184599104954184"
"6052","1846213072090343"
"6053","1846526838930401"
"6054","184664558240859"
"6055","184678664880473"
"6056","184684811578171"
"6057","184729025196175"
"6058","1847443202232495"
"6059","184794221552486"
"6060","184802211552618"
"6061","1848264642083328"
"6062","1848405342069508"
"6063","1848473425410239"
"6064","1848478805375701"
"6065","184859028939496"
"6066","184875658369652"
"6067","1848769768505779"
"6068","1848812961865003"
"6069","184940138213799"
"6070","1849705328628205"
"6071","185015221854196"
"6072","185070192443461"
"6073","185088338177066"
"6074","185149134887824"
"6075","1851504675124369"
"6076","1851986395025715"
"6077","185206870956"
"6078","1852364238326923"
"6079","1852371108323875"
"6080","185240191909267"
"6081","185269004912086"
"6082","1852885741703458"
"6083","185293738722502"
"6084","185315328745757"
"6085","1853195938289658"
"6086","185398898902533"
"6087","185413701557817"
"6088","1854321788195516"
"6089","185529688186850"
"6090","1855469014714115"
"6091","1855822448066968"
"6092","1855884648015115"
"6093","185599342272063"
"6094","185617941574720"
"6095","185625017130"
"6096","1856250761366447"
"6097","1856463364470576"
"6098","185782348196928"
"6099","185797021504760"
"6100","1858078747757980"
"6101","185861342199439"
"6102","1858652611079224"
"6103","185901934916297"
"6104","1859094760996988"
"6105","1859106777692032"
"6106","1859149194322817"
"6107","1859195804406999"
"6108","1859379774289251"
"6109","185984558101189"
"6110","186003558263387"
"6111","1860750360807023"
"6112","1860779764209030"
"6113","1861531027406035"
"6114","1861905404090691"
"6115","186256808072672"
"6116","1862580210628899"
"6117","1862825010596653"
"6118","186370224739032"
"6119","186504638060219"
"6120","1865212320385679"
"6121","1865289526926921"
"6122","1866599903632659"
"6123","186679911355970"
"6124","186699038205479"
"6125","186708568078596"
"6126","186710151668224"
"6127","1867334693363475"
"6128","186806171434094"
"6129","1868362756626224"
"6130","186839224760164"
"6131","186850465279206"
"6132","186872408005812"
"6133","1868848946716900"
"6134","1868943953335518"
"6135","186911408779571"
"6136","186923048606341"
"6137","1869545063129040"
"6138","187015195677"
"6139","187024618004397"
"6140","18706403631"
"6141","187076251316977"
"6142","187079152019"
"6143","1870862933176422"
"6144","1871260176434584"
"6145","187133884725560"
"6146","187149911441714"
"6147","187153735204575"
"6148","187167777995294"
"6149","187170858138979"
"6150","1871714436435338"
"6151","187178991394420"
"6152","1871802986266834"
"6153","1872124619678174"
"6154","1872182416360856"
"6155","187249861469520"
"6156","187284278027767"
"6157","187301974635606"
"6158","187309815219219"
"6159","1873283949575191"
"6160","1873611682874859"
"6161","1874130146169096"
"6162","1874547136091318"
"6163","1874597392775119"
"6164","187480561800014"
"6165","1875339076084407"
"6166","1875388656029532"
"6167","187560732537"
"6168","1875895719316738"
"6169","187622121427045"
"6170","187629381289274"
"6171","187632491860732"
"6172","1876515479043369"
"6173","187659401424993"
"6174","187680621342377"
"6175","1876896252587282"
"6176","187695751257870"
"6177","1877043885916734"
"6178","187730834583161"
"6179","1877326979153198"
"6180","187773349707"
"6181","1877898725861279"
"6182","187802521260791"
"6183","1878060065746368"
"6184","187842774573662"
"6185","1878572905701499"
"6186","187911654579253"
"6187","1879179812327629"
"6188","187958934739375"
"6189","1879815185574670"
"6190","187983344572193"
"6191","1880809845328535"
"6192","188098164660792"
"6193","188133948220294"
"6194","1881598998726029"
"6195","188188564583"
"6196","188206548462781"
"6197","1882130952001961"
"6198","188251765760"
"6199","188253858285109"
"6200","188267364693369"
"6201","188290874515638"
"6202","188353324537315"
"6203","1883647358548240"
"6204","1883934838325520"
"6205","188399727852901"
"6206","1884185928268621"
"6207","188500147828984"
"6208","188533634558159"
"6209","188563151156073"
"6210","188585807940572"
"6211","1886093808339186"
"6212","188629131553629"
"6213","1886581701583318"
"6214","1886668478282018"
"6215","1886728188247639"
"6216","188677294497608"
"6217","188677361503511"
"6218","188689171631113"
"6219","188772471270887"
"6220","188809557823360"
"6221","1888393644784979"
"6222","1888670234740483"
"6223","188887757808410"
"6224","188960694893155"
"6225","1889610857846301"
"6226","1889680157988068"
"6227","188983001161981"
"6228","189006054445407"
"6229","189041825076476"
"6230","1890824571150959"
"6231","189099094575892"
"6232","1891626681100935"
"6233","189169954496226"
"6234","189184071108491"
"6235","189203505849"
"6236","1892098237771732"
"6237","189227684772416"
"6238","189233231683071"
"6239","1892692694210010"
"6240","1893097087626986"
"6241","1893170554041617"
"6242","189318235003"
"6243","1893292664316490"
"6244","1893751207517119"
"6245","189392521850383"
"6246","1894003374059413"
"6247","1894072050898457"
"6248","1894117177585611"
"6249","189437178158253"
"6250","189449641081486"
"6251","1894706267209299"
"6252","1895458617396005"
"6253","1895565677336211"
"6254","1895601153841380"
"6255","189589554241"
"6256","189594715316123"
"6257","189649407806135"
"6258","1896959233917847"
"6259","189699774387238"
"6260","189728378407583"
"6261","189736311810878"
"6262","1897741213777748"
"6263","1897746093803463"
"6264","189810044370879"
"6265","1898353683619274"
"6266","189835675075869"
"6267","1898393940437417"
"6268","189858077869482"
"6269","189886914377536"
"6270","189913087722338"
"6271","1899241520181526"
"6272","190008431345343"
"6273","1900149233627116"
"6274","1900718270217046"
"6275","190124071661"
"6276","190149258023879"
"6277","190177211135791"
"6278","1902003796689263"
"6279","1902326160085328"
"6280","1902963219812351"
"6281","190332814329156"
"6282","190333881738069"
"6283","190351228197909"
"6284","190390824322695"
"6285","1903937963165211"
"6286","1904015986577702"
"6287","190444274351656"
"6288","190468770992227"
"6289","1904714152960290"
"6290","190480751473165"
"6291","1904828859626638"
"6292","1906179006074575"
"6293","1906233176145248"
"6294","1906339949624267"
"6295","190646111623375"
"6296","190666337615636"
"6297","190690801121703"
"6298","1907088782915146"
"6299","190718421131829"
"6300","190784743602"
"6301","1907980712634073"
"6302","190806361344229"
"6303","190847357625773"
"6304","190869220945975"
"6305","1909343072625976"
"6306","1909437202699361"
"6307","190961277588195"
"6308","190973557760414"
"6309","190994184253208"
"6310","191016130947369"
"6311","191022350968802"
"6312","1910300655894009"
"6313","1911220882491847"
"6314","1911257335785088"
"6315","191146808300302"
"6316","1911756872430057"
"6317","1911815419069771"
"6318","191323764269108"
"6319","191350871367589"
"6320","191361291486815"
"6321","1913945328887036"
"6322","191418187713540"
"6323","191469214264090"
"6324","1914863625428136"
"6325","1915198462092768"
"6326","1915378315158342"
"6327","1915742622029921"
"6328","1915883695399311"
"6329","191589898252632"
"6330","1915931768483180"
"6331","1915978755345402"
"6332","191613196327"
"6333","191614021180417"
"6334","1916152138470873"
"6335","1916189258598218"
"6336","191682407602986"
"6337","1916860685242003"
"6338","191718050960155"
"6339","191720240879453"
"6340","1917404281805457"
"6341","1917429285232776"
"6342","1917444738497330"
"6343","191760960857481"
"6344","191784467622752"
"6345","191821774187335"
"6346","1918666811743476"
"6347","191883307265"
"6348","191913264476812"
"6349","1919185338293853"
"6350","192025470988558"
"6351","192130224136065"
"6352","192175524538919"
"6353","192197134141523"
"6354","192215241663863"
"6355","192219420799587"
"6356","192239741217007"
"6357","192242654157261"
"6358","1922560371099297"
"6359","1922596311326861"
"6360","192287262514"
"6361","192306614229596"
"6362","1923381351019119"
"6363","192353471499193"
"6364","192433947586379"
"6365","192464414215000"
"6366","192486164461404"
"6367","1925031694411257"
"6368","192529578205964"
"6369","192535774109301"
"6370","192556687432732"
"6371","192600774817587"
"6372","1926328397619158"
"6373","192644221164187"
"6374","192682790890459"
"6375","192721197883451"
"6376","192748010567"
"6377","192753297535304"
"6378","1927591294169971"
"6379","192810071125549"
"6380","192845391536739"
"6381","192894677394511"
"6382","192914530744779"
"6383","192918874111245"
"6384","192982677379626"
"6385","193035580892638"
"6386","19308292644"
"6387","193095440720666"
"6388","1931006000456181"
"6389","1931671487153408"
"6390","193178474048113"
"6391","1932360043643424"
"6392","193258414360612"
"6393","1933361683443372"
"6394","193369344040295"
"6395","193376490803871"
"6396","193386147348471"
"6397","1934052153566297"
"6398","193483830745465"
"6399","1934889676631071"
"6400","193491577354127"
"6401","193513477484532"
"6402","1935310329931736"
"6403","1936064466522366"
"6404","193618398034790"
"6405","1936388216579939"
"6406","193646840796486"
"6407","193685824017072"
"6408","193697200816659"
"6409","193718334685636"
"6410","193727651472378"
"6411","1937666046354856"
"6412","193780948614"
"6413","193786177783471"
"6414","193794443967630"
"6415","1938227916493308"
"6416","193841858161410"
"6417","193842528169070"
"6418","193903770811473"
"6419","193912080650892"
"6420","193926884785732"
"6421","193944157325672"
"6422","193966048255"
"6423","193974016418"
"6424","194000947338249"
"6425","1940244629520891"
"6426","1940809815965315"
"6427","1941215816193846"
"6428","194127287315237"
"6429","194161494007049"
"6430","1941724855949032"
"6431","1942492232464096"
"6432","1942526876058600"
"6433","1942661685969767"
"6434","194275744507966"
"6435","194278021265803"
"6436","1943329949053515"
"6437","1943402032590802"
"6438","1943453472332452"
"6439","194381091320551"
"6440","1944644765749384"
"6441","194483743943600"
"6442","194492860624178"
"6443","1944963112400041"
"6444","1945277729020140"
"6445","1945383395767575"
"6446","194567240561093"
"6447","194580740596001"
"6448","194593423966954"
"6449","194597037226855"
"6450","194628821410407"
"6451","194632287248942"
"6452","1946785058906928"
"6453","1947043785546214"
"6454","1947331345579132"
"6455","1947426878644256"
"6456","194750987330658"
"6457","194832771045182"
"6458","1948663368679410"
"6459","194890783961893"
"6460","1948972958650578"
"6461","194900680538033"
"6462","194900893890599"
"6463","194931690716750"
"6464","194951997194401"
"6465","194952153988659"
"6466","1949772248646769"
"6467","195096520662445"
"6468","195125620130"
"6469","195129663843277"
"6470","1951376141547799"
"6471","195137827175331"
"6472","195153023994955"
"6473","195167483827045"
"6474","195171834000386"
"6475","195201140555831"
"6476","195311520659423"
"6477","195323473984637"
"6478","195326237145660"
"6479","1953646181533113"
"6480","1953664281530381"
"6481","1953958664821128"
"6482","195400413904081"
"6483","195440617250300"
"6484","195464643811505"
"6485","195471437772879"
"6486","1954784601310822"
"6487","1954832737925181"
"6488","1955680077891740"
"6489","195589923029"
"6490","195591623850531"
"6491","195594843916366"
"6492","195611320891349"
"6493","195621950482248"
"6494","1956398238015892"
"6495","195643057135775"
"6496","195645871059826"
"6497","195695973782654"
"6498","195723743804480"
"6499","1957282714400331"
"6500","195743673788515"
"6501","195754828009869"
"6502","195802580983"
"6503","1958047084276801"
"6504","1958050034474947"
"6505","195825930587350"
"6506","195868077126183"
"6507","1959464527664958"
"6508","195966777204752"
"6509","195992124283420"
"6510","196013980571159"
"6511","196038960408258"
"6512","196071243914443"
"6513","196114277078358"
"6514","196122467099803"
"6515","1961722030715955"
"6516","196218843725115"
"6517","196225687394161"
"6518","1962774523816749"
"6519","196279137437005"
"6520","196419123885680"
"6521","1964825597125304"
"6522","196532870398785"
"6523","1965732067047911"
"6524","1966531900242249"
"6525","196662360356014"
"6526","196690444288873"
"6527","1967379876863917"
"6528","196754514602461"
"6529","196803203676047"
"6530","1968364436722786"
"6531","1968677063388813"
"6532","196884660351940"
"6533","196999950359158"
"6534","197010651097652"
"6535","1970563269843875"
"6536","197114524058937"
"6537","197140983968020"
"6538","197172567783938"
"6539","197214344323855"
"6540","197238087060916"
"6541","197240740326073"
"6542","197241540388961"
"6543","197280420419016"
"6544","1972921123021023"
"6545","197299630385490"
"6546","197386423639978"
"6547","197400013689553"
"6548","197400387278804"
"6549","1974149742632356"
"6550","197451906960613"
"6551","1975096242717190"
"6552","197515056951719"
"6553","197564630357339"
"6554","197570910423217"
"6555","1975738806067717"
"6556","197625717055207"
"6557","197654703587392"
"6558","197677003596231"
"6559","1976869432622950"
"6560","1977234279243101"
"6561","1977684662509834"
"6562","197796830709210"
"6563","197836543703444"
"6564","197874087030899"
"6565","197879136895228"
"6566","1978820102397741"
"6567","197901646910079"
"6568","1979242955699450"
"6569","197943820592"
"6570","197976517202228"
"6571","198004843626128"
"6572","198005423553264"
"6573","198132343554248"
"6574","1981413125300632"
"6575","1981456161950491"
"6576","198153973855357"
"6577","198163037729"
"6578","198169106878872"
"6579","1981819878499051"
"6580","198192480292389"
"6581","198198820328526"
"6582","1982729135357271"
"6583","198278953686636"
"6584","1983112078628179"
"6585","1983481828559338"
"6586","1983509825309480"
"6587","198425127523206"
"6588","198427917474644"
"6589","1984383108452188"
"6590","1984417311801353"
"6591","1984615018425022"
"6592","198526414243848"
"6593","198546656989840"
"6594","198547346848470"
"6595","198550320919210"
"6596","198650703984891"
"6597","198663860774482"
"6598","198670324001456"
"6599","1987024588212608"
"6600","198707160186977"
"6601","1987363021479308"
"6602","1987380828229661"
"6603","198795421186"
"6604","198800640134232"
"6605","1988396728052020"
"6606","198847140155370"
"6607","198852450229768"
"6608","198910607301442"
"6609","1989124054729948"
"6610","198988713464683"
"6611","1990096004378287"
"6612","199026683604473"
"6613","199068893459951"
"6614","199108670575850"
"6615","199117746797456"
"6616","199121803446165"
"6617","1992016361080933"
"6618","1992023657767048"
"6619","1992543104404776"
"6620","1993045977441166"
"6621","199323193599958"
"6622","199340240080632"
"6623","1993685137318931"
"6624","199385600271549"
"6625","199388596882331"
"6626","199454533421031"
"6627","199469123524044"
"6628","199495633449965"
"6629","199517326737409"
"6630","199547190462787"
"6631","199576223389250"
"6632","199582526743398"
"6633","1995851374019790"
"6634","199635566715473"
"6635","199674550052349"
"6636","1997029157239246"
"6637","1997138107214988"
"6638","199906987107936"
"6639","1999856006933422"
"6640","2000302703605542"
"6641","200072527422410"
"6642","200100613443101"
"6643","200180636703660"
"6644","200214566704189"
"6645","200259103326168"
"6646","200404253354944"
"6647","2004326016372963"
"6648","2004335836538851"
"6649","2004551969787756"
"6650","2004798662876653"
"6651","2005337006200509"
"6652","200547566687232"
"6653","200552246786270"
"6654","200562296772721"
"6655","2006213819625580"
"6656","2006803969624108"
"6657","2007845056108991"
"6658","200787523762475"
"6659","200841259975587"
"6660","200855900382059"
"6661","200859259953900"
"6662","200874863393640"
"6663","200875150700863"
"6664","2009282535782383"
"6665","2009307932666872"
"6666","2009347979135225"
"6667","200960876926602"
"6668","200968703843133"
"6669","2009766875990183"
"6670","200983887194604"
"6671","201008373872939"
"6672","201038019909057"
"6673","201062346571837"
"6674","201072006762339"
"6675","2011587152392668"
"6676","2012049255760565"
"6677","201208383275505"
"6678","201221410632375"
"6679","201228493267718"
"6680","201237489904099"
"6681","201241879912904"
"6682","2012567329069330"
"6683","2012732799023622"
"6684","201285237101"
"6685","2012854168991855"
"6686","201302577461164"
"6687","201305456727472"
"6688","2013809572190708"
"6689","201456227407411"
"6690","201474463300623"
"6691","2014752271869735"
"6692","2014989048767105"
"6693","2015143745218551"
"6694","201565886595078"
"6695","201635673191504"
"6696","201659616523774"
"6697","201670439877862"
"6698","2016722108377538"
"6699","201702346508598"
"6700","2017306185242075"
"6701","201799393231080"
"6702","201821126683232"
"6703","2018408465106868"
"6704","201843003179416"
"6705","201917939829182"
"6706","2019241558342469"
"6707","201951136994785"
"6708","201965753220124"
"6709","2019824568310635"
"6710","202007559994993"
"6711","2020300844933384"
"6712","202049420303591"
"6713","202078200571682"
"6714","2020941188018481"
"6715","202200643131201"
"6716","202215676478081"
"6717","202279779927147"
"6718","2022868144593694"
"6719","2023045797822859"
"6720","202306659916912"
"6721","202332473168032"
"6722","202360056491831"
"6723","2024009567642042"
"6724","202465626630184"
"6725","202480273271379"
"6726","2025157794459531"
"6727","202559323118687"
"6728","202647890370937"
"6729","2026492367623580"
"6730","202689703243183"
"6731","202710680666491"
"6732","202711963650198"
"6733","2027225030893382"
"6734","202727753244884"
"6735","2027289487577534"
"6736","2027792554139327"
"6737","202808563160953"
"6738","2028696560493421"
"6739","202891703059373"
"6740","203028989813487"
"6741","203137776705262"
"6742","203213259734305"
"6743","203215823944560"
"6744","2032306920395020"
"6745","2032480860385109"
"6746","2032834493625690"
"6747","203346419729099"
"6748","203376289687169"
"6749","2033996366669515"
"6750","203410246499309"
"6751","203456916453291"
"6752","2035121329878292"
"6753","2035279023418488"
"6754","2035595066727076"
"6755","2035768390045611"
"6756","203656876327158"
"6757","2036737199757305"
"6758","203733280310341"
"6759","203735820417737"
"6760","2037467113221818"
"6761","2037545889655626"
"6762","203779046430001"
"6763","2037934426510909"
"6764","2038455746447332"
"6765","2038937993022871"
"6766","203903005659"
"6767","2039840899643273"
"6768","2039874556267195"
"6769","2041323589499437"
"6770","204155906325167"
"6771","204193113451442"
"6772","204204200455089"
"6773","204261220053348"
"6774","204303396277570"
"6775","204348646367759"
"6776","204353856727191"
"6777","2044139659160741"
"6778","204428466692549"
"6779","204499386768343"
"6780","204519512935115"
"6781","204520383060483"
"6782","204533940338603"
"6783","204544519567598"
"6784","204593426953125"
"6785","204603322929614"
"6786","204627056686153"
"6787","204679676240646"
"6788","2047620422187396"
"6789","2048212655411103"
"6790","204903883423715"
"6791","204909683004506"
"6792","2049581168631299"
"6793","204991062870952"
"6794","205032482983580"
"6795","2051121415107568"
"6796","205155029528329"
"6797","205157066293204"
"6798","2051786408399126"
"6799","2051860635076941"
"6800","2051952048363809"
"6801","205229929520444"
"6802","205238761390"
"6803","205293582984947"
"6804","205297896186688"
"6805","205302886617041"
"6806","205311826175998"
"6807","2053330071620476"
"6808","205352159506614"
"6809","205367262946566"
"6810","205409269649413"
"6811","2054363324831130"
"6812","205459962904310"
"6813","2054973768128327"
"6814","2055012581198578"
"6815","2055032824723695"
"6816","205535393522740"
"6817","205561226289494"
"6818","205577346149086"
"6819","205592606595590"
"6820","205614449484043"
"6821","2056235971275620"
"6822","205638336210232"
"6823","2056410184595731"
"6824","2056437791262195"
"6825","205695749528108"
"6826","2058319024425386"
"6827","206019132847578"
"6828","206045673805"
"6829","2060602467532601"
"6830","206087686074480"
"6831","206126972871515"
"6832","206137046066509"
"6833","2061450120759796"
"6834","206179089486382"
"6835","2061843587234288"
"6836","2062142307347631"
"6837","206219059529454"
"6838","2062357400451089"
"6839","206253293473587"
"6840","206272136056236"
"6841","206273962768960"
"6842","206277526054703"
"6843","206278649390158"
"6844","206301779450460"
"6845","206330242897851"
"6846","2063315587268902"
"6847","206375486064212"
"6848","2064443830527432"
"6849","206465909483677"
"6850","2064873257140796"
"6851","206508709757318"
"6852","2065206920253892"
"6853","2065555670386974"
"6854","206608846190450"
"6855","206627416208075"
"6856","2066312026721153"
"6857","206659699384128"
"6858","206661369804850"
"6859","20672124724"
"6860","2067372676811442"
"6861","206767392695378"
"6862","2067935513465145"
"6863","206839806814390"
"6864","2068665743169502"
"6865","206866712830769"
"6866","206883332848669"
"6867","2068967256530732"
"6868","206900322845502"
"6869","206932742776182"
"6870","206951179690638"
"6871","2070693833256539"
"6872","2071183673144991"
"6873","207244189859225"
"6874","207255636351408"
"6875","2072746579616283"
"6876","2072762749518261"
"6877","207289726707929"
"6878","207304859711417"
"6879","207328712629880"
"6880","2073683812867461"
"6881","207541725927600"
"6882","207617922690396"
"6883","2076250085722964"
"6884","207647309859439"
"6885","207650279399445"
"6886","2076636719240641"
"6887","207694293332012"
"6888","207696576276477"
"6889","2077360242338624"
"6890","2077524885664207"
"6891","207769509262396"
"6892","2078090792501787"
"6893","207867859816558"
"6894","2078696619076584"
"6895","207886086332140"
"6896","2079108209084791"
"6897","207929195897857"
"6898","2079502855459920"
"6899","208002159266702"
"6900","2080109865342861"
"6901","208020512703248"
"6902","208032132579030"
"6903","2080496382236240"
"6904","208091765974091"
"6905","2081882595470333"
"6906","208205002707129"
"6907","2082055375406085"
"6908","2082246565352655"
"6909","2082388708489643"
"6910","2083664801898966"
"6911","208377339290284"
"6912","208417569188397"
"6913","2084228538503931"
"6914","2084423725010958"
"6915","208455526258094"
"6916","208467529189844"
"6917","208503306397121"
"6918","208569592634691"
"6919","208574229265120"
"6920","208578955894331"
"6921","208677649150702"
"6922","208694883781"
"6923","208726209161904"
"6924","208785369599414"
"6925","208794348065"
"6926","208799152545268"
"6927","208813363072067"
"6928","208847039653490"
"6929","2088717321344619"
"6930","208913539203536"
"6931","208922199262975"
"6932","208930355786005"
"6933","208957479133451"
"6934","208998646119965"
"6935","209101162445115"
"6936","209164742060"
"6937","2092090740833360"
"6938","209329139077369"
"6939","2093327240979918"
"6940","2093436807582434"
"6941","209371689462498"
"6942","209379569250991"
"6943","209399519151264"
"6944","209405245738965"
"6945","2094234617571605"
"6946","209520116401457"
"6947","209554895772118"
"6948","2095662597197606"
"6949","209574169074392"
"6950","209584699504583"
"6951","2096311530614281"
"6952","209648345740233"
"6953","209649669841432"
"6954","209702169581437"
"6955","209794596158414"
"6956","209827375704176"
"6957","2098670583594249"
"6958","209903705689631"
"6959","209923455696930"
"6960","20995300784"
"6961","209971895842485"
"6962","2100020150120805"
"6963","210021235683534"
"6964","210022722438484"
"6965","210058829027050"
"6966","2100810629954267"
"6967","210105039448007"
"6968","210131205692325"
"6969","210144295747664"
"6970","210147442351051"
"6971","2101744433422885"
"6972","2102164976773705"
"6973","210358712896604"
"6974","2104261259827894"
"6975","210443609159892"
"6976","210443762301233"
"6977","210497735816344"
"6978","2105106603056569"
"6979","2105448553065699"
"6980","2105672176227194"
"6981","210570272336539"
"6982","210608365644102"
"6983","210614502420654"
"6984","2106489523012864"
"6985","210711198950238"
"6986","210732179679744"
"6987","210733305754798"
"6988","2107545742605468"
"6989","210778952288250"
"6990","210819049512024"
"6991","2108607469235146"
"6992","2108659169383946"
"6993","210867955597725"
"6994","2110374589052483"
"6995","211089588986612"
"6996","2111099865646129"
"6997","211117561794"
"6998","211162069072873"
"6999","211165632426785"
"7000","211194715558010"
"7001","211236215650546"
"7002","211271818937262"
"7003","2113187985461766"
"7004","2113310662251375"
"7005","211336808931412"
"7006","211409879739775"
"7007","2114707135460275"
"7008","211509522757571"
"7009","211525469016943"
"7010","211550446243515"
"7011","211597865528374"
"7012","211638332512206"
"7013","211650382224609"
"7014","2116607611989383"
"7015","211661062254003"
"7016","2117273744975979"
"7017","2117478935181987"
"7018","2117549375025841"
"7019","211769465593716"
"7020","211772095506604"
"7021","211775979316894"
"7022","2117823355168432"
"7023","211809578866910"
"7024","211812945605382"
"7025","2118608965082575"
"7026","211876139453849"
"7027","211962545510351"
"7028","211966142554381"
"7029","211966485676492"
"7030","211966999713636"
"7031","212051698829743"
"7032","2120959491567230"
"7033","212100439710559"
"7034","2121857298076689"
"7035","212200082218113"
"7036","212208888954693"
"7037","2122508641169736"
"7038","2123165084466010"
"7039","2123715647884111"
"7040","2123879007657024"
"7041","2123937934315946"
"7042","212399412133330"
"7043","2124312394550029"
"7044","212468218793878"
"7045","212499222663118"
"7046","2125138604189213"
"7047","212519728941691"
"7048","212525098812757"
"7049","212528129650187"
"7050","2125485051008857"
"7051","2125577980861018"
"7052","2125792387737602"
"7053","212588722543134"
"7054","2126326927653425"
"7055","212645802197793"
"7056","212723782199316"
"7057","212743882240652"
"7058","2127979580768851"
"7059","2128020000585703"
"7060","212857972213175"
"7061","21289227249"
"7062","212990319049096"
"7063","213052772053328"
"7064","213060275423684"
"7065","213071802089962"
"7066","213081232036397"
"7067","213084412461199"
"7068","213096168901033"
"7069","213148952141497"
"7070","213192373449450"
"7071","213293582024781"
"7072","213350178783127"
"7073","213362252188490"
"7074","2133935566845613"
"7075","213403842353066"
"7076","2134095363490260"
"7077","2134218549996588"
"7078","213456325928364"
"7079","2134865239860116"
"7080","2134938060079461"
"7081","2134985776765069"
"7082","213543555380242"
"7083","213614068752188"
"7084","213646985410775"
"7085","21370539959"
"7086","213736189444398"
"7087","213740078660507"
"7088","213795092445809"
"7089","213801525410214"
"7090","213823012065782"
"7091","2138422243137298"
"7092","213849225325847"
"7093","213860435772596"
"7094","213926568711040"
"7095","213927028776676"
"7096","2139404772972067"
"7097","213990752126671"
"7098","214065808453"
"7099","2140740582905024"
"7100","214090475363617"
"7101","214103642510187"
"7102","2141077652780131"
"7103","214130325805152"
"7104","2141505889506223"
"7105","214309558599122"
"7106","214334656686098"
"7107","214360192090575"
"7108","214383545099"
"7109","214406888691887"
"7110","2144069675709475"
"7111","214506522384353"
"7112","214546961927765"
"7113","214581658752430"
"7114","214605018563667"
"7115","214618428599366"
"7116","21465928829"
"7117","2146682968962892"
"7118","2146787172266673"
"7119","2147072648861316"
"7120","214714535294863"
"7121","2147414425544261"
"7122","214750888704593"
"7123","214757482030935"
"7124","214827221987263"
"7125","2148308895499386"
"7126","2148435555275200"
"7127","214855331954160"
"7128","214870798627736"
"7129","2148775248546904"
"7130","214913251876030"
"7131","2149679741913688"
"7132","214984015362095"
"7133","215019808996356"
"7134","215026815306630"
