Page ID,Page Name,Disclaimer,Amount Spent (DKK)
66224663563,Frank Jensen,Socialdemokratiet - København,7941
108178817716556,GROW Energy,WeMedia ApS,7928
34290022401,Kristeligt Dagblad,Kristeligt Dagblad,7922
1040452189341379,Techfestival.,Techfestival.,7864
113241872062337,Skole og Forældre,Skole og Forældre,7850
289123551568594,JA,JA,7840
190638967645704,Maersk,Mcnab Alex Lawrence,7833
276770505228,Folkekirkens Nødhjælp,These ads ran without a disclaimer,7803
113452100038490,zeeroo.me,Peter Frølund,7784
110342203672164,Surface Project,Surface Project,7773
203197030603239,8 Billion Trees,These ads ran without a disclaimer,7731
1474475802570139,Borgen Late Night,These ads ran without a disclaimer,7643
1351813504859326,GetBarry,These ads ran without a disclaimer,7615
290107361108795,Magistrenes A-kasse,Magistrenes A-kasse,7569
1428729747208113,Helle Sjelle,Helle Sjelle,7567
135081213672482,"Jesper Christensen, borgmester",These ads ran without a disclaimer,7547
454724341400431,Grundfos,Grundfos,7492
106085439854417,Eniig,Eniig,7446
167504053262711,Kvindernes Sidste Arbejdsdag,"Kvindernes Sidste Arbejdsdag by HK, 3F, Teknisk Landsforbund, Socialpædagogerne, Djøf & Dansk Magisterforening",7336
1943329949053515,David Trads,Socialdemokratiet i Egedal kredsen,7271
284571169850,Nyt Europa,Nyt Europa,7253
278077812793440,Den Grønne Studenterbevægelse,Den Grønne Studenterbevægelse,7244
571176036346620,Simple Feast,These ads ran without a disclaimer,7199
1717185705267978,Konservative i København,Københavns Konservative Vælgerforening,7186
159764527386205,VoresMad.dk,Landbrug & Fødevarer,7119
129335303834782,BL - Danmarks Almene Boliger,BL - Danmarks Almene Boliger,7045
314962322593667,Birgitte Bergman,Det Konservative Folkeparti,7000
764212570440726,Sampension,Sampension,6985
366939412915,Din Sundhedsfaglige A-kasse - DSA,Din Sundhedsfaglige A-kasse - DSA,6959
103832601410786,Nissin Cup Noodles Danmark,These ads ran without a disclaimer,6931
210190795661724,Kunsthal Charlottenborg,Kunsthal Charlottenborg,6886
349538089158009,Glad for gris,These ads ran without a disclaimer,6871
102233134700942,"Store Bøffer, Små Hjerter",Thorkild Holmboe-Hay,6786
1492301517467484,Vivi Nør Jacobsen,Jacobsen Vivi Nor,6773
1349784818445006,Jakob Næsager,Jakob Næsager,6760
113158773469624,Pernille Vermund,Nye Borgerlige,6726
202754879788353,Radikal Ungdom,Radikal Ungdom,6719
631199173747090,Arbejdere I Bevægelse - VORES OK20,Arbejdere I Bevægelse - VORES OK20,6678
1017666944935541,Venstre Gladsaxe,Martin Heidemann,6619
350242375125258,Signe Munk,SF,6607
146956228206,Red Barnet Ungdom,These ads ran without a disclaimer,6550
104931383199612,Miljøministeriet,Anders Engrob Nielsen,6528
729627343834501,Kialo,These ads ran without a disclaimer,6507
323782467803321,Carl Valentin,SF,6479
122195264649295,Hans Toft,Hans Toft,6439
829227050750137,Nfavour,N.favour,6430
1343543785659663,Dyrevelfærd i mejeribruget,Dyrevelfærd i mejeribruget,6425
132344416862423,FOA,FOA,6392
298461170736,U.S. Embassy Denmark,U.S. Embassy Denmark,6384
1276964259011715,Kristian Nørgaard Jensen,Jensen Kristian Nørgaard,6375
673183069445618,Trine Torp,SF,6372
162843287205735,Rasmus Jarlov,Rasmus Jarlov,6307
179298815541846,René Danielsson,Danielsson Rene Birk,6298
402750609774750,Biofuel Express,Agdal Martin Sebastian,6286
880444655649267,Rasmus Steenberger - kandidat i København,Steenberger Rasmus Rune,6204
97223458316,Frie,These ads ran without a disclaimer,6191
1570552809858689,Tandlægeforeningen,Tandlægeforeningen,6189
100343001690599,"Niels Peder Ravn, Kandidat for Nye Borgerlige",Niels Peder Ravn,6141
163667717003000,Sundhedsmonitor,These ads ran without a disclaimer,6138
166491727499453,USR Diaspora - Danemarca,Partidul Uniunea Salvati Romania,6126
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,6107
195621950482248,Rosa Lund,Enhedslisten,6101
456176268097215,Gert Løfgren - DF  Spidskandidat til KV21 for Dansk Folkeparti,These ads ran without a disclaimer,6088
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,6076
531761723507375,Kristian Thulesen Dahl,Dansk Folkeparti,6073
190888748203957,Almen modstand - Forsvar beboerdemokratiet,Almen modstand - Forsvar beboerdemokratiet,6072
252460092159583,Bo trygt,These ads ran without a disclaimer,6069
56810821434,HK Privat,HK/Privat,6049
320982581296484,TV 2 PLAY,These ads ran without a disclaimer,6020
