Page ID,Page Name,Disclaimer,Amount Spent (DKK)
465451353467954,Huawei Mobile,These ads ran without a disclaimer,3665
1531094703803625,fakta,These ads ran without a disclaimer,3653
741255806000841,Skatteministeren,Skatteministeriet,3635
30506791782,TV 2 ZULU,These ads ran without a disclaimer,3623
1474030149527395,BullerBox,These ads ran without a disclaimer,3591
139443622778678,Troels Lund Poulsen,Poulsen Troels Lund,3591
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,3579
252460092159583,Bo trygt,Bo trygt,3573
111048607214993,Filip Bekic Bladt,Filip Bekić,3571
713191148820633,Bauta Forsikring,Bauta Forsikring,3562
796368150399958,BDO Danmark,These ads ran without a disclaimer,3541
146955527905,EU Civil Protection & Humanitarian Aid - ECHO,These ads ran without a disclaimer,3518
285722315449568,Mai Villadsen,Enhedslisten,3486
159972227956433,"3F Privat Service, Hotel & Restauration",Thorkild Holmboe-Hay,3477
1500222236906875,LAG MANK,Anders Holmskov,3420
113452100038490,zeeroo.me,Peter Frølund,3412
175437749163141,"Kristian Andersen, KD",These ads ran without a disclaimer,3376
181234082067190,DLA Piper Denmark,DLA Piper Denmark Advokatpartnerselskab,3344
219579671541765,Hospice Forum Danmark,Hospice Forum Danmark,3338
250994288337708,Sex og Samfund,These ads ran without a disclaimer,3324
113682151995658,Venstre i Varde kommune,Lotte Tang,3276
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,3276
1708759209454619,Landbrugsrådgivning Syd,Landbrugsrådgivning Syd,3255
129508520458009,Vejlefjordskolen,These ads ran without a disclaimer,3238
410251262405824,Enhedslisten Haderslev,Friis Rune Robert,3228
335511863690502,Lasse Bork Schmidt - kandidat til ?,Schmidt Lasse Bork,3218
103832601410786,Nissin Cup Noodles Danmark,These ads ran without a disclaimer,3213
