Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
135592520169169,Ühiskonnauuringute Instituut,MTÜ Ühiskonnauuringute Instituut,494,5
392862200823977,Okupatsioonide ja vabaduse muuseum Vabamu,Liis Meriküll,494,17
163327034532726,Tallinna Linnavolikogu,Tallinna Linnavolikogu,489,48
120201966389,Noored Sotsiaaldemokraadid,Noored Sotsiaaldemokraadid,483,28
101972409848182,Eesti Mälu Instituut / Estonian Institute of Historical Memory,Eesti Mälu Instituut / Estonian Institute of Historical Memory,478,28
143433035688531,Rus.Postimees,AS Postimees Grupp,474,108
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,471,7
229244927148781,Euroopa Maja,These ads ran without a disclaimer,471,3
147547541961576,Council of the European Union,Council of the European Union,468,231
250646808998831,Airis Meier Page,Reformierakond,465,6
287435098626920,Toonela,These ads ran without a disclaimer,463,66
405367699805160,Nähtamatud Loomad,Nähtamatud Loomad,453,14
117610381595276,Reforminoored,Reformierakond,452,31
729627343834501,Kialo,These ads ran without a disclaimer,442,314
593272994436767,Lauri Läänemets,Lauri Läänemets,440,26
101881754571474,Kaido Höövelson,Eesti Keskerakond,434,46
103125341156196,Fine Morning,These ads ran without a disclaimer,431,2
273949493054631,Taimne Teisipäev,Taimne Teisipäev,420,13
826367967432699,Henkel Laundry & Home Care,These ads ran without a disclaimer,417,4
141366725876424,European Greens,These ads ran without a disclaimer,413,4
114305422457130,Tõnis Mölder,Keskerakond,411,50
377562219398154,Eesti 200,Eesti 200,405,35
1914863625428136,Hanno Pevkur  #pevkur,Reformierakond,400,3
256434472932,Õhtuleht,These ads ran without a disclaimer,391,3
107638470623914,Keep Freedom Unlocked,These ads ran without a disclaimer,385,1
651420618384351,Jaak Aab,Keskerakond,385,36
159481287409444,Reformierakond Pärnumaal,Reformierakond,368,20
1416375921941680,Marianne Mikko,Sotsiaaldemokraatlik Erakond,350,2
1084372461606422,Raimond Kaljulaid,These ads ran without a disclaimer,342,6
1777496589189799,Kersti Kaljulaid,Vabariigi Presidendi Kantselei / Office of the President of Estonia,340,11
267352183376266,Eesti Energia,Eesti Energia,337,5
1532805486974348,Anti Poolamets - poliitik,These ads ran without a disclaimer,334,8
432490497520356,Kõigi Eesti,These ads ran without a disclaimer,331,4
1463812053668077,Tribuna.ee,Rodion Denissov,330,57
153182254702931,MTÜ Eesti Tuumajaam,MTÜ Eesti Tuumajaam,329,7
106368134085848,Kersti Sarapuu,Eesti Keskerakond,329,37
1380694195285538,Центристская партия / Tsentristskaja partija,Keskerakond,320,2
1520437391614995,Eesti Puuetega Inimeste Koda,Eesti Puuetega Inimeste Koda,310,8
466885806670211,Reformierakond Tartus,Reformierakond,303,23
100991613317228,Kalle Palling,Reformierakond,300,1
1959753937483931,"Jah vabadusele, ei valedele",Sander Vesik,299,16
776368119127406,Poliitika.guru,Andreas Kaju,296,13
274708419868399,Maria Jufereva-Skuratovski,These ads ran without a disclaimer,296,19
2217643278496367,Riho Terras,These ads ran without a disclaimer,276,5
203197030603239,8 Billion Trees,These ads ran without a disclaimer,271,29
1695889637360770,Hempire,These ads ran without a disclaimer,270,22
102552921566856,Lemmit Kaplinski,Lemmit Kaplinski,264,31
877169915631595,Ajaleht Pealinn,Tallinna Linnakantselei,263,23
681238698922700,Videograaf,These ads ran without a disclaimer,260,3
111087996256665,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,258,30
740399252787089,Elan Valga vallas,Reformierakond,256,19
104672904592265,Tartu Linnavolikogu,Tartu Linnavolikogu,256,8
797159363646506,Reserved,These ads ran without a disclaimer,255,1
111886518858186,Kesknoored,Eesti Keskerakond,252,38
1490480777869577,Eesti Tulevikuerakond,Eesti Vabaerakond,247,13
390158814428177,Arvamusfestival,Arvamusfestival,245,6
192384015137,Põhjamaade Ministrite Nõukogu esindus Eestis,The Nordic Council of Ministers´ Office in Estonia,244,24
101083895050385,Sign It Europe,These ads ran without a disclaimer,241,8
103155537800472,Erkki Keldo,Keldo Erkki,240,7
298050340671487,Marek Jürgenson,Eesti Keskerakond,239,53
105852494431515,xLaw,ExtendLaw,238,7
102460394513853,Игорь Кравченко - Igor Kravtšenko,Eesti Keskerakond,235,11
103213917730402,Cute as a Button Clothing,These ads ran without a disclaimer,234,2
103053938173837,Technoloverse,These ads ran without a disclaimer,232,4
107565144367890,Julia Timerbulatova,Julia Timerbulatova,231,28
1353771811435346,Tartumaa Rohelised,Eestimaa Rohelised,231,17
237466786344157,European Movement,These ads ran without a disclaimer,229,8
651420618384351,Jaak Aab,Eesti Keskerakond,225,35
592673214085550,Toitumisnõustaja Erik Orgu,These ads ran without a disclaimer,220,3
1037193359795251,Jaak Valge,Jaak Valge,220,12
167472573272165,Mindvalley на русском,These ads ran without a disclaimer,213,8
609741986146165,Ester Karuse,Eesti Keskerakond,209,15
109605679062900,Eestimaa Rohelised,Eestimaa Rohelised,202,15
123331211017199,Swedbank Eestis,These ads ran without a disclaimer,200,2
291846858162209,Kalle Klandorf,Eesti Keskerakond,200,4
471684969530551,Eesti Pank,Eesti Pank,200,6
1033457073332454,Taavi Rõivas,Reformierakond,200,2
331964193483203,Fontes,Fontes PMP OÜ,200,1
274708419868399,Maria Jufereva-Skuratovski,Maria Jufereva-Skuratovski,195,27
651420618384351,Jaak Aab,Jaak Aab,194,21
104500144350075,Job,These ads ran without a disclaimer,187,1
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,184,10
243365865708649,Партия Реформ,Reformierakond,182,6
1411153382494533,Loomus,Loomus,180,5
102600381098727,Autohoov,These ads ran without a disclaimer,180,11
274848805895621,Keskkonnaministeerium,Keskkonnaministeerium,180,2
2676936755656473,Fridays For Future Eesti,MTÜ Loodusvõlu,179,14
502700433182916,Sven Mikser,Henri Kaselo,176,18
1472281069715651,Eiki Nestor,Sotsiaaldemokraatlik Erakond,175,18
935189710011895,Jaan Toots,Jaan Toots,172,5
406249229471108,Mihkel Lees - Tartu abilinnapea,Mihkel Lees,172,13
1478522815530132,Sven Sester,Isamaa erakond,171,3
109605679062900,Eestimaa Rohelised,These ads ran without a disclaimer,171,8
225617150834794,Tallinna Kesklinna Valitsus,Tallinna Kesklinna Valitsus,171,8
57904691979,Estonian Ministry of Foreign Affairs / Välisministeerium,Estonian Ministry of Foreign Affairs / Välisministeerium,167,6
676705885835663,Tapa valla Keskerakond,Eesti Keskerakond,161,13
371004550296198,Tõrva Ooperipäevad,NAPRITSON-ACUNA KADRI,160,3
1197400520293869,Äripäeva raadio,Äripäev,160,16
110695040404389,This Unusual Nature,These ads ran without a disclaimer,156,2
326940990843491,Erki Savisaar,These ads ran without a disclaimer,155,5
101085094879517,Juhani Jaeger,These ads ran without a disclaimer,152,1
10150129745430062,Liberalismi Akadeemia,Liberalismi Akadeemia,151,8
113686357041305,Nestle Eesti,Nestle Eesti,150,3
1526714420947462,Vilja Toomast,Reformierakond,150,1
286121050300,Eesti Roheline Liikumine,MTÜ Eesti Roheline Liikumine,150,3
223092011815453,Urmas Paet,Reformierakond,150,3
766541947036040,Tartu Linna Noortevolikogu,Airi Park,150,2
106370135484,Eesti Noorteühenduste Liit (ENL),Eesti Noorteühenduste Liit (ENL),144,9
351648899202042,Eduard Odinets,Odinets Eduard,143,8
527351247377965,European Committee of the Regions,European Committee of the Regions,143,112
233123435884,Eestimaa Looduse Fond,Eestimaa Looduse Fond,141,6
599489713851074,Barbi Pilvre OÜ,These ads ran without a disclaimer,141,1
487363994665498,Jüri Reinvere,Reinvere Juri Johannes,138,2
103370424540210,Jaanus Karilaid,Keskerakond,137,14
664889687027885,Ostuklikk promo,Janek Lind,137,3
119283008140727,Pela Case,These ads ran without a disclaimer,136,59
170696907618,Telia Eesti,These ads ran without a disclaimer,136,2
101871287889135,Paide SPA Hotell,Kersti Sarapuu,135,11
281740249357644,Dmitri Dmitrijev,Keskerakond,135,10
267352183376266,Eesti Energia,These ads ran without a disclaimer,135,6
120634585355666,LuXembourg - Let's make it happen,These ads ran without a disclaimer,134,24
132263141965268,Irina Talviste,Irina Talviste,131,6
858852260806886,Reformierakond Ida-Virumaal,Reformierakond,130,3
106932610989200,Научный парк "Технопол",Tehnopol,130,4
163327034532726,Tallinna Linnavolikogu,These ads ran without a disclaimer,129,6
305149483335019,Nespresso Eesti,These ads ran without a disclaimer,129,7
1856200201262552,Vahur Kollom,Vahur Kollom,128,19
143433035688531,Rus.Postimees,These ads ran without a disclaimer,128,22
182375400442,DPD Eesti,These ads ran without a disclaimer,127,1
110282230388898,Beautiful And Unusual Forest,These ads ran without a disclaimer,126,1
403016339823962,Reformierakond - Rae vald,Reformierakond,125,11
339367456669277,Igor Gräzin,Stewart Tuuli,123,8
1005846046291799,Heljo Pikhof,Heljo Pikhof,122,6
323819034385213,R-Kiosk,These ads ran without a disclaimer,122,1
110207297119142,Marko Šorin,Eesti Keskerakond,120,4
2217643278496367,Riho Terras,Isamaa erakond,120,5
192304188080103,Minudoc.ee,These ads ran without a disclaimer,116,1
