Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
2235333396715580,Julia Elisabetta Pitterman,These ads ran without a disclaimer,115,5
1241549009224679,Institut für Sexualwissenschaft und Sexualmedizin,These ads ran without a disclaimer,114,1
2094234617571605,Piraten Gemeng Suessem,These ads ran without a disclaimer,114,14
1527472604152597,Mouvement Ecologique,These ads ran without a disclaimer,112,5
334601287018068,EDEKA Südwest,These ads ran without a disclaimer,112,11
441313569220539,Charles Goerens,These ads ran without a disclaimer,108,3
839544476242476,Piraten Gemeng Mamer,These ads ran without a disclaimer,107,14
110202270459881,Ministère de la Croissance,Mincroiss.guv.lu,106,3
108631122495572,Mastercraft Language Solutions,These ads ran without a disclaimer,104,2
279917062206860,Digital Luxembourg,Max Gutenkauf,103,6
84427256753,University of Sussex,These ads ran without a disclaimer,103,15
263891677826490,Earthsider,These ads ran without a disclaimer,103,185
827667750716349,FLI - Fédération Luxembourgeoise d'Improvisation,These ads ran without a disclaimer,102,1
115800116487636,Schengener Piraten,These ads ran without a disclaimer,101,4
163241773755552,AEIN - Aide à l'Enfance de l'Inde et du Népal,AEIN Luxembourg,≤100,4
182515489178270,Ministère de l'Égalité entre les femmes et les hommes - Luxembourg,Jil Fischer,≤100,2
109712637140232,Eugène Berger,Eugène Berger,≤100,1
64281432571,JSL,Amir Vesali,≤100,19
321440834594,ESET,These ads ran without a disclaimer,≤100,3
757812257889290,Gemeng Mamer,Francis Jean-Paul Charles Verquin,≤100,1
538923149597473,Votum Klima,These ads ran without a disclaimer,≤100,3
106065484513801,MergeFriends,These ads ran without a disclaimer,≤100,8
2403585623242400,Ministère de l'Intérieur Luxembourg,These ads ran without a disclaimer,≤100,2
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,≤100,10
243135569564978,Burelbach Immobilien,These ads ran without a disclaimer,≤100,1
111361840207408,Piraten Grevenmacher,These ads ran without a disclaimer,≤100,6
320965061781027,Piraten Gemeng Käl - Téiteng,These ads ran without a disclaimer,≤100,10
1741186706147215,MMTP: Ministère de la Mobilité et des Travaux publics,MediaMind,≤100,3
146960838664019,Parlement européen au Luxembourg,These ads ran without a disclaimer,≤100,9
381136158750775,Paul Galles,These ads ran without a disclaimer,≤100,6
209584699504583,DP Walfer,Alain Weins,≤100,9
174116812644146,Luxembourg Times,These ads ran without a disclaimer,≤100,4
111263327249716,Helpline Violence Domestique,These ads ran without a disclaimer,≤100,4
1854265664810530,JIF Luxembourg,JIF Luxembourg,≤100,5
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,≤100,1
1664959567149320,Wholesome Culture,These ads ran without a disclaimer,≤100,106
103118144427643,Big Rig Racing Game,These ads ran without a disclaimer,≤100,23
245094455536925,FOUR PAWS International,These ads ran without a disclaimer,≤100,48
629387590851132,Starsky Flor,These ads ran without a disclaimer,≤100,11
45872374946,GREENPEACE MAGAZIN,These ads ran without a disclaimer,≤100,6
154481054607727,Naranjas del Carmen - naranjasdelcarmen.com,These ads ran without a disclaimer,≤100,1
20393019390,mymuesli,These ads ran without a disclaimer,≤100,21
256099791072227,Amnesty International Luxembourg,These ads ran without a disclaimer,≤100,12
1354051421287870,Microsoft,These ads ran without a disclaimer,≤100,7
948453825344452,UNHCR Belgium,These ads ran without a disclaimer,≤100,1
139366583217067,LX Tattoo,These ads ran without a disclaimer,≤100,10
935879559933300,Michel Lemaire,These ads ran without a disclaimer,≤100,1
107923530935348,Caf'écolo,These ads ran without a disclaimer,≤100,6
200740226726579,CAPE - Centre des Arts Pluriels Ettelbruck,These ads ran without a disclaimer,≤100,1
111975943493664,François Zeien,Francois Daniel Serge Zeien,≤100,1
140716706608231,Left To Survive,These ads ran without a disclaimer,≤100,43
687589164666184,MasterClass,These ads ran without a disclaimer,≤100,28
124731255890895,Ministère de la Digitalisation Luxembourg,These ads ran without a disclaimer,≤100,1
104361434245319,Nee zu CETA - Jo zu richteger Demokratie,These ads ran without a disclaimer,≤100,1
1890481344366658,Refill Lëtzebuerg,These ads ran without a disclaimer,≤100,4
275080130713,LCGB,These ads ran without a disclaimer,≤100,1
119259865347592,Réimecher Piraten,These ads ran without a disclaimer,≤100,7
182515489178270,Ministère de l'Égalité entre les femmes et les hommes - Luxembourg,These ads ran without a disclaimer,≤100,6
126060760828576,24Bottles,These ads ran without a disclaimer,≤100,8
1066731826858669,ECO+,These ads ran without a disclaimer,≤100,4
159266790948309,Avast Software,These ads ran without a disclaimer,≤100,3
1853495178284518,MBRC,These ads ran without a disclaimer,≤100,20
236274253063011,Grosbusch,These ads ran without a disclaimer,≤100,1
441313569220539,Charles Goerens,Lee Wagner,≤100,3
194441573983035,Jonk Piraten,These ads ran without a disclaimer,≤100,2
128787593816071,TWOTHIRDS,These ads ran without a disclaimer,≤100,31
642271312473046,Odyssea,These ads ran without a disclaimer,≤100,1
110747949801520,Friddens- a Solidaritéitsplattform,Gary Diderich,≤100,1
158875864235358,Schëtter - Deng Gemeng,These ads ran without a disclaimer,≤100,1
193789230638962,SOS Villages d'Enfants Monde - Luxembourg,SOS Villages d'Enfants Monde - Luxembourg,≤100,1
223763820986825,déi gréng Stad Lëtzebuerg,These ads ran without a disclaimer,≤100,6
2235333396715580,Julia Elisabetta Pitterman,Volt Luxembourg,≤100,7
