Page ID,Page Name,Disclaimer,Amount Spent (DKK),Number of Ads in Library
231583183664778,Flemming Leer Jakobsen,Jakobsen Flemming Leer,2365,2
426043441079117,Karoline Vind,SF Region Hovedstaden,2362,8
683682235062292,Jens-Henrik Kirk,These ads ran without a disclaimer,2360,2
105319354656140,Jens-Frederik Nielsen,Jens-Frederik Nielsen,2358,15
505427296149709,ICANIWILL,These ads ran without a disclaimer,2355,3
227948559464,Kaas & Mulvad,These ads ran without a disclaimer,2349,1
212157302685312,efolkeoplysning.dk,Jan Simmen,2347,16
473087829512066,Enhedslistens Landskontor,Enhedslisten,2331,2
1895601153841380,Charlotte Green,Jens-Ole Hesel,2329,10
331225116969331,JYSK Danmark,These ads ran without a disclaimer,2328,1
1112900698836860,Anders Funch Engelstad,Engelstad Anders Funch,2321,1
392021964483663,IKMF-KravMaga.dk,These ads ran without a disclaimer,2305,1
151930101506094,Kommunistisk Parti,Lotte Rørtoft-Madsen,2305,2
1474716729464407,Per Frost Henriksen,Henriksen Per Frost,2302,12
32416796716,Lindhardt og Ringhof,These ads ran without a disclaimer,2302,9
1952227698358463,Jesper Tvilde,Jesper Tvilde,2300,7
329532847151539,KPnet.dk,Arbejderpartiet Kommunisterne,2300,10
132328480162571,Flyvebranchens Personale Union,Flyvebranchens Personale Union,2300,5
547840621916967,Pernille Skipper,These ads ran without a disclaimer,2296,6
109498190807483,Anastasia von Wildenrath Løvgreen,Anastasia Von Wildenrath Løvgreen,2294,63
130494840642224,Mette Gjerskov - Socialdemokratiet,Mette Gjerskov - Socialdemokratiet,2293,8
810791178995871,Anne Hegelund,Hegelund Anne,2285,16
664883653575619,Få tingene til at ske - Stem på Ole P.,Pedersen Ole Filstru,2282,22
246359695816382,Stockpix,Olsson Ronni Mike,2278,2
260511904668395,Morten Høgh - Venstre,Morten Høgh,2274,20
226904467990456,Danske Bank,Danske Bank,2274,2
424021797641400,TTLL,Andersen Thomas Rottboll,2274,20
104023927005,NRGi,These ads ran without a disclaimer,2254,2
368634453338332,Thomas Danielsen,Danielsen Thomas Nolsoe,2250,5
141378109375840,Bergur Larsson Løkke Rasmussen,These ads ran without a disclaimer,2247,1
131743616884687,Venstre i Hillerød,These ads ran without a disclaimer,2244,13
102194441204165,Tattoogolf Europe,Torben Fantoft,2243,19
1448006052123626,Michael Nedersøe - Dansk Folkepartis Spidskandidat til KV21 i Horsens,Nedersøe Michael Kim Bladt,2241,27
1692293757749735,Tanja Larsson - Socialdemokratiet,Tanja Larsson,2239,14
112613428815157,CEPOS,These ads ran without a disclaimer,2238,5
1427602130822979,Konservative i Brøndby,Konservative i Brøndby,2231,4
332103627167661,Susanne Zimmer  MF,Zimmer Susanne,2231,22
251812144895355,Odense Jagt & Fritid,Odense Jagt & Fritid,2224,6
69985338410,Jacob Mark,These ads ran without a disclaimer,2221,5
1700525273328244,Meneto Regnskab,These ads ran without a disclaimer,2216,37
498866330582846,Lisa skov i Folketinget,These ads ran without a disclaimer,2216,29
421631444601562,Christina Krzyrosiak Hansen,These ads ran without a disclaimer,2210,8
516307801719456,Venstre i Skanderborg Kommune,Charlotte Sørensen,2210,18
1590547631204591,Rune Ranaivo Bjerremand - Folketingskandidat i Syd og Sønderjylland  - Å,These ads ran without a disclaimer,2209,1
549966298750692,Anders Baun EP valg 2019,These ads ran without a disclaimer,2208,3
220851937935253,Venstre Halsnæs,Venstre Halsnæs,2204,16
108458340866774,David Dam Jensen,David Dam Jensen,2200,14
454842151243654,Forlaget Multivers,Forlaget Multivers,2200,7
1873627576205263,Araz Khan,These ads ran without a disclaimer,2200,2
152998148120032,Enhedslisten Århus,These ads ran without a disclaimer,2200,10
155690031289735,Lars Berg Andersen,Andersen Lars Berg,2194,6
1595243974068672,Kristina Háfoss,These ads ran without a disclaimer,2189,3
2284894828455506,OKFakta,These ads ran without a disclaimer,2184,1
103375741147163,Carl-Erik Nielsen for Venstre & Tønder,Carl-Erik Nielsen,2179,11
1822254634537356,Nye tider,These ads ran without a disclaimer,2177,7
102686854427548,Fair Festival,Globe Go Green,2176,3
2112863325592993,David Munis Zepernick - radikal dansk-europæer,Zepernick David Munis,2173,12
1733204006985665,Michael Vindfeldt,These ads ran without a disclaimer,2170,12
385817698102390,Gerningsstedet,These ads ran without a disclaimer,2166,3
1935248906799583,Jimmi Haushøj - NB,Jimmi Haushøj,2163,35
156993437653924,Ungdomsringen,Ungdomsringen,2161,14
449144595224589,Victoria Velásquez,Risbjerg Velasquez Ninosca V,2159,4
849921825094888,LOKK - Landsorganisation af Kvindekrisecentre,LOKK,2159,13
101898938301574,Michael Hermarij - Dansk Folkeparti,Michael Hermarij,2157,10
126543540781090,Ældre Sagen,These ads ran without a disclaimer,2157,6
620943458035359,Holmris B8 Circular,These ads ran without a disclaimer,2151,2
109389433817046,climate.savior,Jon Tranæs,2150,25
1849272048546848,"Ann Sibbern, medlem af kommunalbestyrelsen i Slagelse Kommune",Ann Sibbern,2150,27
135980726440944,Paw Amdisen i folketinget,Amdisen Paw Hedegaard,2150,7
451418215785409,Scandbio Danmark,These ads ran without a disclaimer,2150,1
1458354184437993,Nicolai Wammen,These ads ran without a disclaimer,2148,13
178325779396592,Laila Sortland,These ads ran without a disclaimer,2141,8
480305829018059,Badland Brawl,These ads ran without a disclaimer,2140,9
300648539947758,Venstre i Herning Kommune,These ads ran without a disclaimer,2140,6
390925417751473,Erling Bonnesen,These ads ran without a disclaimer,2139,2
115034518532732,Herreværelset,Herreværelset,2136,13
217104742212650,Sinem Demir,Sinem Demir,2135,3
2338122729736335,Peter Hjorth,Hjorth Peter,2131,18
103848524736458,"Nye Borgerlige, Nordfyns Kommune,          Spidskandidat     Bill Malmgren",Bill Malmgren,2129,12
190899834388,PROSA - Forbundet af It-professionelle,PROSA - Forbundet af It-professionelle,2128,8
1671783193123628,Dorthe Hindborg Folketingskandidat for S for Skanderborgkredsen,These ads ran without a disclaimer,2126,4
234391923595613,Konservative på Østerbro,These ads ran without a disclaimer,2122,6
100758851402141,Ida Sofie Jensen,Ida Sofie Jensen,2119,3
2321743194735173,KD-politiker Margit Lund-Cramer,These ads ran without a disclaimer,2118,14
113223040079251,Fahads Forsamlingshus - en del af FOF København,FOF København,2117,10
44933008622,ADRA Danmark,ADRA Danmark,2116,16
213614068752188,Dansk Folkeparti i Kolding kommune,Søren Brøndum Rasmussen,2115,5
273231939546,Syddjurs Kommune,Syddjurs Kommune,2110,14
257293044391440,Slesvigsk Parti,Slesvigsk Parti,2106,16
173131616228440,Sinnerup,These ads ran without a disclaimer,2102,2
399384353424204,Venstre Nyborg,Venstre Nyborg,2100,16
1073181182763849,Altinget: karriere,These ads ran without a disclaimer,2099,1
42472323505,Mariakirken Vesterbro,Martin Poulsen,2098,3
674034729594774,Nikolaj Bøgh,These ads ran without a disclaimer,2097,6
141366725876424,European Greens,These ads ran without a disclaimer,2090,3
629091904379662,SUSLA APP Danmark,These ads ran without a disclaimer,2071,2
542257402614436,Byrådskandidat Anders Bruun Rasmussen,Rasmussen Anders Bruun,2059,23
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,2056,24
711139569318459,Marita Klein Joensen - Valevni á lista C í Eysturkommunu,These ads ran without a disclaimer,2054,12
483046111772388,Trine Egetved - Det Konservative Folkeparti i Gribskov,Trine Egetved,2053,33
807789366096647,Benny Andersen,Benny Andersen,2049,3
107274461121091,Rosa Sulaiman - Socialdemokratiet,Rosa Sulaiman,2048,14
1582192088570360,Bosch Home Denmark,These ads ran without a disclaimer,2040,1
108740780738128,Habitus,Habitus,2039,11
112089716930382,CO2 Web Balance,CO2 Web Balance,2034,6
416177861804380,Sonja Marie Jensen,Sonja Marie Jensen,2034,2
1702294426751212,Rude Strand Højskole,Gotfredsen Nicholas Fosterling,2033,16
105395168200117,Thomas Jørgensen - Kandidat,Thomas Jørgensen,2031,3
127241400659146,SF Varde,SF Varde,2027,23
1852431041663532,Peter Stakemann,These ads ran without a disclaimer,2024,5
317765785027478,Maria Reumert Gjerding,Danmarks Naturfredningsforening,2019,2
1071071099585942,Camilla Kampmann,Kampmann Camila,2018,22
144108509849460,Dansk Folkeparti i Gribskov,Brian Jørgensen,2014,38
159000594147871,Mary Fonden,Mary Fonden,2010,6
1701135240186838,Anne Valentina Berthelsen,SF,2010,8
2009806149306205,CPIC,These ads ran without a disclaimer,2006,4
264027784071834,Fadølspartiet,These ads ran without a disclaimer,2003,5
13611262361,Cyklistforbundet,Cyklistforbundet,2000,2
192944900787884,HUMrådet på KU,Studenterrådet ved KU,2000,3
706288342729611,Konservative i Gentofte,Den Konservative Vælgerforening i Gentofte,2000,7
2272327749750649,Danske Bank,Danske Bank,2000,1
344633038933618,Stelton A/S,Stelton A/S,2000,2
384777156382,SodaStream DK,These ads ran without a disclaimer,2000,1
109725592439153,Dispuk,These ads ran without a disclaimer,2000,3
264009771074617,Niels Fuglsang,Emilie Bruun Sandbye,2000,2
121597031884565,VEmagasinet,These ads ran without a disclaimer,2000,3
295474127816294,Mathias Christiansen - Folketingskandidat,Friis Rune Robert,2000,8
448528911928393,Karsten Søndergaard - borgmester,Karsten Søndergaard,2000,10
126751254065787,Susanne Eilersen,Susanne Eilersen,2000,2
369728936389587,danbolig Horsens,These ads ran without a disclaimer,2000,1
169748463051632,Socialdemokratiet i Nyborg Kommune,Sonja Marie Jensen,2000,1
121722847846454,Dansk Socialrådgiverforening,Dansk Socialrådgiverforening,2000,4
123900591027437,Ellen Trane Nørby,Ellen Trane Nørby,1999,1
376734075803075,UN City,UN City,1999,2
1904828859626638,Nikolaj Vester - Liberal Alliance,Nielsen Nikolaj Vester,1999,14
713645815353875,GreenSpeak - Danmarks velgørende teleselskab,GreenSpeak - Danmarks velgørende teleselskab,1998,4
363391397476774,Baltic Pipe i DK,These ads ran without a disclaimer,1997,1
1017666944935541,Venstre Gladsaxe,Venstre Gladsaxe,1994,12
269517250609203,Martin Nordstjerne Rasmussen - Partiet Klaus Riskær Pedersen - liste E,Rasmussen Martin Nordstjerne,1994,20
447464948706088,Kristendemokraterne i Region Nordjylland,These ads ran without a disclaimer,1994,9
1430202223697795,Gotik Egzotik,These ads ran without a disclaimer,1986,5
1541220236121470,Katarina Ammitzbøll,These ads ran without a disclaimer,1981,13
1791759817712146,Katrine Robsøe,These ads ran without a disclaimer,1971,6
384777156382,SodaStream DK,SodaStream DK,1969,1
336707016353327,Stofa,These ads ran without a disclaimer,1958,3
108644479193883,Horsens Ny Teater,Horsens Ny Teater,1958,4
170902079673829,Ørsted,These ads ran without a disclaimer,1957,4
675912309250460,DF Brian Mørch,Morch Brian,1956,14
252520351444054,Morten Østergaard,These ads ran without a disclaimer,1953,3
1017666944935541,Venstre Gladsaxe,Sahlberg Christina,1950,9
2023083051332020,Fire extinguisher,These ads ran without a disclaimer,1943,1
469683646709792,Martin Skou Heidemann,Venstre Gladsaxe,1942,12
784211188333860,Dagli’Brugsen,These ads ran without a disclaimer,1938,2
194722094049325,Byrådsmedlem Nikolai Norup,Nikolai Norup,1929,12
297422283612612,Total,These ads ran without a disclaimer,1927,2
489764525536,People'sPress,These ads ran without a disclaimer,1922,2
314962322593667,Birgitte Bergman,These ads ran without a disclaimer,1919,4
2270919636481999,Lene Linnemann - SF,Johansson Mikkel Linnemann,1917,3
111368980646269,Evakuer børnene fra Moria - og de græske lejre,Michael Graversen,1914,6
573613599378048,Synlige Blanke Stemmer,Thomas V. S. Gyldborg,1910,16
110074700906511,Metin Lindved Aydin - Radikale Venstre,Metin Lindved Aydin,1909,24
1415544835325038,Pia Foght,Pia Foght,1909,8
1050407951662745,Stadsing A/S,These ads ran without a disclaimer,1908,2
177609692660255,Niels Flemming Hansen,These ads ran without a disclaimer,1908,10
178957012989198,Susanna Dyre-Greensite,Dyre-Greensite Susanna Jenny Margrethe,1906,8
179428858785629,Lendahand,These ads ran without a disclaimer,1904,6
129802704387687,Per Larsen,These ads ran without a disclaimer,1902,7
1630886627149114,Alternativets Unge,These ads ran without a disclaimer,1900,2
482008558501880,Krav Maga Aarhus,Christian Namrok,1896,4
148326242368088,Lars Gaardhøj,Socialdemokratiet Region Hovedstaden,1894,13
1746853745395190,Humble Household,These ads ran without a disclaimer,1893,39
578794455809279,Bo Sandroos Venstre i København,Sandroos Bo,1886,4
1989325138028549,Danske Bank,Danske Bank,1882,3
292926547967694,Copenhagen Cartel,Katrine Lee Larsen,1861,11
504310436316194,Laura Lindahl,These ads ran without a disclaimer,1860,3
194584990588253,Vattenfall,These ads ran without a disclaimer,1860,5
1746457218929172,"Peter Faarbæk, byrådet Høje-Taastrup",Peter Faarbæk,1860,11
110777013721056,"Lars-Christian Brask, Liberal Alliance",Brask Lars-Christian,1860,6
100296704772989,Wildlife Mission,These ads ran without a disclaimer,1857,20
888683711215112,Hjørring Nyt,Hjørring Nyt,1855,3
450964118689253,"Susan Kronborg, Radikale Venstre",Susan Nielsen,1850,7
306566886120376,Bazuka - Reklamebureau,Bazuka P/S,1846,2
243765466796,Vejle Kommune,These ads ran without a disclaimer,1845,6
2121857298076689,Tommy Ahlers,These ads ran without a disclaimer,1845,1
323688747731498,Socialdemokratiet Silkeborg Kommune,Socialdemokratiet Silkeborg Kommune,1839,5
1952826148148615,Pengetanker by Danske Bank,These ads ran without a disclaimer,1832,9
18122999175,Middelfart Sparekasse,Middelfart Sparekasse,1826,2
362092600546833,DIGNITY - Danish Institute Against Torture,These ads ran without a disclaimer,1822,13
1546391055463179,Philip Tarning-Andersen,Tarning-Andersen Philip,1821,6
1633610079984910,Qred Erhvervslån,These ads ran without a disclaimer,1814,10
506755689347600,David Munis Zepernick - Din frederiksbergradikale mand på rådhuset,Zepernick David Munis,1804,17
177118156423,AU Engineering,These ads ran without a disclaimer,1804,1
245094455536925,FOUR PAWS International,These ads ran without a disclaimer,1800,60
133297513365496,Enhedslisten Nørrebro,Enhedslisten,1800,2
633265460396003,Maria Gudme,These ads ran without a disclaimer,1799,7
478999345559669,Danske Anlægsgartnere,Lars Thorsen,1798,10
1593837374204311,Anders Stjernholm,These ads ran without a disclaimer,1798,5
367522986719919,Gastech-Energi,These ads ran without a disclaimer,1793,1
967044466807709,Malthe Johan Poulsen,These ads ran without a disclaimer,1787,6
1406565736307585,KBSsportsmassage & pers. udendørs- og løbe træning v/Kevin S. Bengtsson,These ads ran without a disclaimer,1785,7
1930119130628404,Borgernes Folkeparti,Jorgen Mikkelsen,1783,7
255662998253921,Nils Sjøberg,These ads ran without a disclaimer,1781,12
494902077334290,Tuborgfondet,These ads ran without a disclaimer,1780,5
935585416526170,Bo Nygaard Larsen - politiker,These ads ran without a disclaimer,1777,11
497917103715955,Socialdemokratiet Tønderkredsen,Lisbeth Hansen,1770,6
2276020505789220,EXIST vil stoppe menneskehandel,EXIST,1765,6
238565049586933,"ME Foreningen - ME Association, Denmark",Cathrine Schultz Engsig,1764,13
112216680334223,Kim Hinrich -  Spidskandidat  for Nye Borgerlige i Gribskov,Kim Hinrich,1763,15
378400486022108,Kafé Kloden,Mellemfolkeligt Samvirke,1761,2
55365680705,Greenpeace Danmark,These ads ran without a disclaimer,1760,5
2213595128921256,Simon Leed Krøs,Krøs Simon Leed,1759,5
214488091924495,Retsforbundet - Danmarks bæredygtige parti,These ads ran without a disclaimer,1756,2
521647308212710,Old Maple Tree,These ads ran without a disclaimer,1755,4
1322362131236520,Jens Kjærgaard Frederiksen KV21. C,Jens Frederiksen,1755,21
261742681009514,Pernille Søndergaard - NytGribskov,Pernille Søndergaard,1755,25
202191613895940,Alliance of Democracies,Alliance of Democracies Foundation,1751,7
446635502456649,Niels M. Christensen,Niels M.Christensen,1750,17
737317713017734,Malte Larsen,Buksetrolden.dk,1750,9
12212835049,Syddansk Universitet – University of Southern Denmark,These ads ran without a disclaimer,1750,1
1415544835325038,Pia Foght,These ads ran without a disclaimer,1750,2
288886907900045,ENVO-DAN,These ads ran without a disclaimer,1749,1
114239835279467,Argon Audio,These ads ran without a disclaimer,1744,1
109367057136352,Socialdemokratiet Region Hovedstaden,Martin Pedersen,1742,7
412665418794113,Claus Jensen,Claus Jensen,1738,4
2023058504605407,Make It Good Again,These ads ran without a disclaimer,1736,12
127791457997348,Folkebevægelsen for asylbørns fremtid,These ads ran without a disclaimer,1730,3
122220229173563,Fremad,These ads ran without a disclaimer,1726,4
665462313475794,Lise Bech - Dansk Folkeparti,Dansk Folkeparti,1720,8
584274318321462,Andreas Pourkamali,These ads ran without a disclaimer,1719,3
1620490488169181,"Erik Lund, Byrådsmedlem og fhv. borgmester",These ads ran without a disclaimer,1717,3
411837598919162,Plantorama,These ads ran without a disclaimer,1714,1
119769598101853,Konservativ Ungdom,These ads ran without a disclaimer,1713,1
1881569222070927,Astrid Aller,Astrid Aller,1711,19
1640074379344528,Alternativet Aalborg,Alternativet Aalborg,1710,6
1503010273244399,Mette Reissmann,Mette Reissmann,1707,9
110326761127052,Borgerforslag: Luk Danmark op,These ads ran without a disclaimer,1700,60
184347308564575,Mick Keller - Liberal Alliance,Mick Alexander Keller,1699,14
72672361910,Børns Vilkår,These ads ran without a disclaimer,1696,2
1413222358940007,Politiker Claus Kvist Hansen,Hansen,1696,9
106066181223394,Anders Medum Groth,Anders Medum Groth,1695,47
120634585355666,LuXembourg - Let's make it happen,These ads ran without a disclaimer,1688,22
218020061613734,UBS,These ads ran without a disclaimer,1686,10
494425060588100,Radikale Venstre Roskilde,These ads ran without a disclaimer,1683,10
1620055401575001,Dialægt,These ads ran without a disclaimer,1680,1
104667571028059,SportsAchiever,Sigurd Bang,1680,9
552854108083851,Huset No7,Peter Vestergaard,1677,4
426710364116751,Kvæg,Landbrug & Fødevarer,1674,9
358982105309674,Flemming Eriksen i repræsentantskabet,Flemming Bruun Eriksen,1674,4
102628848238478,Pop Princess  2,These ads ran without a disclaimer,1673,1
526620377500921,Peter Hummelgaard,Peter Hummelgaard,1671,10
159675207462858,Folkekirken på Frederiksberg,These ads ran without a disclaimer,1655,2
304425760437287,Alberte Højgaard - byrådskandidat,Alberte Højgaard,1653,13
149816061868424,Liberal Alliance København,Liberal Alliance København,1650,7
980229618783749,Danske Rederier,Danske Rederier,1650,12
730533886983632,DGI Skydning,DGI,1650,7
97575113511,DGI - vi styrker motion og breddeidræt i Danmark,These ads ran without a disclaimer,1650,1
1112900698836860,Anders Funch Engelstad,These ads ran without a disclaimer,1646,3
1812193119002924,Sanne Skougaard Andersen - Odense Byråd.,These ads ran without a disclaimer,1644,8
106314477983914,Trump,Frantz Bernhard Henrik von Bülow,1642,32
740294499656735,Anastasia Dahl - Dansk Folkeparti,Anastasia Dahl,1642,8
589000431119941,Pernille Sylvest - Køge Byråd,Pernille Sylvest,1640,8
1872154293027021,Anette Maj Billesbølle,Anette Maj Billesbølle,1637,8
1671504553127398,HARDI International A/S,HARDI International A/S,1633,7
936580059750730,autodoc.de,These ads ran without a disclaimer,1630,1
752782944840913,"Røde Kors Butik + Røde Kors Møbler, Hørsholm",Røde Kors Hørsholm,1627,7
754613668268456,Hornsyld Recycling,These ads ran without a disclaimer,1620,2
197052250328344,Grædstrup Kirke,These ads ran without a disclaimer,1620,6
106582697719101,Peter Larsen - SF,Peter Larsen,1620,27
825530637550624,Søren Kusk i Aalborg Byråd,Søren Kusk,1616,11
1924899181139876,Thue Grum-Schwensen i EU,These ads ran without a disclaimer,1611,6
114080867107,SkillsDenmark - DM i Skills,These ads ran without a disclaimer,1609,3
395183411033175,Energi Ikast,Energi Ikast,1609,19
516525765382591,Claus Jørgensen,Jørgensen Claus,1607,6
746827128699451,Morten Marinus,These ads ran without a disclaimer,1606,3
213064375484432,Blå Kors Danmark,Blå Kors Danmark,1604,2
115132176588920,Mike Straarup - Det Konservative Folkeparti,Mike Straarup,1600,6
1550050698545795,Artpusher,Artpusher,1600,8
293266234170207,Line Krogh Lay - Radikale Stevns,These ads ran without a disclaimer,1598,7
100289301583319,68ErMereEndNok,60 lokale fagforeninger,1595,4
726676317481406,Discover EU,These ads ran without a disclaimer,1592,1
109541363743276,Letter from Masanjia - Danmark,These ads ran without a disclaimer,1592,15
1559060601030590,Lisbeth Bech-Nielsen,Lisbeth Bech Poulsen,1584,22
104819231182120,Fjordlandslisten,Tage Rasmussen,1580,9
1446171795457953,Europabevægelsen Region Vestjylland,Norregaard Steffen Johannes,1580,9
297640580281592,Fonden Safe and Alive,Zepernick David Munis,1579,17
713476982148792,Laura Rosenvinge,Laura Rosenvinge,1579,4
757663090969422,NabolandsKanalerne,These ads ran without a disclaimer,1576,3
499779403395255,FH Hovedstaden,These ads ran without a disclaimer,1574,2
1246666085407861,Karsten Hønge,These ads ran without a disclaimer,1572,1
136655523704637,Svendborg Forsamlingshus,Alice Schoenemann,1571,23
105956890887836,Nicolai Ellehuus - Kandidat til TryghedsGruppen - Region Hovedstaden,Nicolai Ellehuus,1571,14
1038790126305711,PRP Designs,These ads ran without a disclaimer,1568,1
500736773353275,Brian Lyck Jørgensen - Byrådsmedlem i Gribskov,Brian Jørgensen,1566,39
115584073608718,Heino Knudsen - Politiker,Heino Knudsen,1561,18
1418698028192840,Socialdemokratiet Vejle partiforening,Mathias Kring Niebuhr,1561,7
107677582200,Havkatten [Jyske Bank],These ads ran without a disclaimer,1559,4
298282704387571,Race for Oceans,These ads ran without a disclaimer,1559,3
1533981276841327,Daniel Toft Jakobsen,Jakobsen Daniel Toft,1554,7
125854754245857,Son of a Tailor,These ads ran without a disclaimer,1554,8
109334104282509,Rasmus Sylvest Mortensen,Rasmus Mortensen,1552,23
290304768567003,Stem på klima og et højt ansvarligt afkast i P+,These ads ran without a disclaimer,1549,1
1744411055807808,Skousen,These ads ran without a disclaimer,1545,3
162408904078,Danmarks Lærerforening,Danmarks Lærerforening,1544,2
1541220236121470,Katarina Ammitzbøll,Katarina Ammitzboell,1544,10
21215641878,Røde Kors Hovedstaden,Julie Larsen,1543,4
137423296291470,Effektivt Landbrug,Effektivt Landbrug,1541,7
1237297216289064,Jannie Valentin Dexter Jakobsen,Jakobsen Jannie Valentin Dexter,1540,3
214176328634384,IKEA,These ads ran without a disclaimer,1536,2
1367395179980122,Timo Jensen,Timo Jensen,1536,3
1762837700598003,"Søren Hansen, Politiker, Det Radikale Venstre",These ads ran without a disclaimer,1536,9
131839790212543,Kvinderådet,Andersen Henrik,1533,6
556916614320900,Konservative i Ringsted,Konservative i Ringsted,1532,32
823650854357022,Camilla Eva Jørgensen - Byrådskandidat for Venstre i Vejle Kommune,Camilla Eva Jørgensen,1531,27
287306323369,Børnecancerfonden,These ads ran without a disclaimer,1530,6
1662382290736872,Radikale Venstre Rebild,Topbjerg Torsten,1529,14
1826032357445650,Lars Aslan Rasmussen,These ads ran without a disclaimer,1520,5
434661547057191,Bisiddereksperten ApS,Bisiddereksperten ApS,1520,12
436493776834793,Iben Høiaas Jeppesen,Iben Høiaas Jeppesen,1516,8
1833317433639258,Morten Kjær Sørensen - Radikale Venstre,Radikale Venstre,1514,3
102903024913144,Thomas Rydahl - konservativ byrådskandidat,Thomas Rydahl,1514,12
1978336572476908,By Noël Ban,Yves-Noel Bangne,1512,4
694198034367191,Permeco,Piamaja Dalsgård,1510,3
412533976002828,AMC Cookware - Danmark,Isabelle Bock,1503,2
1029970060346902,EWII,EWII A/S,1502,4
764881470202582,Eddy G,These ads ran without a disclaimer,1502,2
8340223883,Avaaz,Avaaz,1501,5
1852520761657982,4ocean,These ads ran without a disclaimer,1501,95
334504010458887,Beierholm,These ads ran without a disclaimer,1500,1
245905738852557,Europa-Nævnet,These ads ran without a disclaimer,1500,1
28621180181,Live Nation Denmark,These ads ran without a disclaimer,1500,1
359393357470755,Fælleskassen,Wetche Jeanette,1500,1
305569036207327,Forenede Jurister,Studenterrådet ved KU,1500,3
213446005468895,Frank Nørgaard,Frank Nørgaard,1500,3
397934846884712,Dansk Folkeoplysnings Samråd,These ads ran without a disclaimer,1500,1
65929129383,Røde Kors,Mikkelsen Louise,1500,1
362152054166021,Danske Tegl,Danske Tegl,1500,1
317654351656237,Liberal Alliance Horsens,Liberal Alliance Horsens,1500,11
611814372289291,Mentorbarn - Relationer For Livet,These ads ran without a disclaimer,1500,1
1489320827982521,Simon Emil Ammitzbøll-Bille,Simon Emil Ammitzbøll-Bille,1499,3
114433266616286,Pernille List Kristensen,Pernille List Krisensen,1497,20
497917103715955,Socialdemokratiet Tønderkredsen,These ads ran without a disclaimer,1488,7
166491727499453,USR Diaspora - Danemarca,These ads ran without a disclaimer,1487,9
1282577791766364,Kirsten Normann Andersen,These ads ran without a disclaimer,1487,4
115573996757772,VICE World News,These ads ran without a disclaimer,1483,3
164983560223649,Vorbasse Marked,These ads ran without a disclaimer,1480,1
341785432587785,Jansson,These ads ran without a disclaimer,1473,2
354656284908845,Felex - Politiker i Odsherred & Region Sjælland.,These ads ran without a disclaimer,1472,13
303885753075453,Venstre Ringsted,Olsen Lars Lykke,1470,8
405892706501089,Med Israel for fred - MIFF Danmark,Med Israel for fred Danmark,1470,2
1195204853841494,LG Whisky,These ads ran without a disclaimer,1464,1
387013465118442,Ligestillingsministeren,These ads ran without a disclaimer,1462,35
1178804252271236,Thegreencitydk,Birte Kennedy,1459,7
1522666927799763,BCG in Denmark,These ads ran without a disclaimer,1458,2
404513470281888,Skydeskiven,Urup Mikkel,1458,21
249603348822290,Digitalt Ansvar,Digitalt Ansvar,1457,15
197276850783720,Peter Sig i byrådet,Peter Kristensen,1455,26
578431629160278,EDC Erhverv Poul Erik Bech - Sydkysten,These ads ran without a disclaimer,1450,1
735451349926508,Henrik Vinther,Henrik Vinther,1449,8
106931237577216,Klimamonitor,These ads ran without a disclaimer,1446,1
117796662231030,Helge Albertsen,Helge Albertsen,1440,15
298282704387571,Race for Oceans,Race for Oceans,1440,5
1466308853382406,Torben Hansen,Torben Hansen,1440,19
116715499714710,Beco2neutral.com,Lars Falkenberg,1439,9
1842654175951489,Sundhed for kæledyr,These ads ran without a disclaimer,1438,1
304010313027396,Socialdemokraterne på Nørrebro,These ads ran without a disclaimer,1436,11
559812524382076,Byrummonitor,These ads ran without a disclaimer,1433,1
885008051517360,Alternativet Østjylland,These ads ran without a disclaimer,1431,1
360698364793568,En grøn vej,En grøn vej,1431,22
1902254319880257,Stem på Kronborg,Dennis Kronborg,1416,4
143775352359728,Aarhus Maskinmesterskole,Aarhus Maskinmesterskole,1415,2
109039564125708,Sorgenfri Torv,These ads ran without a disclaimer,1414,1
1756084188041014,René Jørgensen - Dansk Folkeparti,These ads ran without a disclaimer,1406,3
1890967664336169,LIFE Fonden,Thomas Wisborg,1400,6
136177706424458,Blik- og Rørarbejderforbundet,Kiki Jano Nielsen,1400,4
357233604704284,Lars Jensen - KV21,Lars Jensen,1400,11
174887643104,Sisse Marie Welling,SF,1400,3
314676938743,DM din akademiske fagforening,These ads ran without a disclaimer,1400,2
1469658016633937,Danny Malkowski,These ads ran without a disclaimer,1400,4
111474633945760,Anders Storgaard,Anders Engelbrecht Storgaard,1400,5
433894979981076,Verdens Bedste Fødevarer,Verdens Bedste Fødevarer,1399,4
769275016510275,Kirsten Kronborg,Kirsten Kronborg,1399,14
1343667199001109,Mogens Stig Møller,Moller Mogens Stig,1399,17
1222967887793900,Søren Windell,Søren Windell,1398,10
346153122098635,VisitNordsjælland,These ads ran without a disclaimer,1390,3
220884988385840,Magnus Von Dreiager,Magnus Von Dreiager,1388,24
483241618396326,Enhedslisten Odder,These ads ran without a disclaimer,1387,6
436193639798918,Liberal Alliance Vejle,These ads ran without a disclaimer,1384,2
507352715998248,Institut for Menneskerettigheder,These ads ran without a disclaimer,1383,1
994705070595827,"Martin Boye - Liberal Alliance, Vejen",These ads ran without a disclaimer,1380,6
771759999508022,Lave K. Broch,Lave K. Broch,1380,7
