Page ID,Page Name,Disclaimer,Amount Spent (RON),Number of Ads in Library
129511572178135,PRO România Căianu,Megasoft Systems,≤100,2
179862815984301,Actualități Vâlcene,These ads ran without a disclaimer,≤100,2
670786806650339,Cătălin Sălăgean,These ads ran without a disclaimer,≤100,1
246753278674985,PlantExtrakt,These ads ran without a disclaimer,≤100,1
109606610423083,Circo Ionel,These ads ran without a disclaimer,≤100,4
206061563227925,Cătălin Păduraru,These ads ran without a disclaimer,≤100,1
104002687835439,USR Geoagiu,Uniunea Salvați România - USR,≤100,1
2442245232487539,Alexandru Stefan Deaconu,DEACONU ALEXANDRU-STEFAN,≤100,1
255258285136230,Umanistii Brăila - PPU-sl Filiala Brăila,These ads ran without a disclaimer,≤100,6
103468534528358,USR Marișelu,USR Mărișelu,≤100,7
114727257042794,Andrei Cozoș,Partidul Social Democrat Organizația Județeană Mureș,≤100,1
108004363971803,Fii ai României,These ads ran without a disclaimer,≤100,1
161733742288939,PRO România Bonțida,Megasoft Systems,≤100,5
107390311115611,Marcel Ardelean,Partidul Social Democrat Organizația Județeană Mureș,≤100,1
588994781275795,Mladin Emil Iulian,These ads ran without a disclaimer,≤100,1
100363915031573,Wallenthal Kino,Wallenthal Kino SRL,≤100,1
100896471675646,Duduma Florin,Florin Duduma,≤100,1
164861810654910,PNL Șicula,These ads ran without a disclaimer,≤100,1
1751878421693023,Loisir,These ads ran without a disclaimer,≤100,2
105852994191331,Wow,These ads ran without a disclaimer,≤100,1
101322554583643,Ciuma Roșie,These ads ran without a disclaimer,≤100,2
1969509466707345,DefaultVeg,These ads ran without a disclaimer,≤100,2
167622149932276,deBanat.ro,These ads ran without a disclaimer,≤100,2
230029777361118,Ion Gherghiceanu,Partidul Social Democrat Buzau CMF21200019,≤100,2
494161801100901,Partidul Neamul Romanesc Sector 1,These ads ran without a disclaimer,≤100,2
2152093188152409,Class Dental aesthetics turkey,These ads ran without a disclaimer,≤100,1
130213701875286,Constantin Ghimici - USR Săucești,George Ghimici,≤100,1
100109235144296,Grecu Ioan,Emanuel Bucatariu,≤100,4
541112929427903,Maxim Maricel,These ads ran without a disclaimer,≤100,2
249553829219783,Adrian Achim,Adrian Achim,≤100,1
1620767004825305,Ryan's Pub,These ads ran without a disclaimer,≤100,2
210381956409602,Lotos Claudiu,Lotos Claudiu Vasile,≤100,1
102989511563764,Courtney,These ads ran without a disclaimer,≤100,4
105930017642049,Panescu Ana-Maria,Panescu Ana-Maria,≤100,3
1762885150697278,USR Deta,USR Timiș,≤100,1
1601334153417885,RMDSZ Kolozs Megye,These ads ran without a disclaimer,≤100,2
724374504307994,Vladimir Petruț,These ads ran without a disclaimer,≤100,1
2315701198642239,Departamentul pentru Comunicații și Societate Informațională a PSD Cluj,These ads ran without a disclaimer,≤100,2
105409047892855,Organizația PNL Castelu,Ilie Druga,≤100,3
297642743698707,RMDSZ Kolozsvári Szervezet,These ads ran without a disclaimer,≤100,1
603874909641104,PNL Ilfov,Partidul Naţional Liberal,≤100,1
335590526969615,USR Iecea Mare,USR Timiș,≤100,1
746242975763485,PNL Dragomiresti Vaslui,These ads ran without a disclaimer,≤100,2
204812616919878,USR Teremia Mare,USR Timiș,≤100,1
105373207940349,Erdélyi Magyar Szövetség - Nyárádszereda,Erdélyi Magyar Szövetség - Nyárádszereda,≤100,1
172864959964563,2 bilete pentru DD,These ads ran without a disclaimer,≤100,1
100512498641018,Revolutia 89 prin ochii lui Popescu,Alexandru Popescu,≤100,1
1192904654070162,Global Learning,These ads ran without a disclaimer,≤100,1
300811613941099,Pentru orașul nostru/A mi városunkért,These ads ran without a disclaimer,≤100,1
109764447096365,Gheorghe Sârbu,These ads ran without a disclaimer,≤100,1
105502244123844,Mișcarea pentru Hunedoara,These ads ran without a disclaimer,≤100,1
116502920204152,Chiș Bălan Ilie,Partidul Social Democrat - Organizația Județeană Mureș,≤100,2
762425730781895,World of Kings,These ads ran without a disclaimer,≤100,4
251151855337517,USR Gătaia,USR Timiș,≤100,1
100466434900610,Cristina Lăcătușu,Cristina Lacatusu,≤100,2
1370610756389472,Tőzsdeikereskedés.hu,These ads ran without a disclaimer,≤100,1
112947000456157,PMP Tg. Frumos,These ads ran without a disclaimer,≤100,1
235993003223123,Moldova vrea autostrada,Moldova vrea autostrada,≤100,1
110957547190800,Alexandru Anca,These ads ran without a disclaimer,≤100,2
193786314889253,USR Bolintin-Vale,USR PLUS Bolintin-Vale,≤100,1
204019996898853,Adevărul despre liderii USR,These ads ran without a disclaimer,≤100,3
103245471820094,Flavius Bălăcenoiu,Flavius Bălăcenoiu,≤100,1
103399884533011,Lupu Daniel,These ads ran without a disclaimer,≤100,2
105716934902404,RoVox.ro,RoVox.ro,≤100,2
992108164147003,PNL Orăștie,Adriana Chira,≤100,2
428368927618715,PNL Turnu Magurele,These ads ran without a disclaimer,≤100,1
188234015130677,USR Traian Vuia,USR Timiș,≤100,2
0,Marketplace Seller 1235202877,These ads ran without a disclaimer,≤100,2
111463417179582,Alianța Renașterea Națională,Radu Butu,≤100,1
1870941573000942,Elena Gene Fir Cu Fir,These ads ran without a disclaimer,≤100,1
103103994366140,OrtoPreşedintele României,These ads ran without a disclaimer,≤100,1
108197590815908,Adrian Ionut Chesnoiu,These ads ran without a disclaimer,≤100,1
344451406399682,The Therapy Hub by Gabriela Enea,These ads ran without a disclaimer,≤100,2
206401763572270,Radu Sorin Cătălin,These ads ran without a disclaimer,≤100,2
323474891057935,Gyergyó Területi RMDSZ,Gyergyó Területi RMDSZ,≤100,7
957305967719678,Sergiu DAVID,Sergiu David,≤100,2
1468698500120881,Rares Music,These ads ran without a disclaimer,≤100,1
1116110425071553,PNL Vaslui,These ads ran without a disclaimer,≤100,1
103626354556446,Generația PLUS Bacău,These ads ran without a disclaimer,≤100,1
423493417808820,Partidul Ecologist Român - Filiala Constanța,These ads ran without a disclaimer,≤100,1
119241733251489,Pro-TV,ProTv,≤100,4
370625220219883,Napoleon Valentin Alexandru,These ads ran without a disclaimer,≤100,1
255273748884014,Gurau Victor - Candidat Primar PMP,Gurau Victor,≤100,2
1759070830825419,USR Beba Veche,USR Timiș,≤100,1
962408664147790,PPU sl Cluj,Vlad Filip,≤100,1
116974672324149,Advazatorul,These ads ran without a disclaimer,≤100,2
112309393935445,Medragoniu Gabi Damian,Gabi-Damian Medragoniu,≤100,1
101016455042060,Birtalan István,Birtalan Istvan,≤100,1
317416475837117,Vintila Gheorghe,These ads ran without a disclaimer,≤100,1
106409744498859,PMP Sânmartin,Delta Hub 97 SRL,≤100,1
394285267643676,USR Checea,USR Timiș,≤100,1
207398299275366,Flavius Bunoiu,These ads ran without a disclaimer,≤100,1
2286106881630967,"Departamentul pentru Mediul de Afaceri, Comerț și Antreprenoriat al PSD B-N",These ads ran without a disclaimer,≤100,2
100933508362049,Cristian Marius Nicula,Cristian-Marius Nicula,≤100,1
106065477503450,Awesome,These ads ran without a disclaimer,≤100,1
104586188161783,Caramalău Sebastian,Sebastian Caramalau,≤100,2
362401284628673,PNL Geoagiu,These ads ran without a disclaimer,≤100,1
866692350110364,PSD Mangalia,These ads ran without a disclaimer,≤100,1
207244189859225,USR Tormac,USR Timiș,≤100,1
1534074070163779,Centrul de formare profesională a adulților Mediasoft Arad,These ads ran without a disclaimer,≤100,1
112653090425080,m.lau09,These ads ran without a disclaimer,≤100,9
807941322931602,PLUS Tulcea,"Partidul Libertate, Unitate și Solidaritate",≤100,1
102566114748756,Informer,These ads ran without a disclaimer,≤100,1
121025742627946,Adrian-Ioan Benteu,Claudiu Mihuț,≤100,1
323141781545303,Radu Cosca,These ads ran without a disclaimer,≤100,2
197172567783938,USR Zlatna,USR ALBA,≤100,2
2088717321344619,USR Boldur,USR Timiș,≤100,1
109353123957828,Laura Coman,These ads ran without a disclaimer,≤100,3
106986067571041,USR Municipiul Suceava,Partidul USR,≤100,2
212167245482095,dVb Events,These ads ran without a disclaimer,≤100,1
100288384833973,"Nae Daniela - Consilier local la Primaria Vidra , judet Ilfov",Partidul Miscarea Populara,≤100,3
296127894251801,USR Bârna,USR Timiș,≤100,1
2257147700990878,PeRol,These ads ran without a disclaimer,≤100,1
171521453227683,Vlaston Stefan,These ads ran without a disclaimer,≤100,1
1169642843071213,Asociatia Administratorilor de Fonduri - AAF,These ads ran without a disclaimer,≤100,2
267183130390984,USR Gottlob,USR Timiș,≤100,1
107659100749878,Idita Marius,Idita Marius,≤100,1
1641186165993507,USR Ogrezeni,USR PLUS Ogrezeni,≤100,1
1950271761856349,PNȚ Maniu-Mihalache Campina,These ads ran without a disclaimer,≤100,2
574856422876337,USR Coșteiu,USR Timiș,≤100,1
357663681668500,Inițiativa Pătârlagele,Constantin Mircică,≤100,2
100356085129315,ALDE-Cazasu,Bardaș Alexandru,≤100,1
110376757545574,Penesel Andreea Elena,Andreea-Elena Penesel,≤100,1
1514001565566589,Robert Dorin Filip,These ads ran without a disclaimer,≤100,1
365383893978654,USR Livezile,USR Timiș,≤100,1
276319289573650,USR Birda,USR Timiș,≤100,1
310237936506449,PNL Ogrezeni,Dana Andreea Danciu,≤100,1
758860197588736,PNL Organizatia Limanu,These ads ran without a disclaimer,≤100,4
402759860230006,Tenis Club Olimpia,These ads ran without a disclaimer,≤100,2
1669246393349510,PNL Gura Humorului,PNL Gura Humorului,≤100,2
2689393464421146,Csibi Attila Zoltán,These ads ran without a disclaimer,≤100,1
107376754175330,USR Gogoșu,Uniunea Salvați România,≤100,1
1542913749062396,Rafael & Friends,These ads ran without a disclaimer,≤100,1
100201184839627,BioresonanceFlow,These ads ran without a disclaimer,≤100,1
107737297713558,PRO Romania Panciu,These ads ran without a disclaimer,≤100,1
1875801402634332,Best Design Crowdfunding Projects,These ads ran without a disclaimer,≤100,7
760551490943146,Etrangère Mère,These ads ran without a disclaimer,≤100,2
164355333623231,The Left,These ads ran without a disclaimer,≤100,2
101398158121982,madalin_rlm,These ads ran without a disclaimer,≤100,5
102220024709882,Hadîmbu Ionuț Emanuel,USR Bacău,≤100,1
874454076033782,Constanța Live,These ads ran without a disclaimer,≤100,1
104311191531673,Valentin Bosneac,Lollipop Advertising,≤100,1
47710652725,Goethe-Institut,These ads ran without a disclaimer,≤100,27
102858724869118,Vasile Aurelian Rus. Candidat independent Primaria Rusii-Munti,Rus Aurelian,≤100,2
112433077255194,Schimbareinvolei,These ads ran without a disclaimer,≤100,1
115244700201759,Sebastian Hosu,Sebastian Hosu,≤100,2
108116587668209,Luminița Bob,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 3796805132,These ads ran without a disclaimer,≤100,1
593069601205127,Florin Zaharia,These ads ran without a disclaimer,≤100,3
784009015121501,Kendy Polestin,These ads ran without a disclaimer,≤100,4
314598812399896,USR Nădlac,These ads ran without a disclaimer,≤100,5
627178867728403,USR Cordun Pildești Simionești,USR Neamt,≤100,1
151263251599521,REGINA MARIA - Rețeaua Privată de Sănătate,These ads ran without a disclaimer,≤100,6
611295286194080,În pix de România,These ads ran without a disclaimer,≤100,2
109287280590900,Adrian Bogdan Cadar,These ads ran without a disclaimer,≤100,1
1780528075550888,USR Vrancea,These ads ran without a disclaimer,≤100,1
104790037929909,Millennialist,These ads ran without a disclaimer,≤100,1
102616238225106,Faktum Album,These ads ran without a disclaimer,≤100,1
419866861913966,PNL Pogoanele,BANU COSTEL-MARIUS,≤100,1
103000167893522,Ciprian Grosu,Alianta USRPLUS,≤100,1
693607427366459,Porter Novelli Romania,These ads ran without a disclaimer,≤100,2
112102253503716,Monitorul de Azi,These ads ran without a disclaimer,≤100,3
957305967719678,Sergiu DAVID,These ads ran without a disclaimer,≤100,4
195698450516274,Federația “Solidaritatea Sanitară” din România,These ads ran without a disclaimer,≤100,1
1932360043643424,USR Târgoviște,Margarit Dan,≤100,2
111849407236311,Stef Marius,Alexandra-Maria Ștef,≤100,2
561137427355058,Septimiu Cătălin Țurcaș,These ads ran without a disclaimer,≤100,1
101049094694532,Cotidianul de Mehedinți,Trust Marketing,≤100,2
108171930863714,Razvan Cuc,These ads ran without a disclaimer,≤100,1
101409114972115,PRO România Strejești,PRO România Olt,≤100,2
449380442223620,Hbbm,These ads ran without a disclaimer,≤100,2
594581530998879,USR Târlișua,USR Târlișua,≤100,4
110085440832183,Schimbarea în bine,These ads ran without a disclaimer,≤100,1
101611194987901,PRO România Vad,Megasoft Systems,≤100,2
106845377650421,7HD-Live,These ads ran without a disclaimer,≤100,1
879505085519184,PNL Negrești Vaslui,These ads ran without a disclaimer,≤100,1
758458107650620,USR Bârnova,USR BÂRNOVA,≤100,2
1434871360074073,MAGAZIN CRITIC,Cioaba Ionel,≤100,3
102239277989981,Ceai.Tea.Cha,These ads ran without a disclaimer,≤100,1
2265249580380063,Năvodăreni,Valentin Păduraru,≤100,1
100104321883853,florarialavieenrose_boutique,These ads ran without a disclaimer,≤100,2
309748249443745,Oláh Emese,These ads ran without a disclaimer,≤100,3
577227972961075,Liviu Martiniuc,Partidul Național Liberal - Botoșani,≤100,2
670169136952323,Hodor Vasile-Florin,These ads ran without a disclaimer,≤100,1
241796540055914,PNL Panticeu,These ads ran without a disclaimer,≤100,3
1741694242708607,Ne vrem primarul inapoi- Piedone te iubim,These ads ran without a disclaimer,≤100,3
295712117973685,Reea Agency,These ads ran without a disclaimer,≤100,1
115668666503480,Partidul Verde Jimbolia,Lucian Lobonea,≤100,4
418238588336821,PNL Municipiul Hunedoara,These ads ran without a disclaimer,≤100,18
113665603357566,PLUS - Barnova,These ads ran without a disclaimer,≤100,1
707208623009553,Andreea Mezdroiu - NLP Coach,These ads ran without a disclaimer,≤100,1
176834732936219,Stupinanastase,These ads ran without a disclaimer,≤100,1
100804341805093,Arbori Remarcabili din Brașov,These ads ran without a disclaimer,≤100,1
153754291326316,Calea Europeană,These ads ran without a disclaimer,≤100,1
107237680780101,Pro Romania Bragadiru,These ads ran without a disclaimer,≤100,2
113379926713248,Timofei Gheorghe,These ads ran without a disclaimer,≤100,2
519093894797918,Eugen Orlando Teodorovici,Intze Alina Narcisa,≤100,5
215615605537784,Corneliu Olar,These ads ran without a disclaimer,≤100,3
175197379165824,Olt TV,These ads ran without a disclaimer,≤100,1
112130920695351,Samuel Zărnescu,Zarnescu Samuel,≤100,3
101042701624558,Coconut garden in Sweden,These ads ran without a disclaimer,≤100,3
580918005451320,PSD Sendreni Galati,These ads ran without a disclaimer,≤100,1
110454094136565,Ecommerce Obsession,These ads ran without a disclaimer,≤100,3
104568927924902,Sindicatul Forum din Primaria Municipiului București,These ads ran without a disclaimer,≤100,4
357967118296334,USR Negrilești,USR Negrilești,≤100,4
404311656388096,Organizatia de Tineret PMP Sector 1,Catalin Vreme,≤100,2
105720737973322,Cristi Berea,These ads ran without a disclaimer,≤100,1
2652340741507429,PNL Frasin,These ads ran without a disclaimer,≤100,2
100372245019134,Fermier Informat,These ads ran without a disclaimer,≤100,2
100133258233833,"Satiră, umor, stiri si critică.",These ads ran without a disclaimer,≤100,1
1819786738267442,Carmen Ionescu,These ads ran without a disclaimer,≤100,1
393265311009584,Podișul Nord Dobrogean,These ads ran without a disclaimer,≤100,2
103963427630090,Florinel Stancu,PRO ROMANIA DOLJ executata de OLTENIA STAR SRL,≤100,4
112054900275050,Megahealth,These ads ran without a disclaimer,≤100,1
190010265716,Cisco Networking Academy,These ads ran without a disclaimer,≤100,35
321073368705699,Dc 360,These ads ran without a disclaimer,≤100,3
112156673863929,ARN BIHOR,These ads ran without a disclaimer,≤100,1
133498270616451,Revelații,These ads ran without a disclaimer,≤100,2
1530029803905343,Președintele României,These ads ran without a disclaimer,≤100,1
486480055051060,10 pentru folclor,These ads ran without a disclaimer,≤100,1
207661032943484,Covrigea Gheorghe,These ads ran without a disclaimer,≤100,1
107873390638192,USR Dumbrăveni,USR Constanța,≤100,1
100173244943498,Niuz,These ads ran without a disclaimer,≤100,1
