Page ID,Page Name,Disclaimer,Amount Spent (HUF),Number of Ads in Library
633747913767651,The Loose Lemon,These ads ran without a disclaimer,≤100,1
110184377340359,Natural Teeth Company,These ads ran without a disclaimer,≤100,1
378084314984,Trane Technologies,These ads ran without a disclaimer,≤100,1
867962259958927,Airinum,These ads ran without a disclaimer,≤100,1
107324477293153,Hinovel- English,These ads ran without a disclaimer,≤100,1
140346173337288,Yannick Scherthan Photography,These ads ran without a disclaimer,≤100,1
376692216202,CLEAR RIVERS,These ads ran without a disclaimer,≤100,1
206104336662749,ThreeKingdomsOverlord,These ads ran without a disclaimer,≤100,1
154170241261186,New England Conservatory,These ads ran without a disclaimer,≤100,1
334738253383802,AymeeN HaliM,These ads ran without a disclaimer,≤100,1
2027504947300292,SquaredFinancial,These ads ran without a disclaimer,≤100,1
135070526568467,Jade Marie,These ads ran without a disclaimer,≤100,1
838532589839801,Graberry,These ads ran without a disclaimer,≤100,19
44469649409,Malin+Goetz,These ads ran without a disclaimer,≤100,1
114975555342071,Tocco Toscano,These ads ran without a disclaimer,≤100,1
104156367660235,Anniversary t-shirt design,These ads ran without a disclaimer,≤100,2
150101695010185,Schwarzkopf Professional,These ads ran without a disclaimer,≤100,1
186188888200067,Global Himalayan Expedition,These ads ran without a disclaimer,≤100,1
647107055713016,CESI - Independent Trade Unions,These ads ran without a disclaimer,≤100,1
102642731090928,Doot-2,These ads ran without a disclaimer,≤100,1
1073426209458633,Wecheke Kawiñ,These ads ran without a disclaimer,≤100,1
208398886747282,Just a Soldier,These ads ran without a disclaimer,≤100,1
5883973269,Liberal Democrats,the Liberal Democrats,≤100,1
103330614770934,Ocean Project,These ads ran without a disclaimer,≤100,835
739843336063574,online-trainer-lizenz.de,These ads ran without a disclaimer,≤100,1
142741275867411,SynBioBeta,These ads ran without a disclaimer,≤100,1
182386999354785,photo-letter,These ads ran without a disclaimer,≤100,1
211036652300747,Hiwa ahmed mustafa,These ads ran without a disclaimer,≤100,1
356341751592104,Seeker,These ads ran without a disclaimer,≤100,1
108855184097753,Global Refugee Led Network,These ads ran without a disclaimer,≤100,1
111964254031169,Wiwnin is the best in the world,These ads ran without a disclaimer,≤100,2
134770729955610,Federation of Indian Chambers of Commerce & Industry (FICCI),These ads ran without a disclaimer,≤100,1
529955580364212,SMA International,These ads ran without a disclaimer,≤100,2
260955680664004,GingerL,These ads ran without a disclaimer,≤100,1
386203258891806,Bonny Eyes,These ads ran without a disclaimer,≤100,5
435916273117824,La Fabbrica della Pasta di Gragnano,These ads ran without a disclaimer,≤100,2
1638447116439195,Alina Rubin Makeup & Hair,These ads ran without a disclaimer,≤100,1
100250915122908,Gamer's Spot,These ads ran without a disclaimer,≤100,5
468009339894420,304 Clothing,These ads ran without a disclaimer,≤100,1
2061970027436606,Hello LGBTQ,These ads ran without a disclaimer,≤100,3
118184978196457,DW فارسی,These ads ran without a disclaimer,≤100,7
295446797213542,China.org.cn,These ads ran without a disclaimer,≤100,1
857736804325035,美麗日報 Beauties of Life,美麗日報,≤100,5
103071051119115,Single.Earth,These ads ran without a disclaimer,≤100,11
65639912452,Trevor Noah,These ads ran without a disclaimer,≤100,2
274424455998063,ASU Department of English,These ads ran without a disclaimer,≤100,2
938742166191164,Talent Works International,These ads ran without a disclaimer,≤100,1
163571070335011,Kizomba Spain,These ads ran without a disclaimer,≤100,1
1691667177798461,Brut,These ads ran without a disclaimer,≤100,17
108884874000798,OneFemme,These ads ran without a disclaimer,≤100,13
105753827466257,Association for Developing Voluntary Work Novo mesto,These ads ran without a disclaimer,≤100,1
454811961209535,"UOW: University of Wollongong, Australia",These ads ran without a disclaimer,≤100,1
109921265690429,Conway Hall,These ads ran without a disclaimer,≤100,1
11449543593,Carlos Ocariz,These ads ran without a disclaimer,≤100,1
353050268688935,Algériens Sans Frontières,These ads ran without a disclaimer,≤100,1
108878030885935,Love Unicorn,These ads ran without a disclaimer,≤100,23
364182014064017,Awesome TeeShirt,These ads ran without a disclaimer,≤100,3
289072628403394,Braanix,These ads ran without a disclaimer,≤100,2
2409084425774877,Anna Machowiak,These ads ran without a disclaimer,≤100,1
976675762488486,Meme sniping,These ads ran without a disclaimer,≤100,1
1546464628972874,Climate-KIC Talent Community,These ads ran without a disclaimer,≤100,2
102979778136750,Hym,These ads ran without a disclaimer,≤100,1
106583557804272,League of Legends Memes,These ads ran without a disclaimer,≤100,1
298671310663756,Beebagz,These ads ran without a disclaimer,≤100,1
108113744237020,Smart Call Screen,These ads ran without a disclaimer,≤100,1
1623171407933057,Student Loan Tutor,These ads ran without a disclaimer,≤100,1
508621386147294,Isla Ida Bracelets,These ads ran without a disclaimer,≤100,3
154467584677056,Moontricks,These ads ran without a disclaimer,≤100,1
2245716482173249,Eternal Beautys,These ads ran without a disclaimer,≤100,2
111430910273432,CartonWater,These ads ran without a disclaimer,≤100,1
101638981560323,Daljir Magan,These ads ran without a disclaimer,≤100,1
107688900937991,Rogue Art,These ads ran without a disclaimer,≤100,1
2277117589182703,Healthy Water Healthy Life,These ads ran without a disclaimer,≤100,1
102464258242733,"Europeans, help Belarus",These ads ran without a disclaimer,≤100,6
18983389920,Open Society Foundations,These ads ran without a disclaimer,≤100,7
2169416540037488,GOOD,These ads ran without a disclaimer,≤100,1
747911698638588,Sons of Liberty International,These ads ran without a disclaimer,≤100,1
399953633819832,Las Malcriadas,These ads ran without a disclaimer,≤100,1
1332559990161369,Tasha,These ads ran without a disclaimer,≤100,1
100430354818513,Turtle Mission,These ads ran without a disclaimer,≤100,9
102510676454800,La MaMa Umbria International,These ads ran without a disclaimer,≤100,1
419794381380683,Savory Institute,Savory Institute,≤100,6
1887394344883841,Leakshare,These ads ran without a disclaimer,≤100,1
102667601907666,Coach Domenic,These ads ran without a disclaimer,≤100,1
1838520349756756,PEOPLE & FOCUS,These ads ran without a disclaimer,≤100,1
1677660205813030,WeChianti,These ads ran without a disclaimer,≤100,1
25505995875,ADInstruments,These ads ran without a disclaimer,≤100,1
1646424778911073,European Centre for Press and Media Freedom ECPMF,These ads ran without a disclaimer,≤100,1
132353247111236,Simona Petrík,These ads ran without a disclaimer,≤100,1
197327840318948,AB Carrental Bonaire,These ads ran without a disclaimer,≤100,1
352969621437965,Magna Polonia,These ads ran without a disclaimer,≤100,3
109665087383299,Nemzetközi Humanista Párhuzamos Modul Párt,These ads ran without a disclaimer,≤100,1
174156965931291,Hippocrates Health Institute,"Hippocrates Health Institute, Inc.",≤100,1
225472611615792,Lurella Cosmetics.,These ads ran without a disclaimer,≤100,1
1314500438581501,Stonestreet Music,These ads ran without a disclaimer,≤100,14
76350897546,The Corrymeela Community,These ads ran without a disclaimer,≤100,1
517036541819338,Volunteer Ministers Florida,These ads ran without a disclaimer,≤100,1
146824565503248,Rosa Luxemburg Stiftung - North Africa,These ads ran without a disclaimer,≤100,1
10760031281,Hertie School,These ads ran without a disclaimer,≤100,1
1611894998846385,Siandou Fofana Officiel,These ads ran without a disclaimer,≤100,3
177900505594304,NYC Muslim Center,These ads ran without a disclaimer,≤100,1
1918557004950101,Thomas Torelli,These ads ran without a disclaimer,≤100,5
194057750637892,HowlRound Theatre Commons,These ads ran without a disclaimer,≤100,2
1675691709362077,Beautiful News,These ads ran without a disclaimer,≤100,1
1642848022600720,Agência epbr,These ads ran without a disclaimer,≤100,1
108097214277959,Ollie Wolfe,These ads ran without a disclaimer,≤100,1
1884794418267195,Hands&Soul by A.Germanova,These ads ran without a disclaimer,≤100,2
428928050986637,J's Dream Travel,These ads ran without a disclaimer,≤100,3
500085657004743,The Vegan Vibe,The Vegan Vibe,≤100,2
437489159794764,Exponea,These ads ran without a disclaimer,≤100,11
319084755431291,Wunica,These ads ran without a disclaimer,≤100,5
635922790171608,Even Miracles Take A Little Time,These ads ran without a disclaimer,≤100,1
343889266422550,Bookisha,These ads ran without a disclaimer,≤100,1
102245104977603,Focused On The Future,These ads ran without a disclaimer,≤100,2
578375866175667,Forestmatic,These ads ran without a disclaimer,≤100,2
381731515288661,Human Design,These ads ran without a disclaimer,≤100,4
566984963758480,Evo_Marka,These ads ran without a disclaimer,≤100,1
409247052548629,ClimateLaunchpad,These ads ran without a disclaimer,≤100,1
1769005416755281,Learn Spanish in Mexico City,These ads ran without a disclaimer,≤100,1
224393994267274,Peace Magazine,These ads ran without a disclaimer,≤100,1
282449449330253,"D-mighty Printing PRESS. Igbo-ora, Oyo State",These ads ran without a disclaimer,≤100,1
304750332920654,Carl DeMaio,Reform California,≤100,1
115373519868392,Zamagurie,These ads ran without a disclaimer,≤100,2
872833439735510,Cleverson Ferreira,These ads ran without a disclaimer,≤100,1
315860055809877,Mesotis,These ads ran without a disclaimer,≤100,2
33130879085,The Hastings Center,These ads ran without a disclaimer,≤100,3
167327710092323,Mollaei Law,These ads ran without a disclaimer,≤100,1
622377928096524,FAEF Federal Alliance of European Federalists,These ads ran without a disclaimer,≤100,2
843422056056756,Anoukart Photography,These ads ran without a disclaimer,≤100,1
101111364883130,Safe Air Family,These ads ran without a disclaimer,≤100,1
180520171996876,IslamInSpanish,These ads ran without a disclaimer,≤100,3
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,3
205093963028353,Collision Conf,These ads ran without a disclaimer,≤100,1
5973249561,Middlesex University,These ads ran without a disclaimer,≤100,1
148816505302255,IClub,These ads ran without a disclaimer,≤100,1
180781351967750,Lebanese Music School,These ads ran without a disclaimer,≤100,1
104670690888377,East Coast Priorities,DCCC. Not authorized by any candidate or candidate's committee.,≤100,1
108337590526147,GOOXM,These ads ran without a disclaimer,≤100,1
293935854572585,Another Level Store,These ads ran without a disclaimer,≤100,10
104007081010751,Zero Impact,These ads ran without a disclaimer,≤100,1
542309695802789,International Tiger Project,These ads ran without a disclaimer,≤100,1
435172987257283,Ecobrushearth,These ads ran without a disclaimer,≤100,1
458802837620732,LePrince Doorson,These ads ran without a disclaimer,≤100,1
206454762888,Nashville Rescue Mission,Nashville Rescue Mission,≤100,2
566204300578557,International Socialist Alternative,These ads ran without a disclaimer,≤100,2
336803516847181,Fabien Kranzeder - AfD,These ads ran without a disclaimer,≤100,1
107799854043159,CyberNews,These ads ran without a disclaimer,≤100,9
1647746348656624,Irina Liakh,These ads ran without a disclaimer,≤100,1
107246300841636,Peanut Jeff Dunham,These ads ran without a disclaimer,≤100,1
107679240953107,Lemkowithhistory,These ads ran without a disclaimer,≤100,1
116700222203350,BetterMe,These ads ran without a disclaimer,≤100,3
47710652725,Goethe-Institut,These ads ran without a disclaimer,≤100,38
121802091214061,MODA Fashion Exhibitions,These ads ran without a disclaimer,≤100,1
199307546902179,Daniel C Juster Official,These ads ran without a disclaimer,≤100,2
104588134844572,Римский роман,These ads ran without a disclaimer,≤100,1
1763301617233852,Ray Style,These ads ran without a disclaimer,≤100,2
127634661165189,אביתר אלבאז - Evyatar Elbaz,These ads ran without a disclaimer,≤100,3
447642692401592,Buteyko - Learn Buteyko Online,These ads ran without a disclaimer,≤100,2
581521652328197,Midnight 00.00,These ads ran without a disclaimer,≤100,2
113127876713574,I Love Being A Black Woman,These ads ran without a disclaimer,≤100,1
171090836253231,Aitken Spence Travels,These ads ran without a disclaimer,≤100,1
2282241388670058,Ubuntoo,These ads ran without a disclaimer,≤100,1
160117367929933,ARISE,These ads ran without a disclaimer,≤100,1
1619664661430796,Plastics Recyclers Europe,These ads ran without a disclaimer,≤100,1
104582497696989,Aware.Amsterdam,These ads ran without a disclaimer,≤100,2
100105585085829,Author Tom J. Ervin,These ads ran without a disclaimer,≤100,1
2121543634600149,Ambassador of Islam,These ads ran without a disclaimer,≤100,2
111997820583272,Intimissio Cups,These ads ran without a disclaimer,≤100,25
486312795161,Elay Lazutkin,These ads ran without a disclaimer,≤100,1
166618413413767,Jay Sekulow,American Center for Law and Justice,≤100,1
1754120378229176,The Rotten Fruit Box,These ads ran without a disclaimer,≤100,1
696730300526987,Muscat's Corruption Legacy,These ads ran without a disclaimer,≤100,13
106014004514310,Fireside Breakdowns,These ads ran without a disclaimer,≤100,2
285767811498137,Fanack.com  عربي,These ads ran without a disclaimer,≤100,13
10261403667,Europeana.eu,These ads ran without a disclaimer,≤100,1
672924416496557,DRINK WORLD,These ads ran without a disclaimer,≤100,1
638707519655000,Craft & Oak,These ads ran without a disclaimer,≤100,1
107423650794384,Chronic & Beauty Inc.,These ads ran without a disclaimer,≤100,1
824110414271095,Lain Garcia Calvo,These ads ran without a disclaimer,≤100,11
193226147522500,Fundación Mezquita de Sevilla,These ads ran without a disclaimer,≤100,2
888474211265555,BDS Blockade Israel,These ads ran without a disclaimer,≤100,1
489624048189084,Hot Special Discount,These ads ran without a disclaimer,≤100,2
274989255972658,ese,These ads ran without a disclaimer,≤100,1
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,≤100,2
774147452924955,HP: Little Online Store,These ads ran without a disclaimer,≤100,9
227152128045894,Little Flair,These ads ran without a disclaimer,≤100,24
9316648525,The Chicago School of Professional Psychology,These ads ran without a disclaimer,≤100,1
108754304191495,USA Strong,These ads ran without a disclaimer,≤100,1
258357757657262,Thermo Fisher Scientific,These ads ran without a disclaimer,≤100,1
675106226337397,Life Proof Lab,These ads ran without a disclaimer,≤100,2
110647987228791,Earth4Tomorrow,These ads ran without a disclaimer,≤100,2
450466435705295,Starkme.like,These ads ran without a disclaimer,≤100,3
189426461181126,Backgammon Live,These ads ran without a disclaimer,≤100,1
145670928797173,Журнал Harvard Business Review Россия,These ads ran without a disclaimer,≤100,2
0,Instagram User 5361628992,These ads ran without a disclaimer,≤100,1
112447346962660,"Алёна Маснева, пишу и хихикаю",These ads ran without a disclaimer,≤100,1
2259704507429425,Responses to the NZ Mosque attacks,These ads ran without a disclaimer,≤100,3
543415202526268,voestalpine Böhler Welding,These ads ran without a disclaimer,≤100,1
102149884482927,Zero Waste MVMT,These ads ran without a disclaimer,≤100,1
484130455683370,Європейський Деканат УПЦ КП,These ads ran without a disclaimer,≤100,1
2371071496554597,La Vérité,These ads ran without a disclaimer,≤100,1
303798486465804,Flora & Fauna,These ads ran without a disclaimer,≤100,5
2135423670118937,Baia Mare 2023,These ads ran without a disclaimer,≤100,1
127222130698993,Elnashra - Lebanon News,These ads ran without a disclaimer,≤100,7
107555694411597,小 说 阅 读 吧,These ads ran without a disclaimer,≤100,3
161916260510295,Òmnium Cultural,These ads ran without a disclaimer,≤100,39
200390890542101,Huo Bing,These ads ran without a disclaimer,≤100,1
1463646673730424,CEDA,These ads ran without a disclaimer,≤100,3
556676771179688,Coco and Chili the Mini Doxies,These ads ran without a disclaimer,≤100,1
357766041247125,Terra Hub Croatia,These ads ran without a disclaimer,≤100,1
1767102436740022,Yannick Bery,These ads ran without a disclaimer,≤100,2
1331461700293350,packiteco,These ads ran without a disclaimer,≤100,2
451764368499181,Tune Era,These ads ran without a disclaimer,≤100,1
363289823727790,Lisha Antiqua - Holistic Psychologist,These ads ran without a disclaimer,≤100,1
642203662887485,Hott-B. Store,These ads ran without a disclaimer,≤100,1
100390704961625,Immu Jet,These ads ran without a disclaimer,≤100,1
1744645559132653,Jah Happy Life,These ads ran without a disclaimer,≤100,1
115182658491814,Giraffe Heroes,These ads ran without a disclaimer,≤100,1
1409737959347934,Global Citizen,These ads ran without a disclaimer,≤100,3
1236145233226942,GameCube,These ads ran without a disclaimer,≤100,1
177633099471516,تركي آل الشيخ - Turki Al Alshikh,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,10
1573441899601646,Hismile,These ads ran without a disclaimer,≤100,12
2006958696239686,Emanuela Del Re,These ads ran without a disclaimer,≤100,1
103822167827790,EcoLids,These ads ran without a disclaimer,≤100,5
371892023672976,Proud of My Serbian Roots,These ads ran without a disclaimer,≤100,2
179307472725958,EU-Russia Legal Dialogue,These ads ran without a disclaimer,≤100,1
103137791065519,Levelling the Field,These ads ran without a disclaimer,≤100,4
290897577610804,Tickmill,These ads ran without a disclaimer,≤100,4
365303251010594,Marcelo Dutra,These ads ran without a disclaimer,≤100,2
16865030420,Christianity Today,These ads ran without a disclaimer,≤100,1
109253394199032,Excellent book,These ads ran without a disclaimer,≤100,19
196689261011751,Onechoiceapparel,These ads ran without a disclaimer,≤100,19
110767605662224,CropLife International,These ads ran without a disclaimer,≤100,1
496007773748128,Aurora Baréalisse Marketing,These ads ran without a disclaimer,≤100,1
107747420939742,Eco Interstellar,These ads ran without a disclaimer,≤100,1
109533817308782,Going Green Media,These ads ran without a disclaimer,≤100,1
311770836170617,HourPlace,These ads ran without a disclaimer,≤100,16
2920260511349241,Natursphere,These ads ran without a disclaimer,≤100,5
596461787127777,Peter Szabo,These ads ran without a disclaimer,≤100,7
129108824313320,Shop Honu,These ads ran without a disclaimer,≤100,4
105191898010108,Романов,These ads ran without a disclaimer,≤100,3
146767845365471,TGEU,These ads ran without a disclaimer,≤100,1
193773314132490,Ballinu Montana,These ads ran without a disclaimer,≤100,3
315160671967064,Council of Europe - Directorate General Human Rights and Rule of Law,These ads ran without a disclaimer,≤100,9
334381706622577,Better Finance,These ads ran without a disclaimer,≤100,1
105037117662156,Freelancing.eu,These ads ran without a disclaimer,≤100,1
2340283249583578,Spread Hope,These ads ran without a disclaimer,≤100,2
108376957522738,Drums WRLD,These ads ran without a disclaimer,≤100,1
165971287537086,We Can Organisation Internationale Pour la Défense des Droits des Réfugiés,These ads ran without a disclaimer,≤100,5
106512657855654,გაყალბებული ოქმები,These ads ran without a disclaimer,≤100,9
398633004228128,Canadian Life,These ads ran without a disclaimer,≤100,1
1084277381757746,My Pride Wear,These ads ran without a disclaimer,≤100,2
326609374026312,Provida AFP,These ads ran without a disclaimer,≤100,3
292351509697,Jerusalem Prayer Team,These ads ran without a disclaimer,≤100,1
450914108348994,Mister TEE,These ads ran without a disclaimer,≤100,1
1308755782536995,BeautyPreneur,These ads ran without a disclaimer,≤100,2
274676873445175,AVAJA,These ads ran without a disclaimer,≤100,1
539027006430790,Cash Roadster,These ads ran without a disclaimer,≤100,2
2104172293163010,Australian Institute for Peace and Dialogue,These ads ran without a disclaimer,≤100,2
109723267063574,Trezuma,These ads ran without a disclaimer,≤100,7
506680536015406,HumanProgress.org,These ads ran without a disclaimer,≤100,1
100175698121757,Radoi Remus,These ads ran without a disclaimer,≤100,1
101780601699788,Glimmering Jewellery,These ads ran without a disclaimer,≤100,5
110044873939739,Rehó János,These ads ran without a disclaimer,≤100,1
109389757313727,Spherie and 3D Photos,These ads ran without a disclaimer,≤100,2
188972590657,Moto.pl,These ads ran without a disclaimer,≤100,20
230112970361414,EIT - European Institute of Innovation and Technology,These ads ran without a disclaimer,≤100,2
761870613900500,CCTV 中文,These ads ran without a disclaimer,≤100,9
102679554433964,Economics & Finance 2019,These ads ran without a disclaimer,≤100,1
354337222269305,Everless Life,These ads ran without a disclaimer,≤100,2
297339700960830,Busech Shopping,These ads ran without a disclaimer,≤100,5
661365270914665,Nano Resort,These ads ran without a disclaimer,≤100,1
101080074928269,Pablo Lapi,These ads ran without a disclaimer,≤100,1
316747825721349,Rollic,These ads ran without a disclaimer,≤100,3
109141464149668,FodexGross,These ads ran without a disclaimer,≤100,1
101456028348247,Belyi kitsanpalitra,These ads ran without a disclaimer,≤100,1
527860447659180,Dagmar Leo Photography,These ads ran without a disclaimer,≤100,1
102019694944347,calmnature_,These ads ran without a disclaimer,≤100,1
203290393026344,Sébastien Night,These ads ran without a disclaimer,≤100,1
1484182851884736,Mila Marsel,These ads ran without a disclaimer,≤100,2
118429115487693,UEF Chamber of Commerce,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa-Luxemburg-Stiftung / English,These ads ran without a disclaimer,≤100,6
2110052459220671,Olivia Belli,These ads ran without a disclaimer,≤100,1
754127904605680,Cezo.ro,These ads ran without a disclaimer,≤100,1
1517088885216557,AIG,These ads ran without a disclaimer,≤100,2
102371144884962,TVBee World,These ads ran without a disclaimer,≤100,6
374698919730555,SmallRig De,These ads ran without a disclaimer,≤100,1
1782646948686572,Universal Peace Federation Europe & Middle East,These ads ran without a disclaimer,≤100,1
877334578992643,Pestana Collection Hotels,These ads ran without a disclaimer,≤100,1
1675936939185114,JFO Club,These ads ran without a disclaimer,≤100,1
281536961872906,Madinah.com,These ads ran without a disclaimer,≤100,1
1955050457891854,Susu,These ads ran without a disclaimer,≤100,8
182564285501125,ITamilNews,These ads ran without a disclaimer,≤100,2
233611590690524,El Horóscopo de Hoy,These ads ran without a disclaimer,≤100,1
1309925725776765,Altaforte Edizioni,These ads ran without a disclaimer,≤100,3
471365456770167,Lev Haolam,These ads ran without a disclaimer,≤100,1
122477944648,KIDPRENEURS,These ads ran without a disclaimer,≤100,1
2086704258277112,VIRE,These ads ran without a disclaimer,≤100,3
70937137362,EEA and Norway Grants,These ads ran without a disclaimer,≤100,3
105470521460117,Sky Lander,These ads ran without a disclaimer,≤100,8
1165785766902284,Western Canadian Oil,These ads ran without a disclaimer,≤100,1
110050977192823,Amber Navarrette,These ads ran without a disclaimer,≤100,1
668031516635463,Européens Sans Frontières,These ads ran without a disclaimer,≤100,4
585196581502195,Aztec Diamond Equestrian,These ads ran without a disclaimer,≤100,1
603959439665212,Dharma Bums Yoga & Activewear,These ads ran without a disclaimer,≤100,13
354508231338860,The Boucher Legacy,These ads ran without a disclaimer,≤100,1
535807280265668,BuzzyRange,These ads ran without a disclaimer,≤100,28
101886144571843,Trendy Tees,These ads ran without a disclaimer,≤100,8
117446576718391,Rianna Pom,These ads ran without a disclaimer,≤100,6
200146900023955,The American Dream,These ads ran without a disclaimer,≤100,1
536127276416291,Artifact,These ads ran without a disclaimer,≤100,2
389202717789895,PHmuseum,These ads ran without a disclaimer,≤100,1
1516888728566871,Just an Army,These ads ran without a disclaimer,≤100,1
101429471956531,100061453803508 1,These ads ran without a disclaimer,≤100,2
955460954562857,CrimsonViolet,These ads ran without a disclaimer,≤100,6
102904828198682,justdianochka,These ads ran without a disclaimer,≤100,4
1581128715326436,Offyourmap,These ads ran without a disclaimer,≤100,1
137027629677971,BNN-News,These ads ran without a disclaimer,≤100,3
114761483282250,Ewazoom,These ads ran without a disclaimer,≤100,15
247943179229148,On Your Sleeve,ON YOUR SLEEVE,≤100,5
101328811899394,thebestofarnie,These ads ran without a disclaimer,≤100,1
631273447063863,Documentary Family Awards,These ads ran without a disclaimer,≤100,1
415817425652285,The Original Stretchy Food Lids,These ads ran without a disclaimer,≤100,3
1434793590124759,Evonomics: The Next Evolution of Economics,Evonomics,≤100,2
1914492685314898,LobsterBag for Life,These ads ran without a disclaimer,≤100,3
165987503528599,Lindsey Graham,"Team Graham, Inc.",≤100,1
137973986840264,BASMAH,These ads ran without a disclaimer,≤100,21
820230971323624,ClickFunnels,These ads ran without a disclaimer,≤100,1
272122939619428,SRIT,These ads ran without a disclaimer,≤100,4
1868330836718486,Tuning File Service,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,4
107876134179684,Better-Day,These ads ran without a disclaimer,≤100,1
577732148956414,Avanta Care Ltd.,These ads ran without a disclaimer,≤100,2
101645478174166,Dr. Leo,These ads ran without a disclaimer,≤100,2
226172767505536,Galien Foundation,These ads ran without a disclaimer,≤100,3
334237003658228,April Verrett,SEIU Local 2015,≤100,2
100969688389552,UK Hirak  حراك الجزائريين بالمملكة المتحدة,These ads ran without a disclaimer,≤100,6
355665009819,South China Morning Post,These ads ran without a disclaimer,≤100,4
103002223116292,Prawy.pl,These ads ran without a disclaimer,≤100,1
103727826332630,Alissa-Mae,These ads ran without a disclaimer,≤100,2
316435198956193,Future Fund,Future Fund PAC. Not authorized by any candidate or candidate's committee.,≤100,4
50991611802,PRS for Music,These ads ran without a disclaimer,≤100,1
932129396927204,Magyar Polgári Párt hivatalos oldala,These ads ran without a disclaimer,≤100,5
110599353943298,EGAL,These ads ran without a disclaimer,≤100,2
63044235866,UN Climate Change,These ads ran without a disclaimer,≤100,1
898842970483348,Ukiko Lolopoloza,These ads ran without a disclaimer,≤100,1
149672868418032,Harvard Radcliffe Institute,These ads ran without a disclaimer,≤100,1
117006883428860,Save Our Future,These ads ran without a disclaimer,≤100,2
114985495190528,Danone Nations Cup,These ads ran without a disclaimer,≤100,1
114153366984211,Lily_1,These ads ran without a disclaimer,≤100,1
2388244717862348,Yohannans,These ads ran without a disclaimer,≤100,1
129304317251326,Stories of Jesus in The Urantia Book,These ads ran without a disclaimer,≤100,1
619506798521929,Metropolitan Pride,These ads ran without a disclaimer,≤100,13
231560673534071,The Institute of Art and Ideas,These ads ran without a disclaimer,≤100,2
180185019111,Tygodnik Powszechny,These ads ran without a disclaimer,≤100,1
564489804248016,Biker lives matter,These ads ran without a disclaimer,≤100,2
107967584296680,Epic Bazaar,These ads ran without a disclaimer,≤100,1
174698522650077,Coalatree,These ads ran without a disclaimer,≤100,2
112318280334837,True Bikers United,These ads ran without a disclaimer,≤100,3
499176980177469,AJT Jewellery,These ads ran without a disclaimer,≤100,1
636105086420111,Artero - Statii Radio CB,These ads ran without a disclaimer,≤100,1
103361114817375,The Purée Pod,These ads ran without a disclaimer,≤100,5
102577391475142,Women Power,These ads ran without a disclaimer,≤100,2
137726233047389,Rajiv Malhotra,These ads ran without a disclaimer,≤100,2
0,Instagram User 6752403997,These ads ran without a disclaimer,≤100,1
778823058930573,The Yogi Wanderer,These ads ran without a disclaimer,≤100,2
113135636730456,Tázer Marianna,These ads ran without a disclaimer,≤100,1
618612725252732,Guido Manini Ríos,These ads ran without a disclaimer,≤100,1
1421675261420283,Construction Climate Challenge,These ads ran without a disclaimer,≤100,2
102755538213626,Love Movie,These ads ran without a disclaimer,≤100,1
158233651450504,Rabet,These ads ran without a disclaimer,≤100,2
103852861429612,Movie Fandom,These ads ran without a disclaimer,≤100,1
251496188322109,Phillips Safety,These ads ran without a disclaimer,≤100,2
107296511084399,May truth with you,These ads ran without a disclaimer,≤100,3
358124118395161,FreeMind Games,These ads ran without a disclaimer,≤100,1
2054614991479840,Openly,These ads ran without a disclaimer,≤100,2
317955385579468,Iraniete,These ads ran without a disclaimer,≤100,1
102419754798534,Bhagwan Meeting Place of Friends,These ads ran without a disclaimer,≤100,1
192333274447349,TheMayor.EU,These ads ran without a disclaimer,≤100,3
104619897862746,Lilapick,These ads ran without a disclaimer,≤100,1
446169925421401,Raphaëlle Granger Photographe,These ads ran without a disclaimer,≤100,3
317861518279356,Spoke,These ads ran without a disclaimer,≤100,2
74341131538,Carnegie Europe,These ads ran without a disclaimer,≤100,1
109281430962692,SHOP for Armenia,These ads ran without a disclaimer,≤100,5
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,9
102037047938461,Solitaire,These ads ran without a disclaimer,≤100,1
246686818686875,Tai Lopez,These ads ran without a disclaimer,≤100,7
110428762358678,RSM MBA,These ads ran without a disclaimer,≤100,2
101807725276969,kutibass,These ads ran without a disclaimer,≤100,1
122894447754361,Institute for New Economic Thinking,These ads ran without a disclaimer,≤100,4
1498422623510969,The Night Sky,These ads ran without a disclaimer,≤100,1
557862947737785,Progresívne Slovensko,These ads ran without a disclaimer,≤100,1
274256729606386,Gearhuman,These ads ran without a disclaimer,≤100,5
143343372342755,SKYLOTEC,These ads ran without a disclaimer,≤100,1
292907060825197,Lucidious,These ads ran without a disclaimer,≤100,3
177288837553,Radio Svoboda - Радио Свобода,These ads ran without a disclaimer,≤100,8
103182958344242,Business Operate,These ads ran without a disclaimer,≤100,3
147026708673515,Genetec Inc.,These ads ran without a disclaimer,≤100,4
792807861092293,ArT-CLIC,These ads ran without a disclaimer,≤100,2
110220890585105,Moohenbus,These ads ran without a disclaimer,≤100,1
1220981994590364,FT Partner Content,These ads ran without a disclaimer,≤100,2
