Page ID,Page Name,Disclaimer,Amount Spent (CZK),Number of Ads in Library
567229570370422,Eva Decroix,Decroix Eva,4474,16
283796335522682,Lepší Beroun,Luboš Zálom,4459,20
103343347903605,Tomáš Hocke,Starostové pro Liberecký kraj,4457,12
107491384331255,Stalo se nad Nisou,Petr Mikula,4452,1
55876739776,Greenpeace Česká republika,These ads ran without a disclaimer,4447,4
367656464950,TOP 09 - Praha 10,TOP 09 - Praha 10,4440,17
246919825409416,Piráti Přerov,Česká pirátská strana,4426,28
1721987611202174,Michal Zapletal - kandidát do senátu č. 1,These ads ran without a disclaimer,4417,5
566449463537820,Průmyslová ekologie,Martina Jandusová,4414,6
2016193845077300,"Renáta Zajíčková, starostka Pětky",These ads ran without a disclaimer,4405,3
168706679163,Ulice,These ads ran without a disclaimer,4389,1
243299736759156,Václav Bernard,STAROSTOVÉ A NEZÁVISLÍ,4388,17
1790739387627100,srdcomdoma,These ads ran without a disclaimer,4331,1
992961290717515,Pavel Karpíšek,Pavel Karpíšek,4325,17
1451805735037441,Čisté Ústí,Tomáš Vandas,4318,11
102055234640947,Zákony zavčas,These ads ran without a disclaimer,4313,4
517971212068689,Žijeme Znojemskem,Pavel Štohl,4294,8
311455292595290,Ivan Hýža - místostarosta Kunratic,Ivan Hýža,4291,26
111664013910338,ZaRegion,Impression Media,4288,4
542571202537813,Mgr. Radek Vincour,ODS,4274,7
113797536664479,Trà Tiêu Trĩ +,These ads ran without a disclaimer,4258,5
154380498490215,Jan Palička,Honza Palička,4250,7
386508422184056,"Ing.Alexandr Gegalčij, kandidat-Europarlament, Rozumní&Národní Demokracie",Gegalczij Alexandr,4244,15
312759208382,TOP 09 - Plzeňský kraj,TOP 09,4240,6
110161077470917,Strážci,Evropské hodnoty z.s.,4231,7
103855997827256,Muzeum paměti XX. století,Muzeum paměti XX. století,4202,3
125453991470833,SENÁTOR 21,Senátor 21,4200,3
401218907157652,Mladí pro Pardubický kraj,Mladí pro Pardubický kraj,4200,2
952005618247538,Martin Červíček,Martin Červíček,4184,2
399826497106352,Jakub Hruška,Hruška Jakub,4166,26
413032816112511,SPD Chomutov - Oblastní klub,These ads ran without a disclaimer,4164,8
108268154129861,Supercesko.cz,These ads ran without a disclaimer,4164,1
108061391003890,Ondřej Feber - senátor,Ondřej Feber,4156,16
158158938269,Impact Hub Praha,Hub Innovation s.r.o.,4155,5
693610464415558,Karlovarská Drbna,Karlovarská Drbna,4151,9
1677508659222759,Jakub Macek • Společně pro Jablonec,Macek Jakub,4150,7
320144481956623,HLAS,HLAS,4143,20
198910890909558,Neplatiči s.r.o,These ads ran without a disclaimer,4127,5
421202771255276,Brněnská Drbna,Brněnská Drbna,4121,15
589026071265968,dotaceEU.cz,Ministerstvo pro místní rozvoj,4117,18
1877624902564666,Hlučíňáci,Rostislav Matuška,4109,6
2318160795089768,Docent Peter Koliba,Peter Koliba,4098,4
1818344011729113,ODS Ústecký kraj,ODS Ústecký kraj,4093,8
479728625867303,Divadlo RePublika,Jan Julínek,4093,29
1956144064659620,BlueTV,These ads ran without a disclaimer,4092,2
1958623787693604,Oběti české justice,These ads ran without a disclaimer,4088,22
1601272696606781,Petr Globočník - politik,These ads ran without a disclaimer,4080,1
337302141482,Marianne,These ads ran without a disclaimer,4071,4
105993794508462,Centrum žije,Centrum žije! - spolek pro restart Prahy,4070,9
1279149662233869,GRILL BOOM Burger,These ads ran without a disclaimer,4060,3
435101493242798,Piráti Mariánské Lázně,Lukáš Guga Jadlovský,4055,7
102937347929221,Alena Šírová,3PK,4045,6
105822804344879,Martin Klika,These ads ran without a disclaimer,4038,5
236486863149324,František Kopřiva,František Kopřiva,4032,17
101948248244787,Předvolební debaty - Ústecký kraj,Jan Smítka,4029,8
166296824308080,Climate-KIC Czech Republic Hub,These ads ran without a disclaimer,4028,2
111967816946329,Denisa Řezníčková ODS,Denisa Řezníčková,4017,21
513534848715805,Svoboda a přímá demokracie  Olomoucký kraj - SPD,Svoboda a přímá demokracie - SPD,4000,1
101982421558473,Proti Doměřování,Envirex Holding a.s.,4000,6
138416608152,SPOLEČNOST TADY A TEĎ o.p.s.,"SPOLEČNOST TADY A TEĎ, o. p. s.",4000,1
119078923228030,Jiřina Rosáková do Senátu,Jiřina Rosáková,4000,6
415472211798220,Prague Pride,Hynek Toman,4000,4
337821749739175,Nina Nováková,KDU-ČSL,4000,1
106840744186103,Podbořanský PRAVDOvod,Martin Řepík,4000,3
150154625109581,Roman Celý,KDU-ČSL,4000,1
152513005455578,Ondřej Biravský - osobní realitní makléř Brno,Ondřej Biravský,4000,2
128577896275,Marek Benda,Hopp Alan,4000,2
1586675371632962,Monika Oborná,Monika Oborná,4000,4
102636664700472,Praha čistá a průjezdná,Svencom,3998,3
257529307701966,Jiří Pospíšil,Jiří Pospíšil,3996,3
418722500458,Michal Ondra,Česká pirátská strana,3984,53
1696541430584339,ODS Pravý hlas pro Olomoucký kraj,Petr Sokol,3972,18
981962295256718,Táňa Valentová Nersesjan,ČSSD,3970,5
106138857557725,Zachraňme Baťovu nemocnici,Tomáš Goláň - senátor,3969,16
282033615295005,Mladí lidovci Vysočina,Palan Jan,3967,3
978664115512241,Chinese Embassy in Prague （Velvyslanectví Čínské lidové republiky）,These ads ran without a disclaimer,3947,12
781692698551514,Ohlasy,Tomáš Trumpeš,3931,30
1483237748591093,Festival svobody,These ads ran without a disclaimer,3930,4
1437504856499990,Patnáctka náš domov,Marcel Pencák,3927,32
411145352422813,"Město Bílina, oficiální stránka",Mobilní Rozhlas,3926,4
115366836686423,RegrowAustralia,These ads ran without a disclaimer,3920,112
109155350763664,MCore,These ads ran without a disclaimer,3899,2
105269117568363,Jan Konvalinka - starosta,Jan Konvalinka,3889,30
240406516061363,Týden na severu,Týden na severu,3866,14
1927613447274181,JazyGo - Language school,These ads ran without a disclaimer,3865,12
105537664539553,Letohraďák,Letohraďák,3837,8
101577031963160,Olomoucká Drbna,Olomoucká Drbna,3822,2
382900875172177,Vršovické divadlo MANA,Centrum MANA z.s.,3809,7
139656002744298,Top 09 Milevsko,Martin Procházka,3806,24
490930117644709,Lubomír Zaorálek,ČSSD,3800,20
437210819674800,Živý kraj,These ads ran without a disclaimer,3794,6
111166250487774,KDU - ČSL Okresní organizace Hodonín,KDU-ČSL,3793,9
103922107871230,Eva Zbrojová,Starostové pro Liberecký kraj,3776,10
409786973169158,Tru Earth,These ads ran without a disclaimer,3768,12
197282550390129,"Matouš Pelikán, politik a advokát",Matouš Pelikán,3754,23
453697017993990,Aspen Institute Central Europe,Aspen Institute Central Europe,3753,2
122406776211778,Ivo Bárek- Senátor,Česká strana sociálně demokratická,3750,24
443745829377101,SSPD Tomio Okamura,Turek Jan,3750,1
252673128998993,Daniela,Vasatkova Daniela,3704,9
284944781875,EURACTIV.cz,EURACTIV.cz,3702,16
137840073155,Asociace pro mezinárodní otázky/Association for International Affairs,Asociace pro mezinárodní otázky/Association for International Affairs,3689,19
278212515809,Kancelář Evropského parlamentu,Egomotion,3687,7
157252641338,OANDA,These ads ran without a disclaimer,3653,64
112329648788739,"Někdo má štěstí v lásce, někdo ve hře a někdo v ničem. :-(",These ads ran without a disclaimer,3645,5
1919743914933613,Revue FORUM,These ads ran without a disclaimer,3642,2
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,3634,24
543820122428341,Matouš Vencálek • Zelení,Matouš Vencálek,3625,9
2068226376787023,Piráti Praha 12,Česká pirátská strana,3615,4
390154164452958,Charley Olomouc,These ads ran without a disclaimer,3600,2
173387086117403,ODS Královéhradecký kraj,ODS Královéhradecký kraj,3582,9
1054727164614714,MUDr. Zdeněk Faltus,Zdeněk Faltus,3578,12
109423727286984,Trikolóra Děčín,Trikolóra,3574,7
109035029115272,Inizio Internet Media s.r.o.,These ads ran without a disclaimer,3563,3
603752713299929,Hradec srdcem a rozumem,Vondracek Libor,3552,9
617051264984122,ODS Turnov,These ads ran without a disclaimer,3542,3
1674881296142473,Matěj Trávníček,These ads ran without a disclaimer,3529,5
118358546218030,Ladislav Hynek,ČSSD,3518,4
2692083230805240,Ivana Kerlesová,These ads ran without a disclaimer,3500,5
2114781368774539,Nezávislí - Holešov,Svatava Ságnerová,3500,1
1717379755227552,Platforma pro udržitelný rozvoj a etiku,Platforma pro udržitelný rozvoj a etiku,3500,5
1445448092361295,Jaroslav Klaška,Pavel Krček,3500,1
252353085687918,Rozdílové smlouvy,These ads ran without a disclaimer,3500,1
1390628097826429,Starostové pro Liberec,Starostové pro Liberecký Kraj,3500,5
491085587663987,Fair & Bio Pražírna,Markova Lucie,3495,4
215919868555020,STAN Moravskoslezský kraj,Starostové a nezávislí • STAN,3493,4
222157955200225,Naše Kutná Hora,ODS - Občanská demokratická strana,3492,3
273367223021327,Veronika Vrecionová,These ads ran without a disclaimer,3461,6
652477438231260,Český národní panel,These ads ran without a disclaimer,3450,1
594767370610812,Marek Doležal - Praha 9,Roman Drnovec,3439,5
215259109014756,"Tax Friends - kế toán, khai thuế, tài chính, EET",These ads ran without a disclaimer,3422,2
676692975786082,Fun Games For Free,These ads ran without a disclaimer,3422,1
643592625752378,Jihlavská Drbna,Jihlavská Drbna,3418,8
91773724160,NEWTON College CZ,These ads ran without a disclaimer,3417,12
417640701606199,Mgr. Václav Řehoř,Kricfalusi Jiri,3412,13
281151012433101,Koraba.cz,Ondřej Koraba,3407,16
188208418354402,Mladí starostové a nezávislí - Praha,Mladí Starostové a nezávislí - Praha,3403,14
144323658988241,ZO KSČM Rychvald,Vladimír Tvardek,3402,11
100296704772989,Wildlife Mission,These ads ran without a disclaimer,3400,15
248391982528368,Občanská akademie Černošice,Václav Vojtěch,3393,11
1416733788557863,Pravda o vodě a voda lidem,These ads ran without a disclaimer,3387,2
460558621177512,Zálohujme.cz,These ads ran without a disclaimer,3380,5
317802208282505,Alexandr Vondra,These ads ran without a disclaimer,3378,2
48262720942,Timmy Trumpet,These ads ran without a disclaimer,3377,2
229294384295513,"Přemysl Rabas, senátor",These ads ran without a disclaimer,3367,13
1148670675177299,Věslav Michalik,Starostové a nezávislí,3341,4
110607370770540,Gameparic,These ads ran without a disclaimer,3335,10
507982719293514,Petr Bendl,Petr Bendl,3333,9
110860887175705,Martin Trita,ODS - Občanská demokratická strana,3327,14
103123001340222,Jiří Hlavenka,"Jiří Hlavenka, radní Jihomoravského kraje",3310,3
944358442253364,Jihočeský kraj - oficiální,These ads ran without a disclaimer,3296,4
277000581245,Jakub Janda,Jakub Janda,3283,15
2724697507604207,Petr Kratochvíl - radní města Brna pro dopravu,These ads ran without a disclaimer,3277,10
126996454685051,Piráti Praha 8,Česká pirátská strana - Praha,3266,10
226207821151572,Marek Novák,These ads ran without a disclaimer,3257,7
140716706608231,Left To Survive,These ads ran without a disclaimer,3249,45
255088745405787,Alexandr Hrabálek - primátor města Hradec Králové,Kricfalusi Jiri,3231,9
154875871195800,Piráti a nezávislí Trutnov,Česká pirátská strana KhK,3225,7
479728625867303,Divadlo RePublika,These ads ran without a disclaimer,3213,1
992507254191432,ChicMichele,These ads ran without a disclaimer,3212,5
178161610228,FSC Česká republika,FSC Česká republika,3206,10
111265737680316,VOLTE online,Volte online s.r.o.,3200,3
100723801653101,Radek Kaňa - starosta,Radek Kana - starosta,3200,4
295897601001217,Inspirační fórum / Inspiration Forum,Ivo Bystrican,3200,41
405910949466894,Pride Business Forum,Pride Business Forum,3186,7
260234168098745,Tomáš Lázna,Lazna Tomas,3185,7
332018473557072,ODS Kolín,Jakub Rejzek,3185,9
101484914694453,Bioscop - Filmy v kinech,These ads ran without a disclaimer,3182,4
130631260290858,Česká pirátská strana - Středočeský kraj,These ads ran without a disclaimer,3163,2
966470873363479,MlmJinak.cz,These ads ran without a disclaimer,3163,6
587185791311712,Liberecká Drbna,Liberecká Drbna,3160,8
104067154604719,Epoch Times Česko,Velčovský,3143,27
115542109848074,Goldensun.energy - CZ,These ads ran without a disclaimer,3143,9
164024787880257,Adapterra,Nadace Partnerství,3126,14
416970502094774,Jarda Chalupský,These ads ran without a disclaimer,3118,5
108697510778834,Jan Lipavský - poslanec,Česká pirátská strana - Praha,3104,7
1998785540399771,Doprava Ústeckého kraje,These ads ran without a disclaimer,3104,2
716099648421432,Manboxeo - originální dárky,These ads ran without a disclaimer,3093,2
104119094259687,Tomáš Balvín Trikolóra Praha 2,Tomáš Balvín,3081,12
140406832679685,Libor Michálek,These ads ran without a disclaimer,3069,4
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,3064,3
381665855219339,Aliance pro energetickou soběstačnost,Martin Sedlák,3055,6
1777289589007914,Hradecká Drbna,Hradecká Drbna,3005,6
103123001340222,Jiří Hlavenka,Ing. Jiří Hlavenka,3000,1
128588876033,Fakturoid,Jan Korbel,3000,1
1780680318672608,Tomáš Kutil,Tomáš Kutil,3000,6
123761161006567,"Radek Vondra, starosta Prahy 14",Radek Vondra,3000,3
1349390305148283,SEMTIX.cz,SEMTIX s.r.o.,3000,2
257389035475,ODS Mladá Boleslav,ODS - Občanská demokratická strana,3000,1
549810151781648,Vysoká škola báňská - Technická univerzita Ostrava,Vysoká škola báňská - Technická univerzita Ostrava,3000,1
577282959139813,Melnicko.cz,Petr Kowanda,3000,1
264983260329918,Kupředu do minulosti,These ads ran without a disclaimer,3000,3
115642853684175,Děti zpátky do škol,Jan Kříž,3000,1
2037399133257293,PROČesko,Kňava Radek,3000,2
219068455300899,Weer.cz,These ads ran without a disclaimer,3000,1
236186909771988,NELUMBO Energy a.s.,These ads ran without a disclaimer,2997,1
2682263585134273,Petice za klima,Česko za klima z. s.,2996,5
105410686588,Česká pirátská strana - Jihomoravský kraj,Leitnerová Jana,2989,7
192826397742115,Události Luďka Staňka,These ads ran without a disclaimer,2985,2
102453624930062,Miroslav Andrt - politik,Ivo Stráník,2980,8
338661233715007,Zprávy z Moravy,Zprávy z Moravy,2966,12
104608564296964,Xương Khớp Ông Bảo,These ads ran without a disclaimer,2961,5
149945438407451,Svoboda zvířat,These ads ran without a disclaimer,2959,1
288677555262802,Yoga Garden,Barbora Svorová,2959,7
357321458227618,"Zuzana Ujhelyiová, radní pro školství Prahy 11",Zuzana Ujhelyiová,2953,11
110492967541040,Regionální televize Východní Čechy,VTV Komunitní televize,2949,8
339130392894431,BL Graphic Studio,These ads ran without a disclaimer,2946,1
106282467865843,Marek Anděl do senátu,Marek Anděl,2940,6
101861491179355,Libor Moravec,These ads ran without a disclaimer,2936,1
103099057968722,Hnutí Idealisté,Jan Schneider,2928,13
109636267041675,Capone BarberShop,These ads ran without a disclaimer,2928,4
1316309538421971,Petr Soudek - zastupitel města Kladno,Petr Soudek,2926,17
638792146279755,Martin Netolický,3PK,2926,6
115285079911127,"Vítězslav Schrek, hejtman Kraje Vysočina","Frey Consulting,s.r.o.",2914,6
311455292595290,Ivan Hýža - místostarosta Kunratic,These ads ran without a disclaimer,2912,18
2724697507604207,Petr Kratochvíl - radní města Brna pro dopravu,Tim Kratochvíl,2910,6
282608985432209,ČED,Český Energetický Dodavatel,2909,3
58977252228,ESET,These ads ran without a disclaimer,2906,1
146955527905,EU Civil Protection & Humanitarian Aid - ECHO,These ads ran without a disclaimer,2881,4
216991061646631,ZoomSphere,These ads ran without a disclaimer,2880,1
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,ODS s podporou TOP 09,2879,7
108596070875819,Monika Klapková,ODS s podporou TOP09,2879,8
102184177943959,Trikolóra Kopřivnice,Jan Jeřábek,2875,8
512602058940738,Kniha Volba - Jakub Trpiš,These ads ran without a disclaimer,2869,10
101511221244882,Trikolóra Strakonicko,Tomáš Šimek,2868,3
2244726532215982,Senátorský klub - Starostové a nezávislí,These ads ran without a disclaimer,2868,28
1140962335922981,Estea Dental Practice - MUDr. Jiri Hrabak,Jiří Hrabák,2860,1
131404269206,Asistence,Dark Side,2860,1
863132847189517,Гражданство ЕС - Aristipp,These ads ran without a disclaimer,2859,1
1681478228766601,Jan Grolich I Hejtman JMK,These ads ran without a disclaimer,2858,18
2198949580361251,Marek Viskot,Marek Viskot,2856,2
100106215064496,ODS a TOP 09 - Pardubický kraj,ODS Pardubický kraj,2847,8
1240809492610426,"Jan Jakob - starosta, poslanec",Jakob Jan,2839,23
1750076908554913,Mladí diplomaté,These ads ran without a disclaimer,2839,1
106359037468260,Jiří Bláha,Kricfalusi Jiri,2834,9
269080586465777,Město Černošice,These ads ran without a disclaimer,2832,1
101366774969798,Stínová uhelná komise,Zuzka Vlčková,2806,23
1588021691227567,Rovná odměna,Rovná odměna,2802,10
153384318085064,EUROPEUM Institute for European Policy,These ads ran without a disclaimer,2801,4
325433514795702,Hledání ztraceného smyslu práce,Výsos,2790,5
117313141613924,Plzeňský deník,ANO 2011 politické hnutí,2778,1
321914187496,Hnutí pro Prahu 11,Ladislav Kos,2770,8
1474748436117266,Lukáš Holík,Lukáš Holík,2757,22
1304425229672174,MUDr. Radek Sušil,Česká strana sociálně demokratická,2755,14
1395881230682843,Luděk Niedermayer,TOP 09,2752,3
211760652195532,Mladí sociální demokraté,"Mladí sociální demokraté, z. s.",2736,11
135248715455,Praha 10,Praha 10,2725,7
477871765643301,Liberálně ekologická strana,These ads ran without a disclaimer,2725,1
1706774462887492,Vaše Výživné.cz,"Asociace neúplných rodin, z.s.",2722,2
441954716206226,Piráti Praha 10,Česká pirátská strana,2717,16
101257121242761,Justiční Servis z. s.,These ads ran without a disclaimer,2715,16
1439143123070953,Svoboda a přímá demokracie  Liberecký kraj - SPD,These ads ran without a disclaimer,2711,7
1752384171733069,Jan Pošvář - poslanec za kraj Vysočina,Jan Pošvář,2710,6
242824662409940,SDH Radostín,These ads ran without a disclaimer,2710,12
1142836395856918,Naše Břeclav,Filip Šálek,2708,18
433052613812240,Markéta Vaňková,These ads ran without a disclaimer,2700,6
125035774186918,Vzdělávací instituce MILLS,These ads ran without a disclaimer,2690,2
104252567994895,STAN Plzeňský,Starostové a nezávislí,2674,9
103490157887634,Lubomír Traub,These ads ran without a disclaimer,2669,9
1852520761657982,4ocean,These ads ran without a disclaimer,2664,95
241125683294662,Piráti Frýdek-Místek,Dedek Jakub,2654,9
388373825336893,Pascal pro €uro,Vecer Michael Pascal,2648,7
496495500757521,Fridays For Future Česká republika,Fridays For Future Česká republika,2638,5
225916474201889,Země na talíři • Hra o klima,"Na mysli, z.ú.",2623,6
342077753088187,Zdeněk Šarapatka,These ads ran without a disclaimer,2622,2
847960851959160,Marketing Makers,Michal Blažek,2613,3
114066180252220,Vysoká Hra,VH Media s.r.o.,2604,28
1401321553476901,Jan Farský,Starostové a nezávislí • STAN,2603,3
980546885321381,Magazín Patriot,Magazín Patriot,2592,12
1456991384393381,ŠTRUNC,These ads ran without a disclaimer,2583,8
233310997324608,Nezávislí pro Stříbro,Karel Lukeš,2580,3
100910171462133,physiciansformula_cz,These ads ran without a disclaimer,2567,11
1718906404922106,City FÓRUM Bratislava,These ads ran without a disclaimer,2566,31
105524817605255,Trikolóra Nový Jičín,Marek Balluch,2560,14
1568527393427836,Česká Krev,These ads ran without a disclaimer,2548,1
115285079911127,"Vítězslav Schrek, hejtman Kraje Vysočina","Frey Consulting, s.r.o.",2546,5
1875212372790619,Šťastné pondělí Jindřicha Šídla,These ads ran without a disclaimer,2540,1
1786549211586296,xPartners.com,These ads ran without a disclaimer,2527,15
108955600806152,Jakub Unucka - Občan a politik ODS,These ads ran without a disclaimer,2517,24
145522932180283,Masarykova demokratická akademie,"Masarykova demokratická akademie, z. s.",2516,12
159736174123806,Železná koule,"Železná koule, s.r.o.",2514,1
1158239840904919,Jiří Kudláček,These ads ran without a disclaimer,2502,8
527708290604742,Alexander Bellu,These ads ran without a disclaimer,2500,1
185529688186850,KDU - ČSL Plzeňský kraj,These ads ran without a disclaimer,2500,1
491511080861389,Bontonfilm,These ads ran without a disclaimer,2500,1
186911408779571,Eva Špačková,ODS Praha 1,2500,2
522812117770025,Lukáš Lhoťan,Lukáš Lhoťan,2500,5
100790758462126,Soukromníci a ODA - Za krásný Olomoucký kraj,Bohuslav Coufal,2499,10
1674362659292756,Piráti - Praha 3,These ads ran without a disclaimer,2497,3
581919708494005,STAN Zlínský kraj,Starostové a nezávislí • STAN,2495,4
106108747651248,SNK1 - Starostové našeho kraje,Markéta Sinkulová Moravcová,2494,10
589772668175086,Kryštof Čižinský,TOP 09,2491,1
137301989386,Aktuálně.cz,These ads ran without a disclaimer,2475,2
270332350585308,3PK - Pro prosperující Pardubický kraj,These ads ran without a disclaimer,2475,1
106467504379023,Igor Karen,Jakub Galuška,2471,4
319806765285491,Zemidluh - Bezobalový obchod,Jakub Zvelebil,2470,3
103118831393004,Vladimír Kořen,Vladimír Kořen,2465,4
1461492400563385,"Jan Lacina, místostarosta Prahy 6",These ads ran without a disclaimer,2460,5
1836365373266980,Cooking Diary,These ads ran without a disclaimer,2447,1
1435306616714852,Filip Humplík,These ads ran without a disclaimer,2444,3
188990765060204,Forexmag,These ads ran without a disclaimer,2443,2
50546026668,Eda Kožušník,These ads ran without a disclaimer,2441,4
109167344156610,Bez ANO,Petr Praus,2437,16
132353247111236,Simona Petrík,These ads ran without a disclaimer,2435,2
1363680237011254,Project Ascension,These ads ran without a disclaimer,2426,1
1502989113258610,Jan Vávra,These ads ran without a disclaimer,2422,18
2399205093469033,Irish Tax Agency,These ads ran without a disclaimer,2409,4
126060760828576,24Bottles,These ads ran without a disclaimer,2409,6
248986568895243,Speechify,These ads ran without a disclaimer,2404,14
100168568228589,Markéta Khauerová,Starostové pro Liberecký kraj,2401,8
253207085584079,Martin Hrubčík,These ads ran without a disclaimer,2401,6
154977838405709,Ondra Veselý,ČSSD,2399,11
1523633234529577,SpoS - Společný svět,Hemmerova Eva,2391,6
793343804090264,Astana Economic Forum,These ads ran without a disclaimer,2382,1
100576191394050,Protiteritorialitě,Lukáš Jícha,2378,2
275606287530,CEMEX,These ads ran without a disclaimer,2376,3
101393348465255,"Ing. Jiří Klíma, daňový poradce",Jiří Klíma,2376,3
226747318682187,Pavel Jihlavec,ODS - Občanská demokratická strana,2373,9
49020448604,Nadace Vodafone Česká republika,These ads ran without a disclaimer,2371,4
1803608073027117,Společně Ústí nad Labem,Petr Vidlák,2371,8
105822804344879,Martin Klika,Vít Nešpor,2366,2
142985172407792,Stanislav Juránek,Marta Martináková,2364,6
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,These ads ran without a disclaimer,2363,7
1752257481455075,Chytré Brno,These ads ran without a disclaimer,2361,2
93433992603,Hospodářské noviny,These ads ran without a disclaimer,2347,3
687589164666184,MasterClass,These ads ran without a disclaimer,2339,28
310596576131756,Šimon Reich,Šimon Reich,2337,3
325428267939168,Mirek Žbánek - primátor Olomouce,These ads ran without a disclaimer,2324,9
253540141645481,Fyzika a tvořivá společnost,These ads ran without a disclaimer,2318,3
339242666586738,Piráti - Pardubice,These ads ran without a disclaimer,2305,5
206045673805,Deník.cz,These ads ran without a disclaimer,2304,3
258581527631807,PRO ZNOJMO,PRO ZNOJMO,2300,4
334596190771946,Očkuji.cz,Lukas Prikner,2300,4
952005618247538,Martin Červíček,These ads ran without a disclaimer,2296,1
947847402044555,Slušní lidé,These ads ran without a disclaimer,2296,22
254814835091677,"Petr Venhoda, poslanec ČR",These ads ran without a disclaimer,2292,6
110381917757634,Talking Europe/um,EUROPEUM Institute for European Policy,2291,6
130631260290858,Česká pirátská strana - Středočeský kraj,Česká pirátská,2290,2
101882944732715,Radim Kravčík - i cesta je cíl,Dedek Jakub,2281,5
100537783337910,Piráti Týn nad Vltavou,Simon Kostadinov,2279,11
177797512857659,srovnám.cz,These ads ran without a disclaimer,2279,17
429941207462676,Testo CZ,These ads ran without a disclaimer,2278,1
553929608402122,Alex Zubarjev,These ads ran without a disclaimer,2276,1
157601240707,ODS Liberec,ODS - Občanská demokratická strana,2273,14
1427751750796197,Právní prostor.cz,These ads ran without a disclaimer,2266,1
252574801885347,Plus - pravicově-konzervativní křídlo,These ads ran without a disclaimer,2255,25
206630153142726,Marek Výborný,These ads ran without a disclaimer,2254,4
549553085465854,Piráti a Zelení pro Most,Adam Komenda,2247,18
219326964905229,Týdeník Euro,These ads ran without a disclaimer,2242,3
2508000755881727,Štěpán Juránek,These ads ran without a disclaimer,2229,19
684198855000854,Václav Švenda,Václav Švenda,2228,6
106046725258,Soukromníci  - Strana soukromníků České republiky,These ads ran without a disclaimer,2202,7
157769174288779,Babyonline.cz,"Babyonline, s.r.o.",2201,4
408888496356036,Teva Česko,These ads ran without a disclaimer,2200,2
1505689656340996,Královéhradecký kraj,Královéhradecký kraj,2200,7
106885414298442,MUDr.Vladimír Dryml,media vision pro ZSP Senát,2200,4
226565767938752,Ing. Pavel Štohl,These ads ran without a disclaimer,2199,7
846186782220237,PR Akademie pro neziskovky,Věra Ondřichová,2193,5
1432139953751418,Josef Středula,These ads ran without a disclaimer,2191,4
365669937116335,REF-HAIR.cz,These ads ran without a disclaimer,2186,3
132718927422795,Michal Ratiborský,These ads ran without a disclaimer,2170,10
119624098506,Kateřina Konečná,These ads ran without a disclaimer,2168,8
211514832926032,Krasoprostor,These ads ran without a disclaimer,2156,1
333647410158053,KOMIX,KOMIX s.r.o.,2155,2
104111294718187,Radim Mamula,Radim Mamula,2146,7
138517649524948,Na počátku,"Na počátku, o. p. s.",2146,2
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),These ads ran without a disclaimer,2142,14
157741540937883,CARE Česká republika,Care Česká republika,2138,6
727173144044824,Svobodné fórum,These ads ran without a disclaimer,2137,1
525606624188429,revue Prostor,revue Prostor,2134,13
121181451293587,Tlapnet,Jozef Kalina,2130,8
632369483479043,Jan Hrnčíř - SPD,Hrnčíř Jan,2123,6
100400784849173,Václav Mikeš - zastupitel města Kaplice - SPD,Michael Lovász,2112,8
110082080371286,ODS Šlapanice,Jakub Tesař,2112,4
104439148075323,Katarina fotografka,These ads ran without a disclaimer,2109,6
1036986463173677,Humans of Piráti,These ads ran without a disclaimer,2105,2
241109176072783,"Petr Fiala, Letohrad",These ads ran without a disclaimer,2102,27
225747937437599,Jazykové centrum Correct,These ads ran without a disclaimer,2101,2
155406703122,Arnika,Arnika,2100,3
100426368182809,Tomáš Soukal,Česká strana sociálně demokratická,2099,5
685592854803096,Hnutí prázdné židle,Bořek Mezník,2097,4
334091820272155,"JUDr. David Pytela, MBA, LL.M, advokátní kancelář",David Pytela,2094,5
1184578558336226,Michaela Opltová,STAN,2093,8
242117635912490,ODS - Plzeňský kraj,Občanský demokratická strana,2091,8
110512987369663,streetvintagecz,These ads ran without a disclaimer,2091,1
263270307130430,Brno Plus,Brno Plus,2089,5
632715980192350,Městský obvod Moravská Ostrava a Přívoz,These ads ran without a disclaimer,2084,2
110620533808314,Josef Kozel,3PK,2081,14
257974427294,Zelení Praha 6,Zelení,2080,11
109734447174236,Bussines,These ads ran without a disclaimer,2079,1
1785288798420655,Jarolím Jan,These ads ran without a disclaimer,2075,4
478284705683536,Mgr. Marek Šlapal,These ads ran without a disclaimer,2071,2
574751955913323,Fotograf - David Stejskal,David Stejskal,2070,13
1533230256924257,Etergo,These ads ran without a disclaimer,2069,11
109971530524897,Týdeník Hrot,These ads ran without a disclaimer,2063,5
119235182810589,Podporujeme Xavera v Radě ČT,Lukáš Vajda,2048,5
764881470202582,Eddy G,These ads ran without a disclaimer,2043,2
827168734063071,PENAM,These ads ran without a disclaimer,2043,1
399317000707267,Dalibor Roháč,These ads ran without a disclaimer,2036,1
103123001340222,Jiří Hlavenka,These ads ran without a disclaimer,2036,2
1437466399822114,KSHMR,These ads ran without a disclaimer,2036,1
112364857287071,Zbyněk Pražák,Zbyněk Pražák,2034,1
291971547991645,Piráti Praha 11,Zuzana Böhmová,2033,13
