Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),24447,62
116000986793106,Klima,Climate Labs GmbH,24354,177
343364921106,Caritas international,Caritas international,24353,456
931083467001816,Wir fürs Impfen,Pfizer Pharma GmbH,24249,72
221015151338873,Andreas Kossiski,SPD Köln,24231,151
561953460655717,Social Media Ads,Alexander Dietrich,24226,610
118849647749,Bündnis 90/Die Grünen BBG,Bündnis 90/Die Grünen Brandenburg,24100,240
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,24035,172
121097790490,Albert Schweitzer Stiftung für unsere Mitwelt,Albert Schweitzer Stiftung für unsere Mitwelt,23949,13
109573920927141,Ichwillfair,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,23705,25
129724513733284,dm-drogerie markt Deutschland,dm-drogerie markt Deutschland,23636,29
1186735191488652,Eckhard Scholz,CDU Hannover Stadt,23526,143
249296718436,IG Metall,IG Metall,23513,76
190784743602,CDU/CSU-Bundestagsfraktion,CDU/CSU-Bundestagsfraktion,23504,1574
86337829141,BÜNDNIS 90/DIE GRÜNEN Sachsen,BÜNDNIS 90/DIE GRÜNEN,23481,198
1553799571599937,pandoo,These ads ran without a disclaimer,23427,63
437191132998825,HSPRO,These ads ran without a disclaimer,22914,1
1355356484630164,Entwicklung wirkt,Gregor Koall,22776,21
103945904448735,RethinkingPaper,ReThinkingPaper,22762,51
134080283313500,DIE LINKE Thüringen,DIE LINKE Thüringen,22413,146
700577889971139,PENNY,PENNY,22345,181
218786540044,WWF Deutschland,These ads ran without a disclaimer,22192,33
165629350137468,Schaebens,Schaebens,22152,160
1073271182734567,AfD-Fraktion im Landtag Rheinland-Pfalz,AfD-Fraktion im Landtag Rheinland-Pfalz,22124,287
111740802198942,DKB - Deutsche Kreditbank AG,These ads ran without a disclaimer,22071,51
305368552898287,Viessmann,These ads ran without a disclaimer,22045,244
104641917753059,Forschung ist die beste Medizin,Verband Forschender Arzneimittelhersteller e.V.,21931,53
296270482587,McDonald's,These ads ran without a disclaimer,21859,4
374270485990897,Bundesverband Musikindustrie,Bundesverband Musikindustrie,21628,456
88331883353,BÜNDNIS 90/DIE GRÜNEN Rheinland-Pfalz,Bündnis 90/Die Grünen Rheinland-Pfalz,21500,415
1605966456387228,GOT BAG,These ads ran without a disclaimer,21380,266
