Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
2246107578840730,Vēja enerģijas asociācija,MM&A | Hill+Knowlton Strategies,535,38
111877875608583,DELNA - Sabiedrība par atklātību,Liene Gatere,528,21
400861240278635,Edvards Smiltēns LV,These ads ran without a disclaimer,526,2
531548457213796,Viktors Valainis,Valainis Viktors,520,17
1913139562057994,Santa Survila,Santa Survila,519,47
524714174238878,Finanšu ministrija,Latvijas Republikas Finanšu ministrija,506,9
987857981232902,Sarunu festivāls LAMPA,Sarunu festivāls LAMPA,503,26
117059818306039,Latvijas Radio,Latvijas Radio,500,2
329580341010027,Jānis Grasbergs,Jānis Grasbergs,490,11
127034762208860,Любовь Жданова - Ļubova Ždanova,Lubova Zhdanova,487,10
541229793055345,Aleksejs Loskutovs,Aleksejs Loskutovs,486,21
824483801054996,Inese Andersone,Inese Andersone,479,14
299548920458849,Indexo,These ads ran without a disclaimer,465,1
734850510281109,Depozīta Iepakojuma Operators,Grizzly Riga,460,21
960297957323800,Rihards Kols,Rihards Kols,451,16
102301911556133,Linda Ozola,Jaunā konservatīvā partija,445,12
167472573272165,Mindvalley на русском,These ads ran without a disclaimer,429,8
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,427,9
241795669493185,Friedrich-Ebert-Stiftung Baltic States,Friedrich-Ebert-Stiftung Baltic States,424,8
1925055850861507,Viesturs Kleinbergs,PROGRESĪVIE,418,16
215486111795023,Swedbank Latvia,These ads ran without a disclaimer,418,3
275097769630619,Aleksejs Roslikovs  •  Алексей Росликов,Aleksejs Roslikovs,412,31
179753402089010,Ahhaa,These ads ran without a disclaimer,410,9
245261032767933,Beata Jonite,Jonite Beata,407,2
293471557450692,Valērijs Petrovs \ Валерий Петров,These ads ran without a disclaimer,393,10
595950207185585,Jaunā konservatīvā partija,These ads ran without a disclaimer,387,2
111745073914944,Lienīte Caune ZZS,Lienīte Caune,386,23
102671391494977,Jānis Baiks,Jānis Baiks,378,11
137027629677971,BNN-News,Baltic News Network,372,33
110695040404389,This Unusual Nature,These ads ran without a disclaimer,368,2
378413922184688,Baltic News Network RUS,Baltic News Network,353,31
660016677346773,Zaļā brīvība,Zaļā brīvība,350,6
518862558163654,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrija,345,15
106533287880479,Fair Latvia,Александр Баранов,341,18
120634585355666,LuXembourg - Let's make it happen,These ads ran without a disclaimer,341,24
223694908315152,Edgars Jēkabsons,Jekabsons Edgars,340,11
112666133508088,Yoga Good Vibes,These ads ran without a disclaimer,333,1
589303271713931,Kaspars Spunde,Kaspars Spunde,330,4
205652776225439,Krišjānis Liepiņš,Krišjānis Liepiņš,330,11
813512572019394,Latvijas Banka,Latvijas Banka,326,13
557368648087077,Baiba Rubesa,Partiju apvienība Attīstībai/Par!,324,18
102739201631244,Александр Ильин,Александр Ильин - Aleksandrs Iljins,320,13
779811265442970,Inese Vaidere,Vaidere Inese,307,7
118410130076032,Dod pieci,Latvijas Radio,302,6
224478401760186,Jānis Eglīts,Nacionālā apvienība,294,1
108652292534913,Латвийское радио 4,Latvijas Radio,293,14
407906906215292,Gatis Zamurs,Gatis Zamurs,290,2
281355625885168,MamaPapa Forum Riga,SIA Business Education Plus,289,80
362421854149107,Konservatīvā jaunatne,Jaunā konservatīvā partija,280,4
101095184970597,Boriss Rozentāls,Boriss Kaigorodovs,278,12
114577320288923,Mihails Simvulidi,PROGRESĪVIE,277,6
1695889637360770,Hempire,These ads ran without a disclaimer,276,22
102319008358497,Pašvaldību Grēki,Pašvaldību Grēki,275,12
831485113704995,Vides aizsardzības un reģionālās attīstības ministrija,Vides aizsardzības un reģionālās attīstības ministrija,269,12
104117027726385,Ekylo,These ads ran without a disclaimer,263,1
734619389955201,Latvijas vēlētāju forums,Eduards Snepsts,261,25
1914095018847287,Aivars Geidāns,These ads ran without a disclaimer,259,5
1894003374059413,Ēriks Pucens,Politiskā partija KPV LV,258,6
184096511636333,PROGRESĪVIE,These ads ran without a disclaimer,258,12
109754670393414,Boriss Donnikovs,Boriss Donnikovs,255,7
267323527070904,Jānis Bordāns,Jaunā konservatīvā partija,253,5
2043276165687220,Partija Izaugsme,Partija IZAUGSME,252,3
240966039259839,Slush,These ads ran without a disclaimer,250,181
